 Date Time CO SO2 H2S NO2 CHX NO
 02.02.13 00:00 0.12 0.00 0.12 0.14 1.58 0.05
 -------- 01:00 0.13 0.01 0.21 0.13 1.60 0.05
 -------- 02:00 0.13 0.01 0.25 0.12 1.59 0.05
 -------- 03:00 0.12 0.01 0.25 0.09 1.52 0.03
 -------- 04:00 0.12 0.01 0.38 0.11 1.52 0.03
 02.02.13 05:00 0.12 0.01 0.25 0.11 1.54 0.05
 -------- 06:00 ---- 0.01 0.25 0.10 1.53 0.02
 -------- 07:00 ---- 0.01 0.25 0.12 1.52 0.05
 -------- 08:00 0.02 0.01 0.12 0.13 1.53 0.07
 -------- 09:00 0.04 0.00 0.12 0.15 1.59 0.12
 02.02.13 10:00 0.03 0.00 0.12 0.14 1.59 0.08
 -------- 11:00 0.04 0.00 0.12 0.15 1.66 0.09
 -------- 12:00 0.05 0.01 0.17 0.14 1.63 0.09
 -------- 13:00 0.04 0.01 0.29 0.13 1.57 0.06
 -------- 14:00 0.09 0.01 0.46 0.15 1.64 0.10
 02.02.13 15:00 0.11 0.02 0.58 0.17 1.64 0.15
 -------- 16:00 0.03 0.02 0.71 0.17 1.62 0.12
 -------- 17:00 0.03 0.02 0.79 0.17 1.64 0.10
 -------- 18:00 0.02 0.02 0.88 0.17 1.59 0.08
 -------- 19:00 ---- 0.02 0.88 0.15 1.55 0.04
 02.02.13 20:00 0.02 0.03 1.00 0.16 1.58 0.07
 -------- 21:00 0.02 0.03 1.00 0.15 1.61 0.08
 -------- 22:00 0.02 0.03 1.00 0.14 1.57 0.06
 -------- 23:00 0.07 0.03 1.08 0.17 1.69 0.19
 -------- 00:00 0.14 0.01 1.12 0.19 1.81 0.35
 03.02.13 01:00 0.04 0.00 ---- 0.15 1.63 0.13
 -------- 02:00 0.10 0.00 0.12 0.17 1.69 0.27
 -------- 03:00 ---- 0.00 0.12 0.15 1.55 0.06
 -------- 04:00 ---- 0.01 0.21 0.12 1.50 0.02
 -------- 05:00 ---- 0.01 0.25 0.11 1.47 0.02
 03.02.13 06:00 ---- 0.01 0.33 0.11 1.49 0.01
 -------- 07:00 ---- 0.01 0.38 0.14 1.53 0.04
 -------- 08:00 ---- 0.01 0.38 0.15 1.53 0.06
 -------- 09:00 ---- 0.01 0.38 0.14 1.52 0.05
 -------- 10:00 ---- 0.01 0.38 0.16 1.54 0.09
 03.02.13 11:00 0.02 0.01 0.38 0.17 1.55 0.10
 -------- 12:00 ---- 0.01 0.38 0.16 1.53 0.09
 -------- 13:00 0.02 0.01 0.38 0.17 1.51 0.09
 -------- 14:00 ---- 0.01 0.38 0.15 1.49 0.06
 -------- 15:00 ---- 0.01 0.42 0.16 1.49 0.07
 03.02.13 16:00 ---- 0.01 0.38 0.13 1.49 0.04
 -------- 17:00 ---- 0.01 0.42 0.14 1.51 0.04
 -------- 18:00 ---- 0.01 0.50 0.15 1.52 0.05
 -------- 19:00 0.02 0.01 0.50 0.17 1.58 0.07
 -------- 20:00 0.02 0.01 0.54 0.16 1.55 0.06
 03.02.13 21:00 0.02 0.02 0.62 0.15 1.51 0.05
 -------- 22:00 0.02 0.02 0.71 0.17 1.53 0.07
 -------- 23:00 ---- 0.02 0.75 0.14 1.52 0.03
