 Date Time CO NO2 CHX NO
 08.10.12 12:00 0.25 0.20 1.54 0.39
 -------- 13:00 0.25 0.21 1.59 0.44
 -------- 14:00 0.22 0.19 1.51 0.40
 -------- 15:00 0.27 0.19 1.57 0.40
 -------- 16:00 0.26 0.18 1.55 0.39
 08.10.12 17:00 0.25 0.18 1.57 0.31
 -------- 18:00 0.19 0.16 1.55 0.19
 -------- 19:00 0.17 0.15 1.56 0.19
 -------- 20:00 0.18 0.13 1.51 0.18
 -------- 21:00 0.09 0.10 1.48 0.04
 08.10.12 22:00 0.37 0.14 1.60 0.25
 -------- 23:00 0.19 0.14 1.48 0.33
 -------- 00:00 0.13 0.13 1.48 0.27
 -------- 01:00 0.09 0.12 1.56 0.22
 -------- 02:00 0.04 0.08 1.65 0.08
 09.10.12 03:00 0.04 0.09 1.47 0.08
 -------- 04:00 0.03 0.08 1.41 0.05
 -------- 05:00 0.05 0.06 1.38 0.04
 -------- 06:00 0.10 0.11 1.42 0.18
 -------- 07:00 0.13 0.11 1.42 0.18
 09.10.12 08:00 0.19 0.12 1.46 0.22
 -------- 09:00 0.19 0.12 1.45 0.21
 -------- 10:00 0.18 0.12 1.45 0.22
 -------- 11:00 0.17 0.13 1.45 0.24
 -------- 12:00 0.17 0.13 1.46 0.18
 09.10.12 13:00 0.26 0.16 1.52 0.31
 -------- 14:00 0.19 0.15 1.53 0.23
 -------- 15:00 0.18 0.15 1.61 0.27
 -------- 16:00 0.19 0.16 1.57 0.28
 -------- 17:00 0.21 0.18 1.62 0.38
 09.10.12 18:00 0.19 0.15 1.56 0.27
 -------- 19:00 0.12 0.13 1.48 0.18
 -------- 20:00 0.13 0.08 1.52 0.03
 -------- 21:00 0.13 0.10 1.49 0.07
 -------- 22:00 0.11 0.10 1.46 0.12
 09.10.12 23:00 0.15 0.13 1.46 0.23
 -------- 00:00 0.11 0.13 1.44 0.19
 -------- 01:00 0.10 0.11 1.48 0.14
 -------- 02:00 0.05 0.08 1.44 0.06
 -------- 03:00 0.06 0.10 1.40 0.07
 10.10.12 04:00 0.05 0.09 1.41 0.06
 -------- 05:00 0.07 0.10 1.42 0.09
 -------- 06:00 0.13 0.11 1.52 0.17
 -------- 07:00 0.11 0.10 1.46 0.09
 -------- 08:00 0.17 0.11 1.48 0.12
 10.10.12 09:00 0.14 0.10 1.44 0.11
 -------- 10:00 0.16 0.11 1.38 0.14
 -------- 11:00 0.17 0.10 1.43 0.17
