 Date Time CO SO2 H2S NO2 CHX NO
 11.01.13 00:00 ---- 0.00 0.12 0.13 1.48 0.03
 -------- 01:00 ---- 0.00 0.12 0.13 1.47 0.04
 -------- 02:00 ---- 0.00 0.12 0.15 1.49 0.04
 -------- 03:00 ---- 0.00 0.12 0.16 1.56 0.07
 -------- 04:00 ---- 0.00 0.12 0.16 1.51 0.05
 11.01.13 05:00 ---- 0.00 0.12 0.16 1.53 0.06
 -------- 06:00 ---- 0.00 0.12 0.17 1.55 0.09
 -------- 07:00 0.03 0.00 0.12 0.18 1.58 0.17
 -------- 08:00 0.05 0.00 0.12 0.19 1.59 0.18
 -------- 09:00 0.03 0.00 0.12 0.19 1.60 0.18
 11.01.13 10:00 0.03 0.00 0.12 0.19 1.60 0.20
 -------- 11:00 0.05 0.00 0.12 0.19 1.61 0.27
 -------- 12:00 0.09 0.00 0.12 0.20 1.67 0.32
 -------- 13:00 0.12 0.00 0.12 0.22 1.79 0.46
 -------- 14:00 0.12 0.00 0.12 0.21 1.80 0.40
 11.01.13 15:00 0.18 0.01 0.17 0.22 1.89 0.50
 -------- 16:00 0.17 0.01 0.17 0.21 1.88 0.40
 -------- 17:00 0.15 0.00 0.12 0.20 1.97 0.24
 -------- 18:00 0.11 0.00 0.12 0.19 1.83 0.17
 -------- 19:00 0.09 0.00 0.12 0.18 1.82 0.15
 11.01.13 20:00 0.10 0.00 0.12 0.18 1.94 0.17
 -------- 21:00 0.11 0.00 0.12 0.18 1.96 0.22
 -------- 22:00 0.08 0.00 0.12 0.16 1.85 0.22
 -------- 23:00 0.07 0.00 0.12 0.16 1.91 0.24
 -------- 00:00 0.05 0.00 0.17 0.15 1.83 0.18
 12.01.13 01:00 0.03 0.00 0.25 0.16 1.71 0.22
 -------- 02:00 0.03 0.00 0.25 0.19 1.68 0.35
 -------- 03:00 0.02 0.00 0.25 0.18 1.65 0.21
 -------- 04:00 0.03 0.00 0.25 0.14 1.62 0.12
 -------- 05:00 0.02 0.00 0.25 0.14 1.62 0.13
 12.01.13 06:00 0.04 0.00 0.25 0.14 1.64 0.14
 -------- 07:00 0.04 0.00 0.25 0.15 1.70 0.21
 -------- 08:00 0.08 0.00 0.25 0.17 1.84 0.29
 -------- 09:00 0.11 0.00 0.25 0.18 1.93 0.33
 -------- 10:00 0.10 0.00 0.25 0.17 1.87 0.36
 12.01.13 11:00 0.11 0.00 0.25 0.16 1.86 0.32
 -------- 12:00 0.15 0.00 0.25 0.17 1.98 0.40
 -------- 13:00 0.18 0.01 0.25 0.18 1.98 0.44
 -------- 14:00 0.19 0.01 0.29 0.21 2.00 0.39
 -------- 15:00 0.16 0.01 0.29 0.18 1.93 0.37
 12.01.13 16:00 0.16 0.01 0.29 0.19 1.94 0.36
 -------- 17:00 0.21 0.01 0.33 0.20 2.11 0.43
 -------- 18:00 0.26 0.01 0.33 0.20 2.12 0.48
 -------- 19:00 0.23 0.01 0.38 0.20 2.04 0.49
 -------- 20:00 0.21 0.01 0.38 0.19 2.05 0.42
 12.01.13 21:00 0.24 0.01 0.38 0.19 2.10 0.50
 -------- 22:00 0.23 0.01 0.38 0.19 2.08 0.52
 -------- 23:00 0.19 0.01 0.38 0.18 1.97 0.44
