 Date Time CO NO2 CHX NO
 18.11.12 12:00 0.06 0.10 1.38 0.05
 -------- 13:00 0.07 0.11 1.39 0.07
 -------- 14:00 0.08 0.10 1.39 0.06
 -------- 15:00 0.07 0.10 1.39 0.06
 -------- 16:00 0.07 0.10 1.38 0.06
 18.11.12 17:00 0.07 0.10 1.39 0.06
 -------- 18:00 0.08 0.10 1.40 0.06
 -------- 19:00 0.07 0.08 1.38 0.04
 -------- 20:00 0.06 0.08 1.38 0.04
 -------- 21:00 0.07 0.09 1.38 0.05
 18.11.12 22:00 0.05 0.09 1.37 0.04
 -------- 23:00 0.05 0.08 1.37 0.04
 -------- 00:00 0.04 0.06 1.36 0.02
 -------- 01:00 0.03 0.06 1.38 0.02
 -------- 02:00 0.03 0.03 1.37 0.01
 19.11.12 03:00 0.03 0.04 1.37 0.01
 -------- 04:00 0.03 0.02 1.36 0.01
 -------- 05:00 0.03 0.03 1.37 0.02
 -------- 06:00 0.03 0.05 1.38 0.03
 -------- 07:00 0.07 0.08 1.40 0.07
 19.11.12 08:00 0.07 0.09 1.30 0.06
 -------- 09:00 0.09 0.07 1.41 0.07
 -------- 10:00 0.07 0.08 1.41 0.07
 -------- 11:00 0.09 0.09 1.43 0.11
 -------- 12:00 0.09 0.10 1.44 0.11
 19.11.12 13:00 0.09 0.10 1.44 0.09
 -------- 14:00 0.09 0.11 1.45 0.12
 -------- 15:00 0.11 0.11 1.47 0.12
 -------- 16:00 0.09 0.10 1.45 0.09
 -------- 17:00 0.11 0.12 1.46 0.11
 19.11.12 18:00 0.11 0.10 1.46 0.10
 -------- 19:00 0.09 0.09 1.44 0.07
 -------- 20:00 0.10 0.08 1.45 0.07
 -------- 21:00 0.10 0.09 1.46 0.08
 -------- 22:00 0.08 0.07 1.45 0.09
 19.11.12 23:00 0.08 0.06 1.45 0.07
 -------- 00:00 0.05 0.06 1.43 0.07
 -------- 01:00 0.05 0.06 1.42 0.07
 -------- 02:00 0.06 0.07 1.45 0.07
 -------- 03:00 0.07 0.05 1.44 0.04
 20.11.12 04:00 0.04 0.04 1.42 0.02
 -------- 05:00 0.06 0.05 1.42 0.07
 -------- 06:00 0.08 0.06 1.45 0.16
 -------- 07:00 0.13 0.08 1.48 0.22
 -------- 08:00 0.16 0.08 1.49 0.22
 20.11.12 09:00 0.16 0.09 1.50 0.22
 -------- 10:00 0.17 0.09 1.52 0.22
 -------- 11:00 0.15 0.08 1.49 0.21
