 Date Time CO NO2 CHX NO
 15.11.12 12:00 0.08 0.10 1.42 0.11
 -------- 13:00 0.08 0.09 1.42 0.10
 -------- 14:00 0.07 0.08 1.41 0.09
 -------- 15:00 0.07 0.08 1.41 0.07
 -------- 16:00 0.07 0.08 1.40 0.07
 15.11.12 17:00 0.07 0.08 1.42 0.06
 -------- 18:00 0.09 0.09 1.44 0.06
 -------- 19:00 0.07 0.10 1.42 0.05
 -------- 20:00 0.10 0.10 1.43 0.06
 -------- 21:00 0.12 0.11 1.46 0.08
 15.11.12 22:00 0.11 0.11 1.42 0.09
 -------- 23:00 0.08 0.11 1.41 0.09
 -------- 00:00 0.07 0.10 1.41 0.08
 -------- 01:00 0.04 0.07 1.37 0.03
 -------- 02:00 0.05 0.07 1.36 0.04
 16.11.12 03:00 0.04 0.08 1.36 0.05
 -------- 04:00 0.05 0.11 1.38 0.06
 -------- 05:00 0.05 0.13 1.36 0.07
 -------- 06:00 0.09 0.17 1.42 0.15
 -------- 07:00 0.11 0.20 1.46 0.20
 16.11.12 08:00 0.13 0.21 1.46 0.19
 -------- 09:00 0.17 0.22 1.49 0.21
 -------- 10:00 0.15 0.20 1.44 0.19
 -------- 11:00 0.17 0.20 1.46 0.25
 -------- 12:00 0.17 0.19 1.49 0.25
 16.11.12 13:00 0.17 0.19 1.48 0.24
 -------- 14:00 0.17 0.20 1.46 0.26
 -------- 15:00 0.17 0.21 1.45 0.24
 -------- 16:00 0.15 0.20 1.46 0.19
 -------- 17:00 0.15 0.20 1.48 0.17
 16.11.12 18:00 0.19 0.21 1.50 0.18
 -------- 19:00 0.21 0.22 1.52 0.19
 -------- 20:00 0.22 0.23 1.53 0.21
 -------- 21:00 0.23 0.20 1.53 0.22
 -------- 22:00 0.15 0.18 1.45 0.18
 16.11.12 23:00 0.16 0.18 1.49 0.24
 -------- 00:00 0.11 0.16 1.45 0.18
 -------- 01:00 0.13 0.16 1.45 0.21
 -------- 02:00 0.11 0.15 1.43 0.18
 -------- 03:00 0.11 0.15 1.43 0.20
 17.11.12 04:00 0.08 0.14 1.42 0.14
 -------- 05:00 0.08 0.14 1.42 0.14
 -------- 06:00 0.07 0.14 1.42 0.14
 -------- 07:00 0.09 0.16 1.43 0.17
 -------- 08:00 0.11 0.18 1.43 0.22
 17.11.12 09:00 0.15 0.19 1.46 0.26
 -------- 10:00 0.20 0.21 1.49 0.32
 -------- 11:00 0.19 0.19 1.47 0.28
