 Date Time CO SO2 H2S NO2 CHX NO
 14.03.13 12:00 0.23 0.01 0.25 0.16 1.82 0.19
 -------- 13:00 0.24 0.01 0.38 0.16 1.82 0.21
 -------- 14:00 0.25 0.01 0.46 0.17 1.84 0.21
 -------- 15:00 0.19 0.01 0.50 0.17 1.83 0.16
 -------- 16:00 0.25 0.02 0.62 0.18 1.94 0.20
 14.03.13 17:00 0.25 0.02 0.83 0.18 1.94 0.19
 -------- 18:00 0.10 0.02 0.92 0.14 1.64 0.07
 -------- 19:00 0.11 0.03 1.08 0.13 1.63 0.05
 -------- 20:00 0.13 0.03 1.12 0.13 1.65 0.05
 -------- 21:00 0.07 0.03 1.25 0.11 1.57 0.03
 14.03.13 22:00 0.08 0.03 1.25 0.11 1.57 0.04
 -------- 23:00 0.07 0.03 1.29 0.11 1.57 0.05
 -------- 00:00 0.09 0.03 0.63 0.12 1.57 0.07
 -------- 01:00 0.09 ---- 0.12 0.13 1.59 0.07
 -------- 02:00 0.09 0.00 0.17 0.13 1.63 0.10
 15.03.13 03:00 0.07 0.00 0.25 0.12 1.61 0.10
 -------- 04:00 0.07 0.00 0.17 0.12 1.59 0.10
 -------- 05:00 0.11 0.00 0.12 0.12 1.64 0.18
 -------- 06:00 0.20 0.00 0.25 0.14 1.73 0.29
 -------- 07:00 0.29 0.00 0.25 0.14 1.85 0.31
 15.03.13 08:00 0.31 0.00 0.25 0.14 1.90 0.25
 -------- 09:00 0.33 0.00 0.29 0.15 2.08 0.28
 -------- 10:00 0.37 0.00 0.25 0.15 2.00 0.30
 -------- 11:00 0.33 0.00 0.25 0.14 1.94 0.26
 -------- 12:00 0.31 0.00 0.25 0.15 1.87 0.28
 15.03.13 13:00 0.27 0.00 0.19 0.14 1.79 0.25
 -------- 14:00 0.25 ---- ---- 0.12 1.82 0.19
 -------- 15:00 0.13 ---- ---- 0.12 1.71 0.21
 -------- 16:00 0.12 ---- ---- 0.12 1.69 0.17
 -------- 17:00 0.07 ---- ---- 0.11 1.64 0.15
 15.03.13 18:00 0.03 ---- ---- 0.10 1.61 0.09
 -------- 19:00 0.10 ---- ---- 0.10 1.63 0.10
 -------- 20:00 0.03 ---- ---- 0.10 1.61 0.12
 -------- 21:00 0.19 ---- ---- 0.10 1.62 0.14
 -------- 22:00 0.26 ---- ---- 0.11 1.83 0.17
 15.03.13 23:00 0.23 ---- ---- 0.12 1.77 0.19
 -------- 00:00 0.25 0.00 0.19 0.12 1.82 0.23
 -------- 01:00 0.26 0.00 0.25 0.13 1.75 0.24
 -------- 02:00 0.21 0.00 0.25 0.12 1.69 0.20
 -------- 03:00 0.21 0.00 0.25 0.12 1.70 0.23
 16.03.13 04:00 0.28 0.01 0.25 0.12 1.80 0.30
 -------- 05:00 0.22 0.01 0.25 0.12 1.82 0.24
 -------- 06:00 0.20 0.01 0.25 0.11 1.74 0.22
 -------- 07:00 0.15 0.01 0.25 0.11 1.72 0.21
 -------- 08:00 0.21 0.01 0.25 0.11 1.74 0.24
 16.03.13 09:00 0.22 0.01 0.29 0.12 1.79 0.23
 -------- 10:00 0.21 0.01 0.33 0.11 1.72 0.20
 -------- 11:00 0.27 0.01 0.38 0.13 1.78 0.23
