 Date Time CO SO2 H2S NO2 CHX NO
 26.03.13 00:00 0.05 0.00 0.12 0.19 1.42 0.13
 -------- 01:00 0.03 0.00 0.25 0.19 1.49 0.10
 -------- 02:00 0.02 0.00 0.21 0.15 1.51 0.06
 -------- 03:00 0.02 0.00 0.21 0.14 1.43 0.07
 -------- 04:00 0.02 0.00 0.21 0.13 1.48 0.06
 26.03.13 05:00 0.02 0.00 0.17 0.11 1.41 0.05
 -------- 06:00 0.02 0.00 0.17 0.12 1.41 0.05
 -------- 07:00 0.07 0.00 0.12 0.17 1.46 0.12
 -------- 08:00 0.07 0.00 0.21 0.15 1.48 0.10
 -------- 09:00 0.09 0.00 0.21 0.17 1.50 0.12
 26.03.13 10:00 0.09 0.00 0.25 0.17 1.48 0.13
 -------- 11:00 0.08 0.01 0.25 0.15 1.50 0.14
 -------- 12:00 0.09 0.01 0.21 0.16 1.52 0.15
 -------- 13:00 0.11 0.01 0.25 0.19 1.57 0.18
 -------- 14:00 0.09 0.01 0.21 0.17 1.54 0.14
 26.03.13 15:00 0.11 0.01 0.21 0.18 1.56 0.17
 -------- 16:00 0.11 0.01 0.17 0.17 1.52 0.12
 -------- 17:00 0.08 0.01 0.21 0.15 1.50 0.10
 -------- 18:00 0.10 0.00 0.12 0.16 1.58 0.07
 -------- 19:00 0.07 0.00 0.17 0.16 1.50 0.07
 26.03.13 20:00 0.07 0.00 0.12 0.18 1.52 0.08
 -------- 21:00 0.13 0.01 0.17 0.26 1.55 0.20
 -------- 22:00 0.15 0.01 0.21 0.30 1.56 0.30
 -------- 23:00 0.11 0.01 0.25 0.28 1.51 0.22
 -------- 00:00 0.11 0.01 0.12 0.29 1.50 0.27
 27.03.13 01:00 0.07 0.01 0.12 0.25 1.49 0.14
 -------- 02:00 0.06 0.00 0.12 0.25 1.49 0.21
 -------- 03:00 0.10 0.01 0.17 0.29 1.60 0.36
 -------- 04:00 0.13 0.01 0.25 0.33 1.61 0.53
 -------- 05:00 0.15 0.01 0.17 0.32 1.62 0.58
 27.03.13 06:00 0.26 0.01 0.25 0.36 1.70 0.81
 -------- 07:00 0.25 0.01 0.25 0.35 1.74 0.60
 -------- 08:00 0.24 0.01 0.25 0.34 1.74 0.48
 -------- 09:00 0.19 0.01 0.25 0.32 1.71 0.36
 -------- 10:00 0.14 0.01 0.17 0.27 1.58 0.24
 27.03.13 11:00 0.09 0.01 0.12 0.20 1.53 0.14
 -------- 12:00 0.11 0.01 0.12 0.21 1.54 0.21
 -------- 13:00 0.07 0.01 0.12 0.15 1.48 0.11
 -------- 14:00 0.08 0.01 0.12 0.17 1.45 0.14
 -------- 15:00 0.09 0.01 0.12 0.18 1.48 0.14
 27.03.13 16:00 0.09 0.01 0.12 0.20 1.49 0.15
 -------- 17:00 0.11 0.01 0.12 0.17 1.58 0.10
 -------- 18:00 0.11 0.01 0.12 0.20 1.53 0.11
 -------- 19:00 0.07 0.00 0.12 0.18 1.52 0.06
 -------- 20:00 0.06 0.01 0.12 0.19 1.48 0.04
 27.03.13 21:00 0.09 0.01 0.12 0.27 1.53 0.07
 -------- 22:00 0.13 0.01 0.12 0.31 1.56 0.21
 -------- 23:00 0.27 0.01 0.25 0.39 1.69 0.68
