 Date Time CO NO2 CHX NO
 18.09.12 12:00 0.18 0.12 1.48 0.16
 -------- 13:00 0.12 0.11 1.47 0.09
 -------- 14:00 0.09 0.09 1.40 0.06
 -------- 15:00 0.11 0.12 1.42 0.09
 -------- 16:00 0.11 0.10 1.41 0.06
 18.09.12 17:00 0.14 0.13 1.41 0.10
 -------- 18:00 0.15 0.13 1.44 0.09
 -------- 19:00 0.17 0.14 1.50 0.10
 -------- 20:00 0.18 0.15 1.54 0.10
 -------- 21:00 0.23 0.16 1.61 0.15
 18.09.12 22:00 0.26 0.15 1.69 0.20
 -------- 23:00 0.23 0.15 1.80 0.21
 -------- 00:00 0.18 0.14 1.71 0.17
 -------- 01:00 0.14 0.13 1.69 0.14
 -------- 02:00 0.11 0.13 1.71 0.14
 19.09.12 03:00 0.10 0.13 1.64 0.13
 -------- 04:00 0.11 0.14 1.65 0.21
 -------- 05:00 0.17 0.14 1.72 0.29
 -------- 06:00 0.25 0.16 1.76 0.43
 -------- 07:00 0.21 0.15 1.65 0.26
 19.09.12 08:00 0.28 0.15 1.77 0.30
 -------- 09:00 0.32 0.16 1.71 0.29
 -------- 10:00 0.29 0.17 1.65 0.29
 -------- 11:00 0.15 0.14 1.49 0.11
 -------- 12:00 0.09 0.10 1.44 0.06
 19.09.12 13:00 0.05 0.06 1.38 0.02
 -------- 14:00 0.05 0.07 1.39 0.02
 -------- 15:00 0.05 0.08 1.40 0.02
 -------- 16:00 0.09 0.10 1.40 0.03
 -------- 17:00 0.14 0.13 1.42 0.06
 19.09.12 18:00 0.10 0.10 1.42 0.01
 -------- 19:00 0.13 0.14 1.46 0.03
 -------- 20:00 0.19 0.18 1.52 0.06
 -------- 21:00 0.24 0.19 1.61 0.09
 -------- 22:00 0.23 0.19 1.54 0.08
 19.09.12 23:00 0.25 0.18 1.55 0.16
 -------- 00:00 0.23 0.17 1.55 0.16
 -------- 01:00 0.17 0.17 1.54 0.15
 -------- 02:00 0.12 0.15 1.50 0.10
 -------- 03:00 0.09 0.15 1.47 0.10
 20.09.12 04:00 0.05 0.12 1.44 0.07
 -------- 05:00 0.08 0.14 1.65 0.13
 -------- 06:00 0.13 0.15 1.59 0.19
 -------- 07:00 0.25 0.16 1.69 0.33
 -------- 08:00 0.31 0.16 1.75 0.32
 20.09.12 09:00 0.37 0.17 1.78 0.34
 -------- 10:00 0.35 0.18 1.77 0.30
 -------- 11:00 0.24 0.16 1.65 0.19
