 Date Time CO SO2 H2S NO2 CHX NO
 05.03.13 12:00 0.16 0.01 0.25 0.12 1.73 0.16
 -------- 13:00 0.15 0.01 0.21 0.10 1.66 0.12
 -------- 14:00 0.17 0.01 0.12 0.11 1.63 0.13
 -------- 15:00 0.13 0.01 0.12 0.10 1.57 0.08
 -------- 16:00 0.15 0.01 0.12 0.11 1.54 0.10
 05.03.13 17:00 0.13 0.01 0.25 0.10 1.54 0.08
 -------- 18:00 0.21 0.01 0.25 0.12 1.63 0.09
 -------- 19:00 0.17 0.01 0.25 0.12 1.58 0.09
 -------- 20:00 0.17 0.01 0.12 0.12 1.55 0.09
 -------- 21:00 0.16 0.00 0.12 0.13 1.55 0.11
 05.03.13 22:00 0.16 0.00 ---- 0.13 1.59 0.12
 -------- 23:00 0.16 0.00 ---- 0.13 1.63 0.15
 -------- 00:00 0.19 0.00 0.12 0.14 1.67 0.18
 -------- 01:00 0.11 0.00 ---- 0.13 1.59 0.10
 -------- 02:00 0.08 0.00 ---- 0.13 1.54 0.10
 06.03.13 03:00 0.05 0.00 ---- 0.13 1.51 0.10
 -------- 04:00 0.06 0.00 0.12 0.13 1.54 0.08
 -------- 05:00 0.07 0.00 0.12 0.12 1.66 0.11
 -------- 06:00 0.11 0.00 0.17 0.13 1.75 0.16
 -------- 07:00 0.13 0.00 0.17 0.13 1.75 0.14
 06.03.13 08:00 0.17 0.01 0.25 0.13 1.74 0.15
 -------- 09:00 0.18 0.01 0.25 0.13 1.76 0.14
 -------- 10:00 0.20 0.01 0.25 0.13 1.82 0.16
 -------- 11:00 0.17 0.01 0.25 0.13 1.76 0.15
 -------- 12:00 0.17 0.01 0.25 0.14 1.72 0.14
 06.03.13 13:00 0.17 0.01 0.17 0.13 1.70 0.13
 -------- 14:00 0.07 0.01 0.21 0.10 1.53 0.06
 -------- 15:00 0.05 0.01 0.25 0.09 1.53 0.05
 -------- 16:00 0.06 0.01 0.19 0.08 1.47 0.05
 -------- 17:00 0.08 0.01 0.12 0.09 1.48 0.04
 06.03.13 18:00 0.09 0.01 0.25 0.10 1.48 0.03
 -------- 19:00 0.11 0.01 0.21 0.10 1.50 0.03
 -------- 20:00 0.12 0.01 0.12 0.09 1.51 0.03
 -------- 21:00 0.13 0.01 0.12 0.09 1.50 0.03
 -------- 22:00 0.11 0.01 0.25 0.10 1.44 0.03
 06.03.13 23:00 0.10 0.01 0.33 0.09 1.44 0.03
 -------- 00:00 0.10 0.01 0.21 0.07 1.43 0.03
 -------- 01:00 0.10 0.01 0.21 0.04 1.40 0.02
 -------- 02:00 0.08 0.01 0.33 0.04 1.40 0.02
 -------- 03:00 0.02 0.02 0.46 0.04 1.40 0.02
 07.03.13 04:00 0.02 0.02 0.50 0.04 1.40 0.02
 -------- 05:00 0.02 0.02 0.54 0.03 1.40 0.02
 -------- 06:00 0.03 0.02 0.58 0.05 1.41 0.02
 -------- 07:00 0.06 0.02 0.62 0.07 1.43 0.03
 -------- 08:00 0.08 0.02 0.71 0.08 1.45 0.03
 07.03.13 09:00 0.09 0.02 0.62 0.10 1.48 0.05
 -------- 10:00 0.10 0.02 0.67 0.09 1.47 0.06
 -------- 11:00 0.10 0.02 0.79 0.09 1.47 0.07
