 Date Time CO SO2 H2S NO2 CHX NO
 28.01.13 12:00 0.09 0.01 0.25 0.26 1.79 0.38
 -------- 13:00 0.06 0.01 0.25 0.24 1.79 0.29
 -------- 14:00 0.05 0.01 0.25 0.23 1.70 0.23
 -------- 15:00 0.05 0.01 0.25 0.22 1.66 0.18
 -------- 16:00 0.04 0.01 0.25 0.22 1.66 0.16
 28.01.13 17:00 0.03 0.01 0.25 0.22 1.66 0.12
 -------- 18:00 0.02 0.01 0.25 0.21 1.71 0.07
 -------- 19:00 0.02 0.01 0.25 0.21 1.65 0.07
 -------- 20:00 0.03 0.01 0.25 0.20 1.66 0.07
 -------- 21:00 0.02 0.01 0.25 0.20 1.65 0.07
 28.01.13 22:00 ---- 0.01 0.25 0.20 1.64 0.09
 -------- 23:00 ---- 0.01 0.25 0.19 1.64 0.09
 -------- 00:00 ---- 0.01 0.19 0.20 1.66 0.12
 -------- 01:00 ---- 0.01 0.17 0.19 1.65 0.09
 -------- 02:00 ---- 0.01 0.12 0.19 1.61 0.06
 29.01.13 03:00 ---- 0.01 0.17 0.19 1.60 0.08
 -------- 04:00 ---- 0.01 0.25 0.17 1.59 0.03
 -------- 05:00 ---- 0.01 0.25 0.19 1.59 0.06
 -------- 06:00 0.03 0.01 0.25 0.19 1.72 0.17
 -------- 07:00 0.03 0.01 0.25 0.21 1.78 0.20
 29.01.13 08:00 0.06 0.01 0.25 0.23 1.79 0.25
 -------- 09:00 0.07 0.01 0.25 0.23 1.81 0.29
 -------- 10:00 0.07 0.01 0.33 0.22 1.81 0.26
 -------- 11:00 0.12 0.01 0.38 0.22 1.88 0.34
 -------- 12:00 0.11 0.01 0.38 0.21 1.96 0.29
 29.01.13 13:00 0.05 0.01 0.38 0.20 1.80 0.16
 -------- 14:00 0.05 0.01 0.38 0.20 1.79 0.17
 -------- 15:00 0.07 0.01 0.25 0.20 1.88 0.22
 -------- 16:00 0.04 0.01 0.17 0.19 1.75 0.13
 -------- 17:00 0.06 0.01 0.25 0.21 1.73 0.15
 29.01.13 18:00 0.05 0.01 0.25 0.21 1.71 0.16
 -------- 19:00 0.04 0.01 0.25 0.20 1.68 0.12
 -------- 20:00 0.04 0.01 0.25 0.20 1.67 0.09
 -------- 21:00 0.03 0.01 0.25 0.19 1.64 0.09
 -------- 22:00 0.02 0.01 0.25 0.19 1.66 0.10
 29.01.13 23:00 0.02 0.01 0.25 0.19 1.62 0.09
 -------- 00:00 0.04 0.01 0.19 0.20 1.69 0.16
 -------- 01:00 0.02 0.01 0.12 0.20 1.69 0.13
 -------- 02:00 0.02 0.01 0.12 0.20 1.62 0.13
 -------- 03:00 ---- 0.01 0.12 0.19 1.61 0.13
 30.01.13 04:00 ---- 0.01 0.12 0.19 1.60 0.12
 -------- 05:00 ---- 0.01 0.12 0.19 1.65 0.16
 -------- 06:00 0.05 0.01 0.21 0.22 1.90 0.41
 -------- 07:00 0.04 0.01 0.25 0.22 2.05 0.35
 -------- 08:00 0.06 0.01 0.25 0.22 2.17 0.36
 30.01.13 09:00 0.10 0.01 0.25 0.22 2.21 0.39
 -------- 10:00 0.09 0.01 0.25 0.21 2.02 0.37
 -------- 11:00 0.07 0.01 0.25 0.20 1.95 0.30
