 Date Time CO SO2 H2S NO2 CHX NO
 15.01.13 12:00 0.04 0.00 0.12 0.14 1.51 0.08
 -------- 13:00 0.07 0.00 0.12 0.17 1.61 0.14
 -------- 14:00 0.06 0.00 0.12 0.17 1.59 0.15
 -------- 15:00 0.06 0.00 0.12 0.19 1.60 0.17
 -------- 16:00 0.03 0.00 0.12 0.16 1.54 0.10
 15.01.13 17:00 0.05 0.00 0.12 0.16 1.57 0.08
 -------- 18:00 0.06 0.00 0.12 0.15 1.61 0.07
 -------- 19:00 0.07 0.00 0.12 0.16 1.60 0.09
 -------- 20:00 0.07 0.00 0.12 0.16 1.60 0.09
 -------- 21:00 0.07 0.00 0.12 0.18 1.60 0.10
 15.01.13 22:00 0.03 0.00 0.12 0.18 1.51 0.09
 -------- 23:00 0.03 0.00 0.12 0.20 1.53 0.11
 -------- 00:00 ---- 0.00 0.12 0.17 1.47 0.05
 -------- 01:00 0.02 0.00 0.12 0.22 1.55 0.13
 -------- 02:00 0.02 0.00 0.12 0.21 1.64 0.15
 16.01.13 03:00 0.02 0.00 0.12 0.22 1.55 0.14
 -------- 04:00 ---- 0.00 0.12 0.20 1.51 0.10
 -------- 05:00 ---- 0.00 0.12 0.20 1.48 0.09
 -------- 06:00 ---- 0.01 0.12 0.20 1.51 0.14
 -------- 07:00 0.02 0.01 0.12 0.20 1.53 0.14
 16.01.13 08:00 0.02 0.01 0.21 0.21 1.60 0.14
 -------- 09:00 0.02 0.01 0.12 0.21 1.65 0.18
 -------- 10:00 0.03 0.01 0.17 0.21 1.69 0.25
 -------- 11:00 0.03 0.01 0.21 0.21 1.70 0.24
 -------- 12:00 0.06 0.01 0.25 0.22 1.75 0.32
 16.01.13 13:00 0.06 0.01 0.21 0.22 1.75 0.30
 -------- 14:00 0.09 0.01 0.21 0.22 1.80 0.34
 -------- 15:00 0.09 0.01 0.25 0.23 1.94 0.37
 -------- 16:00 0.15 0.01 0.29 0.24 2.03 0.48
 -------- 17:00 0.21 0.01 0.38 0.26 2.18 0.54
 16.01.13 18:00 0.16 0.01 0.38 0.25 2.22 0.37
 -------- 19:00 0.13 0.01 0.29 0.23 2.04 0.28
 -------- 20:00 0.10 0.01 0.25 0.20 1.94 0.24
 -------- 21:00 0.07 0.01 0.33 0.19 1.98 0.29
 -------- 22:00 0.09 0.01 0.29 0.19 1.87 0.33
 16.01.13 23:00 0.03 0.01 0.25 0.18 1.86 0.28
 -------- 00:00 0.02 0.01 0.19 0.17 1.76 0.24
 -------- 01:00 ---- 0.00 0.12 0.16 1.64 0.19
 -------- 02:00 ---- 0.00 0.17 0.15 1.58 0.15
 -------- 03:00 ---- 0.01 0.21 0.15 1.56 0.13
 17.01.13 04:00 ---- 0.00 0.12 0.13 1.54 0.10
 -------- 05:00 ---- 0.00 0.12 0.13 1.53 0.11
 -------- 06:00 0.02 0.00 0.12 0.15 1.59 0.15
 -------- 07:00 0.02 0.00 0.21 0.17 1.79 0.23
 -------- 08:00 0.04 0.00 0.12 0.17 1.82 0.21
 17.01.13 09:00 0.05 0.00 0.17 0.17 1.81 0.21
 -------- 10:00 0.07 0.00 0.12 0.17 1.79 0.26
 -------- 11:00 0.09 0.00 0.17 0.18 1.72 0.30
