 Date Time CO NO2 CHX NO
 30.09.12 12:00 0.07 0.10 1.49 0.05
 -------- 13:00 0.07 0.09 1.45 0.04
 -------- 14:00 0.07 0.09 1.42 0.03
 -------- 15:00 0.04 0.07 1.37 0.02
 -------- 16:00 0.04 0.06 1.36 0.01
 30.09.12 17:00 0.07 0.09 1.38 0.03
 -------- 18:00 0.11 0.13 1.44 0.06
 -------- 19:00 0.11 0.12 1.45 0.07
 -------- 20:00 0.12 0.13 1.46 0.08
 -------- 21:00 0.09 0.10 1.43 0.05
 30.09.12 22:00 0.07 0.07 1.40 0.04
 -------- 23:00 0.07 0.07 1.39 0.04
 -------- 00:00 0.06 0.07 1.38 0.04
 -------- 01:00 0.04 0.07 1.36 0.03
 -------- 02:00 0.03 0.05 1.36 0.02
 01.10.12 03:00 0.03 0.05 1.36 0.02
 -------- 04:00 0.02 0.03 1.34 0.00
 -------- 05:00 0.02 0.04 1.34 0.01
 -------- 06:00 0.05 0.06 1.35 0.02
 -------- 07:00 0.11 0.10 1.39 0.09
 01.10.12 08:00 0.14 0.10 1.40 0.10
 -------- 09:00 0.16 0.11 1.41 0.11
 -------- 10:00 0.15 0.11 1.41 0.13
 -------- 11:00 0.14 0.11 1.40 0.13
 -------- 12:00 0.15 0.11 1.40 0.14
 01.10.12 13:00 0.15 0.11 1.42 0.13
 -------- 14:00 0.16 0.12 1.41 0.15
 -------- 15:00 0.16 0.12 1.43 0.14
 -------- 16:00 0.15 0.13 1.42 0.16
 -------- 17:00 0.17 0.13 1.44 0.14
 01.10.12 18:00 0.18 0.13 1.45 0.15
 -------- 19:00 0.21 0.14 1.47 0.13
 -------- 20:00 0.32 0.17 1.62 0.24
 -------- 21:00 0.31 0.17 1.57 0.23
 -------- 22:00 0.23 0.14 1.58 0.23
 01.10.12 23:00 0.22 0.14 1.57 0.26
 -------- 00:00 0.18 0.12 1.54 0.23
 -------- 01:00 0.13 0.11 1.56 0.19
 -------- 02:00 0.09 0.10 1.54 0.10
 -------- 03:00 0.07 0.09 1.53 0.10
 02.10.12 04:00 0.04 0.08 1.50 0.04
 -------- 05:00 0.03 0.07 1.46 0.03
 -------- 06:00 0.06 0.07 1.45 0.08
 -------- 07:00 0.12 0.09 1.50 0.15
 -------- 08:00 0.16 0.10 1.51 0.16
 02.10.12 09:00 0.24 0.10 1.57 0.23
 -------- 10:00 0.19 0.10 1.53 0.18
 -------- 11:00 0.23 0.11 1.55 0.18
