 Date Time CO NO2 CHX NO
 04.11.12 12:00 0.07 0.09 1.40 0.04
 -------- 13:00 0.08 0.11 1.43 0.05
 -------- 14:00 0.08 0.10 1.47 0.05
 -------- 15:00 0.08 0.10 1.39 0.05
 -------- 16:00 0.07 0.10 1.40 0.03
 04.11.12 17:00 0.07 0.10 1.39 0.04
 -------- 18:00 0.08 0.12 1.42 0.05
 -------- 19:00 0.08 0.13 1.40 0.07
 -------- 20:00 0.07 0.11 1.39 0.05
 -------- 21:00 0.07 0.12 1.39 0.05
 04.11.12 22:00 0.07 0.11 1.39 0.05
 -------- 23:00 0.06 0.10 1.39 0.04
 -------- 00:00 0.05 0.07 1.39 0.02
 -------- 01:00 0.05 0.06 1.38 0.03
 -------- 02:00 0.05 0.08 1.37 0.04
 05.11.12 03:00 0.04 0.07 1.36 0.02
 -------- 04:00 0.03 0.07 1.36 0.03
 -------- 05:00 0.05 0.08 1.37 0.04
 -------- 06:00 0.06 0.10 1.37 0.05
 -------- 07:00 0.07 0.13 1.40 0.10
 05.11.12 08:00 0.10 0.16 1.42 0.15
 -------- 09:00 0.09 0.13 1.42 0.12
 -------- 10:00 0.10 0.13 1.43 0.14
 -------- 11:00 0.11 0.16 1.45 0.15
 -------- 12:00 0.12 0.17 1.47 0.16
 05.11.12 13:00 0.13 0.19 1.47 0.17
 -------- 14:00 0.16 0.20 1.50 0.23
 -------- 15:00 0.20 0.22 1.56 0.30
 -------- 16:00 0.21 0.21 1.60 0.33
 -------- 17:00 0.20 0.19 1.56 0.29
 05.11.12 18:00 0.19 0.17 1.58 0.27
 -------- 19:00 0.19 0.16 1.59 0.30
 -------- 20:00 0.15 0.13 1.53 0.22
 -------- 21:00 0.12 0.13 1.50 0.17
 -------- 22:00 0.07 0.12 1.46 0.08
 05.11.12 23:00 0.02 0.09 1.39 0.02
 -------- 00:00 ---- 0.07 1.34 0.01
 -------- 01:00 ---- 0.07 1.35 0.01
 -------- 02:00 ---- 0.06 1.37 0.01
 -------- 03:00 ---- 0.04 1.36 0.00
 06.11.12 04:00 ---- 0.06 1.37 0.01
 -------- 05:00 0.04 0.07 1.38 0.01
 -------- 06:00 0.05 0.10 1.39 0.04
 -------- 07:00 0.07 0.12 1.40 0.05
 -------- 08:00 0.09 0.13 1.41 0.07
 06.11.12 09:00 0.10 0.13 1.43 0.09
 -------- 10:00 0.12 0.14 1.44 0.12
 -------- 11:00 0.12 0.14 1.45 0.13
