 Date Time CO NO2 CHX NO
 07.11.12 00:00 0.02 0.07 1.38 0.03
 -------- 01:00 0.03 0.05 1.38 0.02
 -------- 02:00 0.03 0.05 1.36 0.02
 -------- 03:00 0.02 0.03 1.34 0.01
 -------- 04:00 0.02 0.03 1.35 0.01
 07.11.12 05:00 0.03 0.04 1.36 0.01
 -------- 06:00 0.04 0.05 1.36 0.02
 -------- 07:00 0.05 0.08 1.37 0.05
 -------- 08:00 0.08 0.10 1.38 0.05
 -------- 09:00 0.09 0.10 1.39 0.06
 07.11.12 10:00 0.08 0.09 1.38 0.07
 -------- 11:00 0.08 0.10 1.39 0.10
 -------- 12:00 0.07 0.08 1.40 0.07
 -------- 13:00 0.05 0.09 1.37 0.06
 -------- 14:00 0.07 0.10 1.38 0.07
 07.11.12 15:00 0.05 0.12 1.40 0.07
 -------- 16:00 0.05 0.12 1.39 0.06
 -------- 17:00 0.07 0.14 1.40 0.08
 -------- 18:00 0.07 0.15 1.41 0.06
 -------- 19:00 0.06 0.13 1.41 0.04
 07.11.12 20:00 0.05 0.10 1.39 0.02
 -------- 21:00 0.08 0.12 1.40 0.05
 -------- 22:00 0.09 0.12 1.41 0.05
 -------- 23:00 0.05 0.09 1.38 0.03
 -------- 00:00 0.04 0.07 1.37 0.02
 08.11.12 01:00 0.03 0.06 1.36 0.01
 -------- 02:00 0.04 0.05 1.36 0.01
 -------- 03:00 0.03 0.06 1.36 0.02
 -------- 04:00 0.02 0.05 1.37 0.02
 -------- 05:00 0.03 0.04 1.37 0.03
 08.11.12 06:00 0.07 0.10 1.40 0.11
 -------- 07:00 0.08 0.11 1.41 0.10
 -------- 08:00 0.08 0.10 1.40 0.07
 -------- 09:00 0.08 0.11 1.40 0.08
 -------- 10:00 0.07 0.11 1.39 0.07
 08.11.12 11:00 0.07 0.12 1.40 0.10
 -------- 12:00 0.07 0.12 1.39 0.09
 -------- 13:00 0.08 0.12 1.42 0.10
 -------- 14:00 0.07 0.12 1.40 0.08
 -------- 15:00 0.09 0.13 1.41 0.12
 08.11.12 16:00 0.09 0.13 1.39 0.10
 -------- 17:00 0.09 0.15 1.41 0.10
 -------- 18:00 0.11 0.15 1.46 0.09
 -------- 19:00 0.11 0.14 1.47 0.08
 -------- 20:00 0.12 0.13 1.45 0.11
 08.11.12 21:00 0.11 0.13 1.45 0.10
 -------- 22:00 0.13 0.14 1.47 0.11
 -------- 23:00 0.08 0.13 1.40 0.11
