 Date Time CO NO2 CHX NO
 28.09.12 00:00 0.14 0.16 1.57 0.12
 -------- 01:00 0.11 0.15 1.52 0.09
 -------- 02:00 0.05 0.09 1.43 0.03
 -------- 03:00 0.02 0.05 1.41 ----
 -------- 04:00 0.02 0.05 1.39 ----
 28.09.12 05:00 0.02 0.05 1.38 ----
 -------- 06:00 0.03 0.07 1.38 0.01
 -------- 07:00 0.05 0.10 1.39 0.02
 -------- 08:00 0.09 0.12 1.42 0.03
 -------- 09:00 0.09 0.11 1.41 0.03
 28.09.12 10:00 0.11 0.13 1.48 0.05
 -------- 11:00 0.12 0.14 1.52 0.07
 -------- 12:00 0.10 0.11 1.44 0.04
 -------- 13:00 0.07 0.09 1.42 0.02
 -------- 14:00 0.06 0.10 1.40 0.01
 28.09.12 15:00 0.07 0.10 1.41 0.01
 -------- 16:00 0.10 0.13 1.42 0.02
 -------- 17:00 0.10 0.13 1.42 0.02
 -------- 18:00 0.10 0.13 1.43 0.01
 -------- 19:00 0.13 0.17 1.44 0.02
 28.09.12 20:00 0.09 0.13 1.42 0.02
 -------- 21:00 0.05 0.07 1.39 0.01
 -------- 22:00 0.10 0.10 1.37 0.05
 -------- 23:00 0.13 0.12 1.40 0.07
 -------- 00:00 0.07 0.08 1.37 0.03
 29.09.12 01:00 0.07 0.07 1.37 0.04
 -------- 02:00 0.06 0.07 1.36 0.04
 -------- 03:00 0.04 0.05 1.35 0.02
 -------- 04:00 0.04 0.05 1.35 0.01
 -------- 05:00 0.05 0.05 1.36 0.02
 29.09.12 06:00 0.05 0.06 1.37 0.02
 -------- 07:00 0.05 0.05 1.37 0.02
 -------- 08:00 0.07 0.07 1.37 0.04
 -------- 09:00 0.08 0.06 1.38 0.04
 -------- 10:00 0.13 0.09 1.40 0.09
 29.09.12 11:00 0.13 0.10 1.40 0.10
 -------- 12:00 0.14 0.10 1.39 0.09
 -------- 13:00 0.13 0.10 1.40 0.08
 -------- 14:00 0.15 0.11 1.39 0.10
 -------- 15:00 0.11 0.09 1.38 0.06
 29.09.12 16:00 0.09 0.09 1.38 0.05
 -------- 17:00 0.11 0.10 1.38 0.06
 -------- 18:00 0.17 0.14 1.41 0.13
 -------- 19:00 0.13 0.13 1.42 0.09
 -------- 20:00 0.16 0.13 1.44 0.11
 29.09.12 21:00 0.15 0.13 1.46 0.10
 -------- 22:00 0.19 0.14 1.50 0.15
 -------- 23:00 0.18 0.13 1.48 0.14
