 Date Time CO SO2 H2S NO2 CHX NO
 16.03.13 00:00 0.26 0.00 0.19 0.12 1.82 0.24
 -------- 01:00 0.26 0.00 0.25 0.13 1.75 0.24
 -------- 02:00 0.21 0.00 0.25 0.12 1.69 0.20
 -------- 03:00 0.21 0.00 0.25 0.12 1.70 0.23
 -------- 04:00 0.28 0.01 0.25 0.12 1.80 0.30
 16.03.13 05:00 0.22 0.01 0.25 0.12 1.82 0.24
 -------- 06:00 0.20 0.01 0.25 0.11 1.74 0.22
 -------- 07:00 0.15 0.01 0.25 0.11 1.72 0.21
 -------- 08:00 0.21 0.01 0.25 0.11 1.74 0.24
 -------- 09:00 0.22 0.01 0.29 0.12 1.79 0.23
 16.03.13 10:00 0.21 0.01 0.33 0.11 1.72 0.20
 -------- 11:00 0.27 0.01 0.38 0.13 1.78 0.23
 -------- 12:00 0.17 0.01 0.25 0.12 1.70 0.15
 -------- 13:00 0.13 0.01 0.25 0.13 1.65 0.09
 -------- 14:00 0.07 0.01 0.25 0.11 1.55 0.05
 16.03.13 15:00 0.13 0.01 0.25 0.12 1.65 0.08
 -------- 16:00 0.06 0.01 0.25 0.09 1.57 0.04
 -------- 17:00 0.08 0.01 0.25 0.08 1.56 0.03
 -------- 18:00 0.07 0.01 0.25 0.07 1.56 0.03
 -------- 19:00 0.06 0.01 0.25 0.07 1.52 0.04
 16.03.13 20:00 0.07 0.01 0.25 0.06 1.53 0.04
 -------- 21:00 0.07 0.01 0.25 0.06 1.53 0.04
 -------- 22:00 0.05 0.01 0.25 0.06 1.51 0.04
 -------- 23:00 0.12 0.01 0.25 0.09 1.66 0.10
 -------- 00:00 0.11 0.00 0.17 0.09 1.65 0.09
 17.03.13 01:00 0.12 0.00 0.12 0.09 1.61 0.11
 -------- 02:00 0.06 0.00 0.12 0.07 1.49 0.06
 -------- 03:00 0.06 0.00 0.12 0.06 1.48 0.05
 -------- 04:00 0.06 0.00 0.12 0.06 1.45 0.05
 -------- 05:00 0.04 0.00 0.12 0.06 1.46 0.06
 17.03.13 06:00 0.05 0.00 0.12 0.06 1.48 0.05
 -------- 07:00 0.05 0.00 0.12 0.06 1.48 0.06
 -------- 08:00 0.06 0.00 0.12 0.07 1.48 0.07
 -------- 09:00 0.08 0.00 0.12 0.08 1.52 0.08
 -------- 10:00 0.07 0.00 0.12 0.07 1.50 0.06
 17.03.13 11:00 0.08 0.00 0.12 0.07 1.48 0.07
 -------- 12:00 0.09 0.00 0.12 0.07 1.48 0.07
 -------- 13:00 0.07 0.00 0.12 0.07 1.46 0.06
 -------- 14:00 0.10 0.00 0.12 0.07 1.48 0.07
 -------- 15:00 0.11 0.00 0.12 0.08 1.49 0.09
 17.03.13 16:00 0.11 0.00 0.12 0.09 1.49 0.09
 -------- 17:00 0.09 0.00 0.12 0.07 1.47 0.07
 -------- 18:00 0.11 0.00 ---- 0.09 1.53 0.09
 -------- 19:00 0.10 0.00 0.12 0.08 1.52 0.07
 -------- 20:00 0.12 0.00 0.12 0.09 1.57 0.09
 17.03.13 21:00 0.14 0.00 0.12 0.10 1.62 0.11
 -------- 22:00 0.15 0.00 0.12 0.11 1.53 0.12
 -------- 23:00 0.15 0.00 0.12 0.11 1.56 0.14
