 Date Time CO SO2 H2S NO2 CHX NO
 12.02.13 12:00 0.17 0.00 0.12 0.17 1.57 0.20
 -------- 13:00 0.23 0.00 ---- 0.18 1.60 0.17
 -------- 14:00 0.21 0.00 ---- 0.20 1.64 0.23
 -------- 15:00 0.17 0.00 ---- 0.19 1.63 0.19
 -------- 16:00 0.15 0.00 ---- 0.19 1.55 0.18
 12.02.13 17:00 0.27 0.00 ---- 0.21 1.68 0.25
 -------- 18:00 0.19 ---- ---- 0.20 1.56 0.20
 -------- 19:00 0.17 ---- ---- 0.19 1.55 0.16
 -------- 20:00 0.17 ---- ---- 0.19 1.57 0.18
 -------- 21:00 0.16 ---- ---- 0.19 1.59 0.18
 12.02.13 22:00 0.16 ---- ---- 0.19 1.58 0.21
 -------- 23:00 0.13 ---- ---- 0.19 1.56 0.19
 -------- 00:00 0.13 0.00 0.12 0.19 1.56 0.23
 -------- 01:00 0.08 0.00 ---- 0.18 1.54 0.17
 -------- 02:00 0.07 ---- ---- 0.17 1.54 0.15
 13.02.13 03:00 0.05 ---- ---- 0.16 1.52 0.13
 -------- 04:00 0.05 ---- ---- 0.16 1.52 0.14
 -------- 05:00 0.07 ---- ---- 0.17 1.56 0.18
 -------- 06:00 0.11 ---- ---- 0.18 1.62 0.24
 -------- 07:00 0.17 ---- ---- 0.18 1.73 0.31
 13.02.13 08:00 0.21 ---- ---- 0.19 1.82 0.33
 -------- 09:00 0.21 ---- ---- 0.20 1.79 0.30
 -------- 10:00 0.19 0.00 ---- 0.23 1.68 0.27
 -------- 11:00 0.25 0.01 0.12 0.24 1.80 0.39
 -------- 12:00 0.21 0.01 0.12 0.23 1.70 0.32
 13.02.13 13:00 0.21 0.01 0.17 0.24 1.68 0.32
 -------- 14:00 0.19 0.01 0.12 0.24 1.65 0.32
 -------- 15:00 0.21 0.01 0.12 0.23 1.69 0.28
 -------- 16:00 0.21 0.01 0.12 0.23 1.62 0.31
 -------- 17:00 0.21 0.01 0.12 0.23 1.64 0.28
 13.02.13 18:00 0.20 0.01 0.12 0.21 1.67 0.17
 -------- 19:00 0.15 0.01 0.12 0.21 1.64 0.12
 -------- 20:00 0.15 0.01 0.12 0.20 1.56 0.18
 -------- 21:00 0.19 0.01 0.12 0.21 1.58 0.24
 -------- 22:00 0.22 0.01 0.12 0.22 1.63 0.27
 13.02.13 23:00 0.16 0.00 0.12 0.22 1.62 0.27
 -------- 00:00 0.13 0.00 0.12 0.21 1.63 0.23
 -------- 01:00 0.11 0.00 0.25 0.20 1.59 0.19
 -------- 02:00 0.07 0.00 0.25 0.20 1.56 0.18
 -------- 03:00 0.05 0.00 0.17 0.19 1.55 0.14
 14.02.13 04:00 0.05 0.00 0.25 0.19 1.54 0.16
 -------- 05:00 0.06 0.00 0.25 0.20 1.56 0.17
 -------- 06:00 0.11 0.00 0.25 0.21 1.73 0.23
 -------- 07:00 0.15 0.00 0.25 0.22 1.74 0.33
 -------- 08:00 0.22 0.00 0.21 0.21 1.71 0.29
 14.02.13 09:00 0.20 0.00 0.21 0.19 1.65 0.27
 -------- 10:00 0.27 0.00 0.25 0.22 1.72 0.36
 -------- 11:00 0.22 0.01 0.17 0.23 1.72 0.37
