 Date Time CO NO2 CHX NO
 15.11.12 00:00 0.06 0.09 1.39 0.08
 -------- 01:00 0.05 0.10 1.38 0.08
 -------- 02:00 0.03 0.08 1.38 0.06
 -------- 03:00 0.02 0.07 1.37 0.04
 -------- 04:00 0.02 0.06 1.37 0.03
 15.11.12 05:00 0.02 0.04 1.36 0.03
 -------- 06:00 0.04 0.08 1.39 0.09
 -------- 07:00 0.07 0.10 1.44 0.12
 -------- 08:00 0.10 0.11 1.46 0.12
 -------- 09:00 0.11 0.12 1.45 0.13
 15.11.12 10:00 0.13 0.12 1.45 0.17
 -------- 11:00 0.11 0.11 1.44 0.14
 -------- 12:00 0.09 0.10 1.42 0.11
 -------- 13:00 0.08 0.09 1.42 0.10
 -------- 14:00 0.07 0.08 1.41 0.09
 15.11.12 15:00 0.07 0.08 1.41 0.07
 -------- 16:00 0.07 0.08 1.40 0.07
 -------- 17:00 0.07 0.08 1.42 0.06
 -------- 18:00 0.09 0.09 1.44 0.06
 -------- 19:00 0.07 0.10 1.42 0.05
 15.11.12 20:00 0.10 0.10 1.43 0.06
 -------- 21:00 0.12 0.11 1.46 0.08
 -------- 22:00 0.11 0.11 1.42 0.09
 -------- 23:00 0.08 0.11 1.41 0.09
 -------- 00:00 0.07 0.10 1.41 0.08
 16.11.12 01:00 0.04 0.07 1.37 0.03
 -------- 02:00 0.05 0.07 1.36 0.04
 -------- 03:00 0.04 0.08 1.36 0.05
 -------- 04:00 0.05 0.11 1.38 0.06
 -------- 05:00 0.05 0.13 1.36 0.07
 16.11.12 06:00 0.09 0.17 1.42 0.15
 -------- 07:00 0.11 0.20 1.46 0.20
 -------- 08:00 0.13 0.21 1.46 0.19
 -------- 09:00 0.17 0.22 1.49 0.21
 -------- 10:00 0.15 0.20 1.44 0.19
 16.11.12 11:00 0.17 0.20 1.46 0.25
 -------- 12:00 0.17 0.19 1.49 0.25
 -------- 13:00 0.17 0.19 1.48 0.24
 -------- 14:00 0.17 0.20 1.46 0.26
 -------- 15:00 0.17 0.21 1.45 0.24
 16.11.12 16:00 0.15 0.20 1.46 0.19
 -------- 17:00 0.15 0.20 1.48 0.17
 -------- 18:00 0.19 0.21 1.50 0.18
 -------- 19:00 0.21 0.22 1.52 0.19
 -------- 20:00 0.22 0.23 1.53 0.21
 16.11.12 21:00 0.23 0.20 1.53 0.22
 -------- 22:00 0.15 0.18 1.45 0.18
 -------- 23:00 0.17 0.19 1.50 0.26
