 Date Time CO NO2 CHX NO
 23.11.12 12:00 0.11 0.15 1.50 0.14
 -------- 13:00 0.11 0.15 1.51 0.13
 -------- 14:00 0.14 0.17 1.55 0.19
 -------- 15:00 0.12 0.17 1.51 0.15
 -------- 16:00 0.15 0.19 1.55 0.18
 23.11.12 17:00 0.11 0.18 1.48 0.10
 -------- 18:00 0.11 0.18 1.46 0.09
 -------- 19:00 0.11 0.18 1.47 0.10
 -------- 20:00 0.11 0.18 1.48 0.10
 -------- 21:00 0.10 0.16 1.52 0.10
 23.11.12 22:00 0.11 0.16 1.49 0.12
 -------- 23:00 0.09 0.15 1.52 0.11
 -------- 00:00 0.08 0.15 1.47 0.10
 -------- 01:00 0.07 0.14 1.46 0.10
 -------- 02:00 0.05 0.13 1.47 0.10
 24.11.12 03:00 0.03 0.12 1.43 0.06
 -------- 04:00 0.02 0.11 1.43 0.05
 -------- 05:00 0.02 0.11 1.43 0.05
 -------- 06:00 0.03 0.11 1.43 0.08
 -------- 07:00 0.03 0.12 1.45 0.11
 24.11.12 08:00 0.07 0.12 1.49 0.14
 -------- 09:00 0.11 0.13 1.51 0.19
 -------- 10:00 0.13 0.14 1.53 0.22
 -------- 11:00 0.12 0.13 1.51 0.18
 -------- 12:00 0.13 0.14 1.52 0.19
 24.11.12 13:00 0.13 0.14 1.52 0.20
 -------- 14:00 0.14 0.15 1.53 0.20
 -------- 15:00 0.14 0.15 1.53 0.20
 -------- 16:00 0.16 0.16 1.55 0.23
 -------- 17:00 0.17 0.16 1.57 0.25
 24.11.12 18:00 0.16 0.16 1.61 0.24
 -------- 19:00 0.21 0.18 1.66 0.37
 -------- 20:00 0.21 0.18 1.67 0.37
 -------- 21:00 0.21 0.18 1.67 0.39
 -------- 22:00 0.21 0.19 1.70 0.43
 24.11.12 23:00 0.18 0.18 1.66 0.35
 -------- 00:00 0.19 0.19 1.72 0.40
 -------- 01:00 0.13 0.18 1.64 0.28
 -------- 02:00 0.10 0.15 1.58 0.21
 -------- 03:00 0.09 0.15 1.61 0.21
 25.11.12 04:00 0.08 0.14 1.57 0.15
 -------- 05:00 0.09 0.14 1.53 0.14
 -------- 06:00 0.09 0.14 1.54 0.17
 -------- 07:00 0.09 0.15 1.58 0.21
 -------- 08:00 0.10 0.15 1.60 0.20
 25.11.12 09:00 0.13 0.16 1.61 0.24
 -------- 10:00 0.15 0.16 1.59 0.24
 -------- 11:00 0.13 0.17 1.62 0.27
