 Date Time CO NO2 CHX NO
 29.09.12 12:00 0.13 0.09 1.39 0.07
 -------- 13:00 0.13 0.10 1.40 0.08
 -------- 14:00 0.15 0.11 1.39 0.10
 -------- 15:00 0.11 0.09 1.38 0.06
 -------- 16:00 0.09 0.09 1.38 0.05
 29.09.12 17:00 0.11 0.10 1.38 0.06
 -------- 18:00 0.17 0.14 1.41 0.13
 -------- 19:00 0.13 0.13 1.42 0.09
 -------- 20:00 0.16 0.13 1.44 0.11
 -------- 21:00 0.15 0.13 1.46 0.10
 29.09.12 22:00 0.19 0.14 1.50 0.15
 -------- 23:00 0.18 0.13 1.48 0.14
 -------- 00:00 0.17 0.14 1.53 0.15
 -------- 01:00 0.20 0.14 1.61 0.20
 -------- 02:00 0.19 0.14 1.61 0.20
 30.09.12 03:00 0.21 0.13 1.64 0.31
 -------- 04:00 0.15 0.12 1.61 0.18
 -------- 05:00 0.11 0.12 1.59 0.14
 -------- 06:00 0.08 0.11 1.53 0.10
 -------- 07:00 0.06 0.10 1.48 0.06
 30.09.12 08:00 0.07 0.10 1.54 0.06
 -------- 09:00 0.09 0.10 1.55 0.08
 -------- 10:00 0.11 0.12 1.53 0.12
 -------- 11:00 0.10 0.11 1.49 0.08
 -------- 12:00 0.07 0.10 1.50 0.05
 30.09.12 13:00 0.07 0.09 1.45 0.04
 -------- 14:00 0.07 0.09 1.42 0.03
 -------- 15:00 0.04 0.07 1.37 0.02
 -------- 16:00 0.04 0.06 1.36 0.01
 -------- 17:00 0.07 0.09 1.38 0.03
 30.09.12 18:00 0.11 0.13 1.44 0.06
 -------- 19:00 0.11 0.12 1.45 0.07
 -------- 20:00 0.12 0.13 1.46 0.08
 -------- 21:00 0.09 0.10 1.43 0.05
 -------- 22:00 0.07 0.07 1.40 0.04
 30.09.12 23:00 0.07 0.07 1.39 0.04
 -------- 00:00 0.06 0.07 1.38 0.04
 -------- 01:00 0.04 0.07 1.36 0.03
 -------- 02:00 0.03 0.05 1.36 0.02
 -------- 03:00 0.03 0.05 1.36 0.02
 01.10.12 04:00 0.02 0.03 1.34 0.00
 -------- 05:00 0.02 0.04 1.34 0.01
 -------- 06:00 0.05 0.06 1.35 0.02
 -------- 07:00 0.11 0.10 1.39 0.09
 -------- 08:00 0.14 0.10 1.40 0.10
 01.10.12 09:00 0.16 0.11 1.41 0.11
 -------- 10:00 0.15 0.11 1.41 0.13
 -------- 11:00 0.14 0.11 1.40 0.13
