 Date Time CO SO2 H2S NO2 CHX NO
 20.01.13 12:00 0.26 0.01 0.31 0.28 3.00 0.59
 -------- 13:00 0.25 0.01 0.38 0.28 2.89 0.59
 -------- 14:00 0.24 0.01 0.33 0.29 2.70 0.58
 -------- 15:00 0.23 0.01 0.33 0.28 2.35 0.55
 -------- 16:00 0.23 0.01 0.33 0.28 2.27 0.51
 20.01.13 17:00 0.23 0.01 0.33 0.25 2.22 0.52
 -------- 18:00 0.18 0.01 0.33 0.24 2.09 0.44
 -------- 19:00 0.15 0.01 0.29 0.22 2.07 0.38
 -------- 20:00 0.13 0.01 0.38 0.22 2.02 0.37
 -------- 21:00 0.13 0.01 0.29 0.20 1.99 0.32
 20.01.13 22:00 0.25 0.01 0.29 0.19 2.05 0.34
 -------- 23:00 0.08 0.01 0.29 0.18 1.84 0.31
 -------- 00:00 0.02 0.01 0.21 0.16 1.75 0.20
 -------- 01:00 0.03 0.01 0.25 0.15 1.73 0.21
 -------- 02:00 ---- 0.01 0.25 0.14 1.70 0.18
 21.01.13 03:00 ---- 0.01 0.25 0.14 1.70 0.15
 -------- 04:00 ---- 0.01 0.25 0.13 1.69 0.16
 -------- 05:00 ---- 0.01 0.25 0.13 1.67 0.12
 -------- 06:00 0.02 0.01 0.25 0.13 1.68 0.19
 -------- 07:00 0.02 0.01 0.25 0.14 1.70 0.17
 21.01.13 08:00 0.08 0.01 0.25 0.17 2.13 0.25
 -------- 09:00 0.07 0.00 0.25 0.16 1.87 0.18
 -------- 10:00 0.08 0.01 0.25 0.16 2.26 0.25
 -------- 11:00 0.07 0.00 0.25 0.14 1.77 0.26
 -------- 12:00 0.03 0.00 0.17 0.12 1.65 0.18
 21.01.13 13:00 0.04 0.00 0.17 0.12 1.65 0.15
 -------- 14:00 0.06 0.00 0.25 0.15 1.77 0.24
 -------- 15:00 0.10 0.01 0.25 0.17 1.79 0.22
 -------- 16:00 0.08 0.00 0.17 0.14 2.10 0.16
 -------- 17:00 0.03 0.00 0.12 0.14 2.30 0.08
 21.01.13 18:00 0.05 0.00 0.12 0.17 1.74 0.09
 -------- 19:00 0.08 0.00 0.12 0.19 1.68 0.12
 -------- 20:00 0.03 0.00 0.12 0.17 1.58 0.04
 -------- 21:00 0.05 0.00 0.12 0.17 1.64 0.06
 -------- 22:00 0.04 0.00 0.12 0.15 1.59 0.03
 21.01.13 23:00 0.02 0.00 0.12 0.13 1.57 0.04
 -------- 00:00 0.02 0.00 0.12 0.16 1.56 0.10
 -------- 01:00 ---- 0.00 0.12 0.13 1.52 0.04
 -------- 02:00 ---- 0.00 0.12 0.13 1.55 0.03
 -------- 03:00 ---- 0.00 0.12 0.10 1.50 0.01
 22.01.13 04:00 ---- 0.00 0.12 0.12 1.55 0.04
 -------- 05:00 0.02 0.00 ---- 0.19 1.53 0.13
 -------- 06:00 0.03 0.00 ---- 0.21 1.54 0.20
 -------- 07:00 0.04 ---- ---- 0.20 1.58 0.15
 -------- 08:00 0.10 ---- ---- 0.20 1.68 0.15
 22.01.13 09:00 0.11 ---- ---- 0.21 1.72 0.17
 -------- 10:00 0.12 ---- ---- 0.23 1.71 0.24
 -------- 11:00 0.09 ---- ---- 0.21 1.61 0.25
