 Date Time CO SO2 H2S NO2 CHX NO
 07.01.13 12:00 0.02 0.00 0.12 0.12 1.55 0.16
 -------- 13:00 0.02 0.00 0.17 0.14 1.62 0.22
 -------- 14:00 0.03 0.00 0.21 0.13 1.66 0.20
 -------- 15:00 0.05 0.00 0.25 0.13 1.74 0.26
 -------- 16:00 0.05 0.00 0.25 0.13 1.77 0.25
 07.01.13 17:00 0.05 0.00 0.25 0.13 1.73 0.20
 -------- 18:00 0.03 0.00 0.25 0.12 1.73 0.19
 -------- 19:00 0.05 0.00 0.21 0.12 1.71 0.22
 -------- 20:00 0.03 0.00 0.25 0.12 1.66 0.18
 -------- 21:00 0.04 0.00 0.25 0.12 1.61 0.19
 07.01.13 22:00 0.03 0.00 0.25 0.13 1.60 0.23
 -------- 23:00 0.03 0.00 0.25 0.12 1.54 0.18
 -------- 00:00 0.03 0.00 0.12 0.11 1.58 0.15
 -------- 01:00 0.02 0.00 0.25 0.10 1.59 0.11
 -------- 02:00 ---- 0.00 0.21 0.10 1.60 0.11
 08.01.13 03:00 ---- 0.00 0.25 0.07 1.70 0.02
 -------- 04:00 ---- 0.00 0.21 0.07 1.65 0.02
 -------- 05:00 ---- 0.00 0.12 0.07 1.63 0.03
 -------- 06:00 ---- 0.00 0.12 0.09 1.64 0.04
 -------- 07:00 ---- 0.00 0.12 0.10 1.62 0.07
 08.01.13 08:00 ---- 0.00 0.12 0.10 1.70 0.06
 -------- 09:00 ---- 0.00 0.12 0.11 1.76 0.12
 -------- 10:00 0.04 0.00 0.12 0.11 1.64 0.11
 -------- 11:00 0.02 0.00 0.12 0.12 1.66 0.16
 -------- 12:00 0.03 0.00 0.12 0.12 1.68 0.16
 08.01.13 13:00 0.05 0.00 0.12 0.13 1.71 0.19
 -------- 14:00 0.07 0.00 0.12 0.12 1.69 0.18
 -------- 15:00 0.05 0.00 0.12 0.12 1.75 0.21
 -------- 16:00 0.04 0.00 0.12 0.12 1.76 0.15
 -------- 17:00 0.08 0.00 0.12 0.13 1.77 0.22
 08.01.13 18:00 0.07 0.00 0.12 0.13 1.83 0.20
 -------- 19:00 0.07 0.00 0.12 0.13 1.80 0.21
 -------- 20:00 0.05 0.00 0.12 0.13 1.61 0.20
 -------- 21:00 0.09 0.00 0.12 0.12 1.59 0.19
 -------- 22:00 0.03 0.00 0.12 0.13 1.55 0.19
 08.01.13 23:00 0.02 0.00 0.12 0.13 1.59 0.19
 -------- 00:00 ---- 0.00 0.12 0.12 1.61 0.09
 -------- 01:00 ---- 0.00 0.12 0.10 1.62 0.07
 -------- 02:00 ---- 0.00 0.12 0.10 1.54 0.09
 -------- 03:00 ---- 0.00 0.12 0.10 1.54 0.07
 09.01.13 04:00 ---- 0.00 0.12 0.10 1.55 0.06
 -------- 05:00 ---- ---- 0.12 0.10 1.56 0.08
 -------- 06:00 0.02 ---- 0.12 0.11 1.59 0.10
 -------- 07:00 0.04 ---- 0.12 0.13 1.63 0.14
 -------- 08:00 0.04 ---- 0.12 0.15 1.68 0.17
 09.01.13 09:00 0.05 ---- 0.12 0.14 1.66 0.16
 -------- 10:00 0.07 ---- 0.12 0.16 1.67 0.23
 -------- 11:00 0.06 ---- 0.12 0.16 1.67 0.26
