 Date Time CO SO2 H2S NO2 CHX NO
 28.03.13 00:00 0.18 0.01 0.19 0.39 1.59 0.47
 -------- 01:00 0.13 0.01 0.21 0.36 1.56 0.31
 -------- 02:00 0.09 0.01 0.21 0.34 1.57 0.28
 -------- 03:00 0.08 0.01 0.21 0.33 1.58 0.28
 -------- 04:00 0.09 0.01 0.21 0.32 1.58 0.25
 28.03.13 05:00 0.09 0.01 0.17 0.32 1.56 0.39
 -------- 06:00 0.17 0.01 0.25 0.34 1.60 0.59
 -------- 07:00 0.24 0.01 0.25 0.36 1.65 0.59
 -------- 08:00 0.29 0.01 0.25 0.37 1.72 0.53
 -------- 09:00 0.27 0.01 0.25 0.35 1.69 0.41
 28.03.13 10:00 0.17 0.01 0.25 0.32 1.61 0.35
 -------- 11:00 0.12 0.01 0.17 0.28 1.56 0.25
 -------- 12:00 0.07 0.01 0.17 0.20 1.49 0.13
 -------- 13:00 0.07 0.01 0.12 0.19 1.50 0.14
 -------- 14:00 0.05 0.01 0.12 0.17 1.54 0.13
 28.03.13 15:00 0.10 0.01 0.12 0.25 1.65 0.22
 -------- 16:00 0.15 0.01 0.17 0.32 1.85 0.29
 -------- 17:00 0.11 0.01 0.12 0.25 1.70 0.17
 -------- 18:00 0.07 0.01 0.12 0.25 1.71 0.13
 -------- 19:00 0.15 0.01 0.12 0.33 1.76 0.19
 28.03.13 20:00 0.22 0.01 0.21 0.41 1.69 0.36
 -------- 21:00 0.19 0.01 0.21 0.39 1.64 0.28
 -------- 22:00 0.16 0.01 0.25 0.38 1.58 0.27
 -------- 23:00 0.17 0.01 0.17 0.37 1.58 0.33
 -------- 00:00 0.18 0.01 0.21 0.39 1.59 0.41
 29.03.13 01:00 0.21 0.01 0.25 0.39 1.62 0.55
 -------- 02:00 0.18 0.01 0.25 0.39 1.62 0.49
 -------- 03:00 0.13 0.01 0.25 0.37 1.56 0.42
 -------- 04:00 0.15 0.01 0.25 0.38 1.60 0.51
 -------- 05:00 0.14 0.01 0.25 0.39 1.60 0.57
 29.03.13 06:00 0.13 0.01 0.25 0.36 1.58 0.38
 -------- 07:00 0.17 0.01 0.25 0.38 1.67 0.45
 -------- 08:00 0.19 0.01 0.25 0.39 1.70 0.40
 -------- 09:00 0.23 0.01 0.25 0.41 1.76 0.46
 -------- 10:00 0.15 0.01 0.25 0.36 1.65 0.31
 29.03.13 11:00 0.15 0.01 0.25 0.36 1.64 0.31
 -------- 12:00 0.09 0.01 0.17 0.27 1.52 0.17
 -------- 13:00 0.06 0.00 0.12 0.21 1.53 0.12
 -------- 14:00 0.04 0.00 0.12 0.21 1.54 0.12
 -------- 15:00 0.07 0.00 0.12 0.21 1.57 0.13
 29.03.13 16:00 0.10 0.00 0.12 0.25 1.65 0.14
 -------- 17:00 0.13 0.01 0.12 0.27 1.69 0.16
 -------- 18:00 0.15 0.00 0.12 0.27 1.64 0.16
 -------- 19:00 0.22 0.01 0.12 0.38 1.73 0.28
 -------- 20:00 0.36 0.01 0.25 0.51 1.86 0.52
 29.03.13 21:00 0.26 0.01 0.25 0.45 1.72 0.40
 -------- 22:00 0.45 0.01 0.33 0.51 1.89 0.96
 -------- 23:00 0.26 0.01 0.25 0.43 1.70 0.47
