 Date Time CO NO2 CHX NO
 04.10.12 12:00 0.24 0.13 1.69 0.29
 -------- 13:00 0.21 0.14 1.67 0.22
 -------- 14:00 0.12 0.12 1.56 0.08
 -------- 15:00 0.13 0.13 1.56 0.09
 -------- 16:00 0.09 0.11 1.48 0.04
 04.10.12 17:00 0.13 0.14 1.47 0.05
 -------- 18:00 0.10 0.10 1.43 0.03
 -------- 19:00 0.10 0.12 1.45 0.03
 -------- 20:00 0.09 0.10 1.46 0.02
 -------- 21:00 0.10 0.10 1.46 0.04
 04.10.12 22:00 0.13 0.10 1.45 0.08
 -------- 23:00 0.13 0.10 1.42 0.10
 -------- 00:00 0.09 0.10 1.39 0.07
 -------- 01:00 0.06 0.09 1.37 0.03
 -------- 02:00 0.05 0.08 1.38 0.03
 05.10.12 03:00 0.02 0.06 1.36 0.01
 -------- 04:00 0.03 0.08 1.37 0.01
 -------- 05:00 0.05 0.10 1.42 0.08
 -------- 06:00 0.13 0.13 1.51 0.24
 -------- 07:00 0.25 0.16 1.57 0.38
 05.10.12 08:00 0.35 0.17 1.70 0.40
 -------- 09:00 0.33 0.16 1.73 0.37
 -------- 10:00 0.35 0.17 1.70 0.40
 -------- 11:00 0.31 0.19 1.75 0.42
 -------- 12:00 0.28 0.17 1.67 0.39
 05.10.12 13:00 0.25 0.15 1.64 0.31
 -------- 14:00 0.29 0.16 1.68 0.33
 -------- 15:00 0.24 0.17 1.63 0.26
 -------- 16:00 0.18 0.17 1.63 0.14
 -------- 17:00 0.09 0.13 1.47 0.03
 05.10.12 18:00 0.04 0.10 1.44 0.01
 -------- 19:00 0.05 0.10 1.44 0.01
 -------- 20:00 0.09 0.11 1.46 0.02
 -------- 21:00 0.11 0.10 1.45 0.02
 -------- 22:00 0.10 0.11 1.42 0.03
 05.10.12 23:00 0.10 0.11 1.45 0.06
 -------- 00:00 0.10 0.10 1.45 0.05
 -------- 01:00 0.11 0.10 1.43 0.07
 -------- 02:00 0.16 0.14 1.44 0.14
 -------- 03:00 0.11 0.12 1.42 0.11
 06.10.12 04:00 0.09 0.10 1.42 0.10
 -------- 05:00 0.07 0.07 1.38 0.06
 -------- 06:00 0.05 0.06 1.37 0.04
 -------- 07:00 0.07 0.07 1.38 0.05
 -------- 08:00 0.09 0.09 1.41 0.08
 06.10.12 09:00 0.12 0.10 1.45 0.10
 -------- 10:00 0.10 0.09 1.47 0.06
 -------- 11:00 0.09 0.09 1.40 0.06
