 Date Time CO NO2 CHX NO
 29.10.12 00:00 0.13 0.16 1.85 0.21
 -------- 01:00 0.03 0.10 1.54 0.04
 -------- 02:00 0.02 0.07 1.42 0.05
 -------- 03:00 ---- 0.05 1.40 0.02
 -------- 04:00 ---- 0.04 1.39 0.01
 29.10.12 05:00 ---- 0.06 1.39 0.04
 -------- 06:00 0.02 0.08 1.40 0.08
 -------- 07:00 0.09 0.10 1.44 0.15
 -------- 08:00 0.10 0.11 1.44 0.13
 -------- 09:00 0.09 0.11 1.42 0.09
 29.10.12 10:00 0.11 0.14 1.43 0.15
 -------- 11:00 0.09 0.14 1.41 0.12
 -------- 12:00 0.10 0.14 1.41 0.11
 -------- 13:00 0.14 0.15 1.44 0.17
 -------- 14:00 0.13 0.16 1.43 0.15
 29.10.12 15:00 0.15 0.16 1.45 0.19
 -------- 16:00 0.16 0.17 1.47 0.22
 -------- 17:00 0.15 0.15 1.46 0.17
 -------- 18:00 0.15 0.16 1.51 0.16
 -------- 19:00 0.14 0.16 1.49 0.15
 29.10.12 20:00 0.13 0.14 1.50 0.12
 -------- 21:00 0.19 0.17 1.50 0.24
 -------- 22:00 0.19 0.18 1.47 0.28
 -------- 23:00 0.16 0.17 1.46 0.27
 -------- 00:00 0.11 0.16 1.43 0.19
 30.10.12 01:00 0.08 0.16 1.43 0.18
 -------- 02:00 0.05 0.13 1.41 0.12
 -------- 03:00 0.05 0.11 1.41 0.08
 -------- 04:00 0.05 0.12 1.40 0.09
 -------- 05:00 0.03 0.10 1.40 0.07
 30.10.12 06:00 0.05 0.13 1.42 0.11
 -------- 07:00 0.10 0.16 1.45 0.19
 -------- 08:00 0.12 0.16 1.46 0.19
 -------- 09:00 0.15 0.17 1.49 0.23
 -------- 10:00 0.17 0.17 1.52 0.24
 30.10.12 11:00 0.17 0.18 1.52 0.26
 -------- 12:00 0.17 0.19 1.54 0.27
 -------- 13:00 0.17 0.19 1.51 0.25
 -------- 14:00 0.15 0.19 1.48 0.23
 -------- 15:00 0.11 0.18 1.47 0.18
 30.10.12 16:00 0.10 0.18 1.46 0.17
 -------- 17:00 0.11 0.16 1.49 0.13
 -------- 18:00 0.11 0.13 1.49 0.08
 -------- 19:00 0.11 0.13 1.51 0.08
 -------- 20:00 0.09 0.12 1.45 0.07
 30.10.12 21:00 0.08 0.13 1.44 0.08
