 Date Time CO SO2 NO2 CHX NO
 21.01.13 12:00 0.10 0.01 0.24 1.87 0.10
 -------- 13:00 0.09 0.01 0.20 1.73 0.07
 -------- 14:00 0.07 0.01 0.19 1.61 0.06
 -------- 15:00 0.07 0.01 0.19 1.57 0.04
 -------- 16:00 0.06 0.01 0.20 1.57 0.02
 21.01.13 17:00 0.06 0.01 0.24 1.96 0.02
 -------- 18:00 0.07 0.01 0.27 1.92 0.02
 -------- 19:00 0.09 0.01 0.29 1.56 0.01
 -------- 20:00 0.11 0.01 0.29 1.51 0.00
 -------- 21:00 0.12 0.01 0.31 1.49 0.01
 21.01.13 22:00 0.11 0.01 0.28 1.48 0.01
 -------- 23:00 0.10 0.01 0.29 1.50 0.00
 -------- 00:00 0.08 0.01 0.25 1.49 ----
 -------- 01:00 0.08 0.01 0.24 1.46 ----
 -------- 02:00 0.07 0.01 0.21 1.47 ----
 22.01.13 03:00 0.06 0.01 0.21 1.44 ----
 -------- 04:00 0.06 0.01 0.20 1.44 ----
 -------- 05:00 0.06 0.01 0.19 1.45 ----
 -------- 06:00 0.06 0.01 0.20 1.44 0.00
 -------- 07:00 0.06 0.00 0.21 1.45 ----
 22.01.13 08:00 0.08 0.00 0.28 1.49 ----
 -------- 09:00 0.08 0.01 0.30 1.48 0.00
 -------- 10:00 0.09 0.01 0.32 1.50 0.03
 -------- 11:00 0.09 0.00 0.30 1.51 0.05
 -------- 12:00 0.09 0.01 0.29 1.54 0.07
 22.01.13 13:00 0.10 0.01 0.29 1.55 0.08
 -------- 14:00 0.10 0.01 0.29 1.56 0.08
 -------- 15:00 0.10 0.01 0.29 1.53 0.07
 -------- 16:00 0.08 0.01 0.28 1.52 0.04
 -------- 17:00 0.10 0.01 0.36 1.56 0.05
 22.01.13 18:00 0.11 0.01 0.39 1.53 0.04
 -------- 19:00 0.07 0.01 0.33 1.50 0.01
 -------- 20:00 0.06 0.00 0.31 1.52 0.01
 -------- 21:00 0.06 0.01 0.33 1.52 0.01
 -------- 22:00 0.06 0.00 0.33 1.50 0.01
 22.01.13 23:00 0.04 0.00 0.32 1.50 ----
 -------- 00:00 0.04 0.00 0.31 1.56 ----
 -------- 01:00 0.04 0.00 0.31 1.56 0.00
 -------- 02:00 0.04 0.01 0.30 1.52 ----
 -------- 03:00 0.04 0.00 0.28 1.50 ----
