 Date Time CO SO2 NO2 CHX NO
 31.03.13 00:00 0.02 0.00 ---- 1.38 ----
 -------- 01:00 0.02 0.00 ---- 1.37 ----
 -------- 02:00 0.02 0.00 ---- 1.38 ----
 -------- 03:00 0.02 0.00 ---- 1.38 ----
 -------- 04:00 0.02 0.00 ---- 1.38 ----
 31.03.13 05:00 0.02 0.00 ---- 1.39 ----
 -------- 06:00 0.02 0.00 ---- 1.37 ----
 -------- 07:00 0.02 0.00 ---- 1.39 ----
 -------- 08:00 0.02 0.00 ---- 1.39 ----
 -------- 09:00 0.02 0.00 ---- 1.40 ----
 31.03.13 10:00 0.02 0.00 ---- 1.42 ----
 -------- 11:00 0.02 0.00 ---- 1.44 ----
 -------- 12:00 0.02 0.01 ---- 1.43 ----
 -------- 13:00 0.02 0.01 ---- 1.47 ----
 -------- 14:00 0.02 0.01 ---- 1.43 ----
 31.03.13 15:00 0.02 0.01 ---- 1.41 ----
 -------- 16:00 0.02 0.00 ---- 1.41 ----
 -------- 17:00 0.02 0.01 ---- 1.42 ----
 -------- 18:00 0.02 0.00 ---- 1.42 ----
 -------- 19:00 0.05 0.00 ---- 1.43 ----
 31.03.13 20:00 0.07 0.01 ---- 1.49 ----
 -------- 21:00 0.10 0.01 ---- 1.54 ----
 -------- 22:00 0.12 0.00 ---- 1.55 ----
 -------- 23:00 0.11 0.01 ---- 1.53 ----
 -------- 00:00 0.12 0.00 ---- 1.64 ----
 01.04.13 01:00 0.12 0.01 ---- 1.62 ----
 -------- 02:00 0.13 0.01 ---- 1.73 ----
 -------- 03:00 0.13 0.01 ---- 1.83 ----
 -------- 04:00 0.10 0.00 ---- 1.87 ----
 -------- 05:00 0.11 0.01 ---- 2.21 ----
 01.04.13 06:00 0.12 0.01 ---- 2.13 ----
 -------- 07:00 0.11 0.03 ---- 2.06 ----
 -------- 08:00 0.09 0.04 ---- 1.75 ----
 -------- 09:00 0.07 0.01 ---- 1.52 ----
 -------- 10:00 0.04 0.01 ---- 1.48 ----
 01.04.13 11:00 0.04 0.01 ---- 1.47 ----
 -------- 12:00 0.04 0.00 ---- 1.43 ----
 -------- 13:00 0.04 0.00 ---- 1.43 ----
 -------- 14:00 0.04 0.01 ---- 1.43 ----
 -------- 15:00 0.02 0.00 ---- 1.42 ----
 01.04.13 16:00 0.02 0.01 ---- 1.43 ----
 -------- 17:00 0.02 0.01 ---- 1.44 ----
 -------- 18:00 0.05 0.00 ---- 1.46 ----
 -------- 19:00 0.04 0.01 ---- 1.49 ----
 -------- 20:00 0.06 0.00 ---- 1.51 ----
 01.04.13 21:00 0.05 0.00 ---- 1.52 ----
 -------- 22:00 0.03 0.00 ---- 1.46 ----
 -------- 23:00 0.02 0.00 ---- 1.44 ----
