 Date Time CO SO2 NO2 CHX NO
 16.02.13 12:00 0.17 0.04 0.47 2.02 0.20
 -------- 13:00 0.21 0.04 0.52 2.14 0.27
 -------- 14:00 0.21 0.03 0.53 2.11 0.29
 -------- 15:00 0.23 0.03 0.54 2.06 0.30
 -------- 16:00 0.24 0.02 0.57 2.04 0.32
 16.02.13 17:00 0.13 0.01 0.46 1.69 0.10
 -------- 18:00 0.10 0.01 0.43 1.57 0.04
 -------- 19:00 0.08 0.00 0.39 1.55 0.02
 -------- 20:00 0.07 0.00 0.37 1.54 0.00
 -------- 21:00 0.08 0.00 0.37 1.56 0.01
 16.02.13 22:00 0.06 0.00 0.34 1.51 0.01
 -------- 23:00 0.07 0.00 0.36 1.53 0.00
 -------- 00:00 0.06 0.00 0.31 1.53 ----
 -------- 01:00 0.05 0.00 0.31 1.49 ----
 -------- 02:00 0.05 0.00 0.30 1.52 ----
 17.02.13 03:00 0.04 0.00 0.30 1.52 ----
 -------- 04:00 0.04 0.00 0.26 1.54 ----
 -------- 05:00 0.04 0.01 0.25 1.51 ----
 -------- 06:00 0.04 0.00 0.15 1.52 ----
 -------- 07:00 0.04 0.00 0.13 1.50 ----
 17.02.13 08:00 0.05 0.00 0.27 1.52 ----
 -------- 09:00 0.05 0.01 0.29 1.53 ----
 -------- 10:00 0.06 0.04 0.27 1.56 0.00
 -------- 11:00 0.06 0.03 0.23 1.56 0.01
 -------- 12:00 0.06 0.02 0.23 1.56 0.02
 17.02.13 13:00 0.07 0.02 0.23 1.56 0.02
 -------- 14:00 0.07 0.02 0.25 1.56 0.03
 -------- 15:00 0.07 0.01 0.28 1.59 0.03
 -------- 16:00 0.06 0.01 0.30 1.60 0.02
 -------- 17:00 0.06 0.01 0.33 1.64 0.01
 17.02.13 18:00 0.06 0.01 0.35 1.64 0.00
 -------- 19:00 0.09 0.01 0.37 1.60 ----
 -------- 20:00 0.09 0.01 0.26 1.59 ----
 -------- 21:00 0.09 0.01 0.23 1.56 ----
 -------- 22:00 0.09 0.00 0.20 1.48 0.00
 17.02.13 23:00 0.08 0.00 0.17 1.47 ----
 -------- 00:00 0.08 0.00 0.19 1.46 ----
 -------- 01:00 0.07 0.00 0.17 1.46 ----
 -------- 02:00 0.06 0.00 0.18 1.46 ----
 -------- 03:00 0.06 0.00 0.18 1.47 ----
 18.02.13 04:00 0.06 0.00 0.23 1.48 ----
 -------- 05:00 0.06 0.00 0.21 1.52 ----
 -------- 06:00 0.06 0.00 0.20 1.50 ----
 -------- 07:00 0.07 0.00 0.23 1.53 ----
 -------- 08:00 0.08 0.00 0.26 1.57 ----
 18.02.13 09:00 0.09 0.01 0.28 1.56 ----
 -------- 10:00 0.09 0.00 0.28 1.55 0.01
 -------- 11:00 0.09 0.00 0.30 1.54 0.02
