 Date Time CO SO2 NO2 CHX NO
 10.01.13 12:00 0.06 0.00 0.17 1.45 0.01
 -------- 13:00 0.04 0.00 0.14 1.43 0.01
 -------- 14:00 0.04 0.00 0.14 1.43 0.00
 -------- 15:00 0.04 0.00 0.15 1.44 0.00
 -------- 16:00 0.04 0.00 0.15 1.42 0.00
 10.01.13 17:00 0.05 0.00 0.17 1.44 ----
 -------- 18:00 0.06 0.00 0.22 1.46 ----
 -------- 19:00 0.07 0.00 0.20 1.46 ----
 -------- 20:00 0.08 0.00 0.19 1.45 ----
 -------- 21:00 0.08 0.00 0.21 1.46 ----
 10.01.13 22:00 0.09 0.00 0.28 1.48 0.01
 -------- 23:00 0.08 0.00 0.25 1.47 0.00
 -------- 00:00 0.07 0.00 0.25 1.46 0.00
 -------- 01:00 0.07 0.00 0.23 1.46 ----
 -------- 02:00 0.06 0.00 0.22 1.45 0.01
 11.01.13 03:00 0.06 0.00 0.15 1.45 ----
 -------- 04:00 0.06 0.00 0.22 1.47 ----
 -------- 05:00 0.06 0.00 0.26 1.47 0.00
 -------- 06:00 0.06 0.00 0.26 1.48 ----
 -------- 07:00 0.04 0.00 0.27 1.49 ----
 11.01.13 08:00 0.02 0.00 0.29 1.49 0.02
 -------- 09:00 0.02 0.00 0.31 1.49 0.02
 -------- 10:00 0.02 0.00 0.29 1.49 0.02
 -------- 11:00 0.03 0.00 0.30 1.54 0.05
 -------- 12:00 0.03 0.01 0.27 1.53 0.05
 11.01.13 13:00 0.02 0.01 0.25 1.52 0.05
 -------- 14:00 0.04 0.01 0.27 1.55 0.08
 -------- 15:00 0.04 0.01 0.27 1.56 0.07
 -------- 16:00 0.06 0.03 0.32 1.71 0.12
 -------- 17:00 0.07 0.05 0.34 1.74 0.11
 11.01.13 18:00 0.06 0.02 0.32 1.64 0.05
 -------- 19:00 0.07 0.02 0.32 1.70 0.08
 -------- 20:00 0.09 0.07 0.30 1.69 0.10
 -------- 21:00 0.09 0.06 0.29 1.65 0.09
 -------- 22:00 0.08 0.06 0.29 1.65 0.08
 11.01.13 23:00 0.08 0.05 0.28 1.66 0.07
 -------- 00:00 0.06 0.03 0.27 1.66 0.04
 -------- 01:00 0.05 0.02 0.25 1.63 0.01
 -------- 02:00 0.04 0.02 0.22 1.58 0.00
 -------- 03:00 0.04 0.02 0.21 1.72 0.01
 12.01.13 04:00 0.05 0.01 0.20 1.69 ----
 -------- 05:00 0.04 0.01 0.22 1.70 0.00
 -------- 06:00 0.04 0.01 0.24 1.70 0.00
 -------- 07:00 0.09 0.01 0.25 1.70 0.01
 -------- 08:00 0.14 0.01 0.27 1.82 0.04
 12.01.13 09:00 0.14 0.02 0.28 1.77 0.06
 -------- 10:00 0.14 0.01 0.27 1.77 0.05
 -------- 11:00 0.15 0.02 0.26 1.68 0.07
