 Date Time CO SO2 NO2 CHX NO
 10.05.13 00:00 0.60 0.00 0.17 2.24 0.54
 -------- 01:00 0.40 0.00 0.26 2.16 0.37
 -------- 02:00 0.21 ---- 0.33 2.07 0.16
 -------- 03:00 0.02 ---- 0.15 1.45 0.01
 -------- 04:00 ---- ---- 0.08 1.42 0.00
 10.05.13 05:00 ---- ---- 0.09 1.46 0.00
 -------- 06:00 ---- ---- 0.10 1.45 0.01
 -------- 07:00 0.02 ---- 0.11 1.44 0.01
 -------- 08:00 0.02 0.00 0.10 1.47 0.01
 -------- 09:00 0.02 0.00 0.12 1.49 0.01
 10.05.13 10:00 0.02 0.00 0.13 1.46 0.01
 -------- 11:00 0.03 0.00 0.10 1.37 0.01
 -------- 12:00 0.04 0.00 0.07 1.34 0.01
 -------- 13:00 0.04 ---- 0.06 1.30 0.01
 -------- 14:00 0.06 ---- 0.05 1.28 0.01
 10.05.13 15:00 0.08 ---- 0.07 1.30 0.01
 -------- 16:00 0.10 ---- 0.07 1.30 0.01
 -------- 17:00 0.10 ---- 0.06 1.27 0.01
 -------- 18:00 0.11 ---- 0.07 1.28 0.01
 -------- 19:00 ---- ---- 0.08 1.29 0.01
 10.05.13 20:00 ---- ---- 0.10 1.31 0.01
 -------- 21:00 ---- ---- 0.15 1.34 0.01
 -------- 22:00 ---- ---- 0.12 1.34 0.00
 -------- 23:00 ---- ---- 0.23 1.42 0.01
 -------- 00:00 ---- ---- 0.20 1.40 0.00
 11.05.13 01:00 ---- ---- 0.13 1.36 0.01
 -------- 02:00 ---- ---- 0.09 1.36 0.00
 -------- 03:00 ---- ---- 0.10 1.40 0.01
 -------- 04:00 ---- ---- 0.10 1.39 0.00
 -------- 05:00 ---- ---- 0.08 1.40 0.01
 11.05.13 06:00 ---- 0.00 0.12 1.43 0.01
 -------- 07:00 0.05 ---- 0.17 1.45 0.01
 -------- 08:00 0.04 ---- 0.14 1.48 0.01
 -------- 09:00 0.04 0.00 0.18 1.48 0.01
 -------- 10:00 0.05 ---- 0.14 1.37 0.01
 11.05.13 11:00 0.04 ---- 0.11 1.35 0.01
 -------- 12:00 0.04 ---- 0.08 1.31 0.01
 -------- 13:00 0.05 ---- 0.05 1.28 0.01
 -------- 14:00 0.06 ---- 0.04 1.28 0.01
 -------- 15:00 0.08 ---- 0.04 1.29 0.01
 11.05.13 16:00 0.10 ---- 0.04 1.29 0.01
 -------- 17:00 0.10 ---- 0.05 1.27 0.01
 -------- 18:00 0.12 ---- 0.05 1.27 0.01
 -------- 19:00 0.02 ---- 0.07 1.29 0.01
 -------- 20:00 0.03 ---- 0.12 1.33 0.01
 11.05.13 21:00 0.06 ---- 0.33 1.46 0.03
 -------- 22:00 0.19 ---- 0.35 1.64 0.10
 -------- 23:00 0.11 ---- 0.33 1.53 0.03
