 Date Time CO SO2 NO2 CHX NO
 15.04.13 12:00 0.09 0.01 0.30 1.48 0.02
 -------- 13:00 0.07 0.01 0.26 1.43 0.01
 -------- 14:00 0.04 0.01 0.18 1.38 0.00
 -------- 15:00 0.03 0.01 0.14 1.37 ----
 -------- 16:00 0.04 0.00 0.17 1.39 0.01
 15.04.13 17:00 0.03 0.00 0.16 1.37 0.03
 -------- 18:00 0.02 0.00 0.13 1.37 ----
 -------- 19:00 0.02 0.00 0.17 1.40 ----
 -------- 20:00 0.05 0.00 0.37 1.48 0.02
 -------- 21:00 0.13 0.01 0.64 1.60 0.05
 15.04.13 22:00 0.11 0.01 0.54 1.58 0.04
 -------- 23:00 0.12 0.00 0.58 1.55 0.04
 -------- 00:00 0.19 0.01 0.60 1.75 0.14
 -------- 01:00 0.04 0.00 0.27 1.49 0.11
 -------- 02:00 0.02 0.00 0.17 1.41 ----
 16.04.13 03:00 ---- 0.00 0.12 1.46 ----
 -------- 04:00 ---- 0.00 0.12 1.44 ----
 -------- 05:00 0.02 0.00 0.15 1.45 ----
 -------- 06:00 0.03 0.00 0.29 1.47 ----
 -------- 07:00 0.09 0.00 0.47 1.53 0.05
 16.04.13 08:00 0.10 0.01 0.40 1.56 0.02
 -------- 09:00 0.08 0.00 0.36 1.54 0.03
 -------- 10:00 0.09 0.01 0.38 1.55 0.02
 -------- 11:00 0.09 0.01 0.43 1.57 0.04
 -------- 12:00 0.06 0.01 0.33 1.49 0.02
 16.04.13 13:00 0.04 0.00 0.17 1.43 0.01
 -------- 14:00 0.03 0.00 0.11 1.42 ----
 -------- 15:00 0.02 0.01 0.08 1.40 ----
 -------- 16:00 0.02 0.00 0.11 1.39 0.01
 -------- 17:00 0.02 0.00 0.12 1.39 0.02
 16.04.13 18:00 0.02 0.00 0.10 1.40 ----
 -------- 19:00 0.07 0.00 0.12 1.43 ----
 -------- 20:00 0.10 0.00 0.20 1.46 0.00
 -------- 21:00 0.11 0.00 0.27 1.49 0.02
 -------- 22:00 0.13 0.00 0.33 1.50 ----
 16.04.13 23:00 0.21 0.00 0.48 1.63 0.09
 -------- 00:00 0.28 0.01 0.39 1.81 0.31
 -------- 01:00 0.21 0.00 0.46 1.65 0.15
 -------- 02:00 0.16 0.00 0.50 1.61 0.03
 -------- 03:00 0.11 ---- 0.35 1.53 ----
 17.04.13 04:00 0.11 0.00 0.28 1.52 ----
 -------- 05:00 0.11 0.00 0.36 1.54 0.02
 -------- 06:00 0.14 0.00 0.41 1.60 0.04
 -------- 07:00 0.17 0.00 0.41 1.74 0.12
 -------- 08:00 0.25 0.00 0.34 1.79 0.15
 17.04.13 09:00 0.13 0.00 0.35 1.59 0.09
 -------- 10:00 0.10 0.00 0.34 1.60 0.04
 -------- 11:00 0.07 0.00 0.26 1.53 0.02
