 Date Time CO SO2 NO2 CHX NO
 07.12.12 12:00 0.03 0.00 0.19 1.41 0.01
 -------- 13:00 0.03 0.00 0.22 1.42 0.02
 -------- 14:00 0.04 0.00 0.23 1.44 0.03
 -------- 15:00 0.03 0.00 0.21 1.43 0.02
 -------- 16:00 0.04 0.00 0.24 1.46 0.02
 07.12.12 17:00 0.05 0.00 0.24 1.46 0.02
 -------- 18:00 0.08 0.01 0.27 1.56 0.09
 -------- 19:00 0.10 0.02 0.25 1.57 0.09
 -------- 20:00 0.08 0.02 0.22 1.57 0.06
 -------- 21:00 0.08 0.02 0.22 1.59 0.08
 07.12.12 22:00 0.07 0.01 0.20 1.58 0.07
 -------- 23:00 0.07 0.01 0.19 1.58 0.05
 -------- 00:00 0.05 0.00 0.19 1.56 0.03
 -------- 01:00 0.04 0.00 0.19 1.63 0.01
 -------- 02:00 0.06 0.01 0.20 1.68 0.03
 08.12.12 03:00 0.05 0.00 0.19 1.64 0.02
 -------- 04:00 0.05 0.00 0.18 1.70 0.01
 -------- 05:00 0.05 0.00 0.19 1.69 0.02
 -------- 06:00 0.07 0.00 0.19 1.72 0.04
 -------- 07:00 0.08 0.01 0.20 1.67 0.07
 08.12.12 08:00 0.08 0.01 0.21 1.74 0.10
 -------- 09:00 0.11 0.01 0.22 1.79 0.12
 -------- 10:00 0.12 0.02 0.24 1.93 0.17
 -------- 11:00 0.13 0.02 0.23 1.83 0.18
 -------- 12:00 0.11 0.01 0.19 1.58 0.13
 08.12.12 13:00 0.09 0.01 0.19 1.60 0.11
 -------- 14:00 0.11 0.01 0.20 1.64 0.14
 -------- 15:00 0.11 0.00 0.20 1.65 0.14
 -------- 16:00 0.08 0.00 0.19 1.63 0.09
 -------- 17:00 0.07 0.00 0.19 1.60 0.09
 08.12.12 18:00 0.07 0.00 0.19 1.62 0.09
 -------- 19:00 0.06 0.00 0.19 1.62 0.08
 -------- 20:00 0.06 0.00 0.18 1.64 0.08
 -------- 21:00 0.08 0.00 0.19 1.67 0.12
 -------- 22:00 0.09 0.00 0.19 1.68 0.12
 08.12.12 23:00 0.09 0.00 0.17 1.66 0.14
 -------- 00:00 0.08 0.00 0.16 1.64 0.12
 -------- 01:00 0.11 0.00 0.19 1.76 0.18
 -------- 02:00 0.13 0.00 0.21 1.83 0.24
 -------- 03:00 0.11 0.00 0.20 1.78 0.19
 09.12.12 04:00 0.08 0.00 0.20 1.80 0.15
 -------- 05:00 0.07 0.00 0.19 1.76 0.13
 -------- 06:00 0.06 0.00 0.19 1.72 0.13
 -------- 07:00 0.03 0.00 0.18 1.62 0.09
 -------- 08:00 0.02 0.00 0.16 1.55 0.05
 09.12.12 09:00 ---- 0.00 0.17 1.49 0.02
 -------- 10:00 0.02 0.00 0.17 1.43 0.00
