 Date Time CO SO2 NO2 CHX NO
 16.03.13 12:00 0.09 0.00 0.26 1.46 0.04
 -------- 13:00 0.07 0.01 0.22 1.43 0.02
 -------- 14:00 0.05 0.01 0.11 1.42 ----
 -------- 15:00 0.06 0.01 0.12 1.44 ----
 -------- 16:00 0.06 0.00 0.12 1.47 ----
 16.03.13 17:00 0.06 0.00 0.14 1.44 0.00
 -------- 18:00 0.06 0.00 0.12 1.43 ----
 -------- 19:00 0.09 0.00 0.13 1.44 ----
 -------- 20:00 0.10 0.00 0.12 1.43 ----
 -------- 21:00 0.10 0.00 0.11 1.44 ----
 16.03.13 22:00 0.10 0.00 0.13 1.44 ----
 -------- 23:00 0.10 0.00 0.12 1.44 ----
 -------- 00:00 0.10 0.00 0.17 1.44 ----
 -------- 01:00 0.09 0.00 0.14 1.43 ----
 -------- 02:00 0.08 0.00 0.13 1.43 ----
 17.03.13 03:00 0.08 0.00 0.11 1.41 ----
 -------- 04:00 0.08 0.01 0.09 1.39 ----
 -------- 05:00 0.08 0.00 0.09 1.39 ----
 -------- 06:00 0.08 0.00 0.09 1.38 ----
 -------- 07:00 0.06 0.01 0.09 1.38 ----
 17.03.13 08:00 0.05 0.00 0.09 1.38 ----
 -------- 09:00 0.06 0.00 0.12 1.38 ----
 -------- 10:00 0.06 0.00 0.12 1.38 ----
 -------- 11:00 0.06 0.00 0.12 1.39 ----
 -------- 12:00 0.06 0.01 0.12 1.39 ----
 17.03.13 13:00 0.06 0.00 0.11 1.39 ----
 -------- 14:00 0.06 0.00 0.11 1.38 ----
 -------- 15:00 0.06 0.01 0.11 1.38 ----
 -------- 16:00 0.06 0.00 0.12 1.39 ----
 -------- 17:00 0.06 0.01 0.17 1.39 ----
 17.03.13 18:00 0.06 0.00 0.19 1.40 ----
 -------- 19:00 0.05 0.00 0.23 1.41 ----
 -------- 20:00 0.05 0.00 0.25 1.44 ----
 -------- 21:00 0.04 0.00 0.18 1.42 ----
 -------- 22:00 0.04 0.00 0.23 1.44 ----
 17.03.13 23:00 0.04 0.00 0.25 1.43 ----
 -------- 00:00 0.04 0.00 0.20 1.41 0.00
 -------- 01:00 0.05 0.00 0.26 1.45 0.01
 -------- 02:00 0.06 0.00 0.26 1.45 0.00
 -------- 03:00 0.05 0.00 0.26 1.44 0.01
 18.03.13 04:00 0.06 0.00 0.31 1.46 ----
 -------- 05:00 0.07 0.00 0.32 1.47 0.02
 -------- 06:00 0.06 0.00 0.32 1.46 ----
 -------- 07:00 0.09 0.00 0.39 1.52 0.02
 -------- 08:00 0.12 0.00 0.42 1.62 0.07
 18.03.13 09:00 0.13 0.00 0.40 1.62 0.10
 -------- 10:00 0.11 0.01 0.36 1.57 0.09
 -------- 11:00 0.11 0.01 0.36 1.55 0.10
