 Date Time CO SO2 NO2 CHX NO
 03.11.12 00:00 0.02 0.00 0.16 1.43 0.03
 -------- 01:00 0.02 0.00 0.13 1.39 0.03
 -------- 02:00 0.02 0.00 0.10 1.40 0.03
 -------- 03:00 0.02 0.00 0.05 1.42 0.02
 -------- 04:00 0.02 0.01 0.05 1.43 0.02
 03.11.12 05:00 0.02 0.00 0.06 1.42 0.02
 -------- 06:00 0.02 0.00 0.11 1.41 0.03
 -------- 07:00 0.02 0.00 0.14 1.39 0.03
 -------- 08:00 0.04 0.00 0.14 1.40 0.03
 -------- 09:00 0.04 0.00 0.18 1.41 0.03
 03.11.12 10:00 0.05 0.00 0.24 1.42 0.05
 -------- 11:00 0.05 0.00 0.29 1.44 0.06
 -------- 12:00 0.04 0.00 0.25 1.58 0.05
 -------- 13:00 0.04 0.00 0.22 1.48 0.05
 -------- 14:00 0.04 0.00 0.16 1.44 0.04
 03.11.12 15:00 0.04 0.00 0.17 1.44 0.04
 -------- 16:00 0.05 0.00 0.18 1.40 0.04
 -------- 17:00 0.05 0.00 0.20 1.41 0.04
 -------- 18:00 0.06 0.00 0.21 1.42 0.05
 -------- 19:00 0.06 0.00 0.21 1.43 0.05
 03.11.12 20:00 0.06 0.00 0.11 1.41 0.03
 -------- 21:00 0.05 0.00 0.07 1.40 0.03
 -------- 22:00 0.04 0.00 0.03 1.39 0.03
 -------- 23:00 0.04 0.00 0.02 1.39 0.02
 -------- 00:00 0.04 0.00 0.02 1.39 0.02
 04.11.12 01:00 0.04 0.00 0.03 1.40 0.02
 -------- 02:00 0.04 0.00 0.02 1.40 0.02
 -------- 03:00 0.04 0.00 ---- 1.41 0.02
 -------- 04:00 0.04 0.00 ---- 1.39 0.02
 -------- 05:00 0.04 0.00 ---- 1.39 0.02
 04.11.12 06:00 0.04 0.00 ---- 1.39 0.02
 -------- 07:00 0.05 0.00 ---- 1.38 0.02
 -------- 08:00 0.08 0.00 0.01 1.37 0.02
 -------- 09:00 0.08 0.00 ---- 1.38 0.02
 -------- 10:00 0.08 0.00 0.01 1.38 0.02
 04.11.12 11:00 0.08 0.00 ---- 1.37 0.02
 -------- 12:00 0.08 0.00 ---- 1.36 0.02
 -------- 13:00 0.08 0.00 ---- 1.35 0.02
 -------- 14:00 0.08 0.00 ---- 1.34 0.02
 -------- 15:00 0.10 0.00 0.01 1.35 0.02
 04.11.12 16:00 0.09 0.00 0.01 1.35 0.02
 -------- 17:00 0.08 0.00 ---- 1.35 0.02
 -------- 18:00 0.08 0.00 ---- 1.35 0.02
 -------- 19:00 0.06 0.00 0.01 1.36 0.02
 -------- 20:00 ---- 0.00 0.01 1.35 0.02
 04.11.12 21:00 ---- 0.00 0.01 1.36 0.02
 -------- 22:00 ---- 0.00 0.01 1.36 0.02
 -------- 23:00 ---- 0.00 ---- 1.35 0.02
 -------- 00:00 ---- 0.00 ---- 1.35 0.02
