 Date Time CO SO2 NO2 CHX NO
 23.03.13 00:00 0.04 0.00 0.17 1.38 ----
 -------- 01:00 0.05 0.00 0.20 1.39 ----
 -------- 02:00 0.06 0.01 0.23 1.42 ----
 -------- 03:00 0.06 0.01 0.22 1.42 ----
 -------- 04:00 0.05 0.01 0.19 1.41 ----
 23.03.13 05:00 0.05 0.01 0.21 1.42 ----
 -------- 06:00 0.04 0.01 0.25 1.43 ----
 -------- 07:00 0.04 0.01 0.26 1.43 ----
 -------- 08:00 0.04 0.01 0.28 1.44 0.01
 -------- 09:00 0.06 0.01 0.28 1.47 0.03
 23.03.13 10:00 0.06 0.02 0.27 1.46 0.04
 -------- 11:00 0.04 0.01 0.23 1.42 0.03
 -------- 12:00 0.04 0.01 0.19 1.41 0.02
 -------- 13:00 0.04 0.01 0.17 1.40 0.01
 -------- 14:00 0.02 0.01 0.12 1.38 ----
 23.03.13 15:00 0.02 0.01 0.14 1.38 ----
 -------- 16:00 0.03 0.00 0.13 1.39 ----
 -------- 17:00 0.02 0.00 0.13 1.39 ----
 -------- 18:00 0.02 0.01 0.15 1.39 ----
 -------- 19:00 0.03 0.00 0.14 1.39 ----
 23.03.13 20:00 0.03 0.01 0.13 1.38 ----
 -------- 21:00 0.04 0.00 0.16 1.41 ----
 -------- 22:00 0.04 0.00 0.17 1.41 ----
 -------- 23:00 0.04 0.01 0.16 1.41 ----
 -------- 00:00 0.03 0.00 0.15 1.39 ----
 24.03.13 01:00 0.02 0.00 0.15 1.38 ----
 -------- 02:00 0.02 0.01 0.12 1.37 ----
 -------- 03:00 0.02 0.00 0.11 1.38 ----
 -------- 04:00 0.02 0.01 0.08 1.37 ----
 -------- 05:00 0.02 0.00 0.08 1.36 ----
 24.03.13 06:00 0.02 0.00 0.09 1.36 ----
 -------- 07:00 0.04 0.01 0.09 1.36 ----
 -------- 08:00 0.06 0.00 0.09 1.36 ----
 -------- 09:00 0.06 0.00 0.09 1.36 ----
 -------- 10:00 0.06 0.00 0.12 1.37 ----
 24.03.13 11:00 0.06 0.00 0.13 1.37 ----
 -------- 12:00 0.06 0.01 0.12 1.37 ----
 -------- 13:00 0.06 0.00 0.12 1.37 ----
 -------- 14:00 0.06 0.00 0.12 1.37 ----
 -------- 15:00 0.06 0.00 0.12 1.38 0.01
 24.03.13 16:00 0.06 0.00 0.13 1.37 ----
 -------- 17:00 0.06 0.00 0.13 1.37 ----
 -------- 18:00 0.06 0.00 0.14 1.37 ----
 -------- 19:00 0.05 0.01 0.14 1.36 ----
 -------- 20:00 0.06 0.00 0.14 1.38 ----
 24.03.13 21:00 0.06 0.00 0.14 1.37 ----
 -------- 22:00 0.06 0.00 0.14 1.36 ----
 -------- 23:00 0.05 0.00 0.13 1.37 0.02
