 Date Time CO SO2 NO2 CHX NO
 26.11.12 00:00 0.02 0.00 0.17 1.48 ----
 -------- 01:00 0.02 0.00 0.18 1.47 ----
 -------- 02:00 0.02 0.00 0.16 1.47 0.00
 -------- 03:00 0.02 0.00 0.17 1.48 ----
 -------- 04:00 0.02 0.00 0.17 1.51 ----
 26.11.12 05:00 0.02 0.00 0.17 1.49 0.00
 -------- 06:00 0.05 0.00 0.18 1.51 0.02
 -------- 07:00 0.08 0.00 0.17 1.51 0.03
 -------- 08:00 0.08 0.00 0.17 1.51 0.03
 -------- 09:00 0.08 0.00 0.16 1.52 0.04
 26.11.12 10:00 0.08 0.00 0.15 1.53 0.05
 -------- 11:00 0.08 0.00 0.14 1.52 0.04
 -------- 12:00 0.08 0.00 0.14 1.52 0.03
 -------- 13:00 0.08 0.00 0.14 1.55 0.04
 -------- 14:00 0.10 0.00 0.14 1.61 0.06
 26.11.12 15:00 0.09 0.00 0.15 1.62 0.05
 -------- 16:00 0.10 0.00 0.15 1.55 0.06
 -------- 17:00 0.09 0.00 0.14 1.54 0.05
 -------- 18:00 0.08 0.00 0.14 1.57 0.05
 -------- 19:00 0.04 0.00 0.13 1.54 0.04
 26.11.12 20:00 0.04 0.00 0.13 1.54 0.04
 -------- 21:00 0.03 0.00 0.11 1.50 0.02
 -------- 22:00 0.02 0.00 0.11 1.51 0.01
 -------- 23:00 0.02 0.00 0.11 1.48 0.01
 -------- 00:00 0.02 0.00 0.11 1.47 0.00
 27.11.12 01:00 ---- 0.00 0.09 1.56 ----
 -------- 02:00 0.02 0.00 0.09 1.68 ----
 -------- 03:00 0.02 0.00 0.10 1.53 ----
 -------- 04:00 0.02 0.00 0.10 1.51 ----
 -------- 05:00 0.02 0.00 0.10 1.49 ----
 27.11.12 06:00 0.05 0.00 0.13 1.48 0.01
 -------- 07:00 0.11 0.00 0.14 1.51 0.04
 -------- 08:00 0.11 0.00 0.15 1.52 0.05
 -------- 09:00 0.11 0.00 0.16 1.53 0.06
 -------- 10:00 0.10 0.00 0.14 1.52 0.06
 27.11.12 11:00 0.10 0.00 0.14 1.51 0.05
 -------- 12:00 0.10 0.00 0.15 1.53 0.05
 -------- 13:00 0.09 0.00 0.14 1.51 0.03
 -------- 14:00 0.09 0.00 0.15 1.49 0.02
 -------- 15:00 0.09 0.00 0.14 1.46 0.01
 27.11.12 16:00 0.09 0.00 0.15 1.46 0.01
 -------- 17:00 0.09 0.00 0.16 1.47 0.01
 -------- 18:00 0.06 0.00 0.17 1.46 0.01
 -------- 19:00 0.02 0.00 0.16 1.45 ----
 -------- 20:00 0.02 0.00 0.19 1.48 0.02
 27.11.12 21:00 0.03 0.00 0.19 1.48 0.02
 -------- 22:00 0.02 0.00 0.17 1.45 ----
