 Date Time CO SO2 NO2 CHX NO
 10.12.12 12:00 0.11 0.02 0.23 1.70 0.16
 -------- 13:00 0.11 0.01 0.23 1.85 0.16
 -------- 14:00 0.13 0.01 0.24 1.80 0.17
 -------- 15:00 0.11 0.01 0.26 1.73 0.18
 -------- 16:00 0.11 0.02 0.25 1.68 0.14
 10.12.12 17:00 0.09 0.01 0.21 1.62 0.09
 -------- 18:00 0.06 0.00 0.18 1.52 0.03
 -------- 19:00 0.06 0.00 0.19 1.51 0.02
 -------- 20:00 0.03 0.00 0.19 1.45 0.02
 -------- 21:00 0.02 0.00 0.14 1.40 ----
 10.12.12 22:00 ---- 0.00 0.13 1.40 ----
 -------- 23:00 ---- 0.00 0.13 1.40 ----
 -------- 00:00 ---- 0.00 0.11 1.40 ----
 -------- 01:00 ---- 0.00 0.10 1.38 ----
 -------- 02:00 ---- 0.00 0.13 1.38 0.02
 11.12.12 03:00 ---- 0.00 0.10 1.38 0.03
 -------- 04:00 ---- 0.00 0.09 1.36 ----
 -------- 05:00 ---- 0.00 0.10 1.36 ----
 -------- 06:00 0.05 0.00 0.13 1.38 ----
 -------- 07:00 0.08 0.00 0.14 1.37 ----
 11.12.12 08:00 0.07 0.00 0.17 1.37 ----
 -------- 09:00 0.06 0.00 0.16 1.38 ----
 -------- 10:00 0.07 0.00 0.19 1.39 ----
 -------- 11:00 0.08 0.00 0.19 1.39 ----
 -------- 12:00 0.08 0.00 0.18 1.40 ----
 11.12.12 13:00 0.07 0.00 0.16 1.39 0.00
 -------- 14:00 0.08 0.00 0.20 1.40 0.01
 -------- 15:00 0.08 0.00 0.27 1.41 0.01
 -------- 16:00 0.08 0.00 0.24 1.41 0.00
 -------- 17:00 0.08 0.00 0.21 1.40 ----
 11.12.12 18:00 0.06 0.00 0.22 1.41 0.00
 -------- 19:00 0.04 0.00 0.24 1.45 0.01
 -------- 20:00 0.03 0.00 0.24 1.45 0.01
 -------- 21:00 0.02 0.00 0.22 1.44 0.01
 -------- 22:00 0.02 0.00 0.24 1.43 0.00
 11.12.12 23:00 0.03 0.00 0.25 1.44 0.01
 -------- 00:00 0.02 0.00 0.24 1.44 ----
 -------- 01:00 0.02 0.00 0.24 1.44 ----
 -------- 02:00 0.02 0.00 0.24 1.43 ----
 -------- 03:00 0.02 0.00 0.22 1.42 0.00
 12.12.12 04:00 ---- 0.00 0.23 1.43 ----
 -------- 05:00 0.02 0.00 0.25 1.44 0.01
 -------- 06:00 ---- 0.00 0.26 1.44 0.01
 -------- 07:00 ---- 0.00 0.25 1.46 0.01
 -------- 08:00 0.02 0.00 0.26 1.50 0.03
 12.12.12 09:00 0.02 0.01 0.25 1.50 0.04
 -------- 10:00 ---- 0.01 0.23 1.50 0.05
