 Date Time CO SO2 NO2 CHX NO
 11.04.13 07:00 0.10 0.01 0.45 1.62 0.15
 -------- 08:00 0.10 0.03 0.42 1.57 0.14
 -------- 09:00 0.09 0.05 0.38 1.55 0.10
 -------- 10:00 0.08 0.03 0.35 1.53 0.08
 -------- 11:00 0.03 0.02 0.22 1.44 0.02
 11.04.13 12:00 0.02 0.01 0.17 1.38 0.01
 -------- 13:00 0.02 0.00 0.11 1.33 ----
 -------- 14:00 0.03 0.00 0.12 1.34 ----
 -------- 15:00 0.04 0.00 0.12 1.34 ----
 -------- 16:00 0.04 0.02 0.18 1.34 0.01
 11.04.13 17:00 0.05 0.06 0.39 1.39 0.04
 -------- 18:00 0.05 0.05 0.46 1.39 0.04
 -------- 19:00 0.06 0.04 0.47 1.42 0.02
 -------- 20:00 0.09 0.02 0.52 1.46 0.00
 -------- 21:00 0.13 0.01 0.61 1.57 0.04
 11.04.13 22:00 0.17 0.01 0.57 1.68 0.16
 -------- 23:00 0.22 0.01 0.53 1.81 0.25
 -------- 00:00 0.12 0.03 0.57 1.75 0.07
 -------- 01:00 0.09 0.00 0.52 1.59 0.08
 -------- 02:00 0.09 0.00 0.54 1.57 0.04
 12.04.13 03:00 0.06 0.00 0.48 1.58 ----
 -------- 04:00 0.08 0.00 0.46 1.62 ----
 -------- 05:00 0.07 0.00 0.49 1.76 0.03
 -------- 06:00 0.10 0.01 0.50 1.95 0.13
 -------- 07:00 0.13 0.01 0.47 1.79 0.18
 12.04.13 08:00 0.11 0.01 0.47 1.62 0.12
 -------- 09:00 0.10 0.01 0.45 1.58 0.11
 -------- 10:00 0.10 0.02 0.41 1.61 0.09
 -------- 11:00 0.09 0.02 0.39 1.59 0.09
 -------- 12:00 0.07 0.02 0.32 1.51 0.04
 12.04.13 13:00 0.05 0.01 0.19 1.41 0.01
 -------- 14:00 0.04 0.00 0.13 1.36 ----
 -------- 15:00 0.04 0.00 0.11 1.35 ----
 -------- 16:00 0.04 0.00 0.13 1.34 ----
 -------- 17:00 0.04 0.00 0.15 1.35 0.01
 12.04.13 18:00 0.04 0.01 0.12 1.34 ----
 -------- 19:00 0.05 0.00 0.15 1.34 ----
 -------- 20:00 0.06 0.00 0.27 1.38 ----
 -------- 21:00 0.11 0.00 0.47 1.47 0.01
 -------- 22:00 0.17 0.01 0.54 1.59 0.16
 12.04.13 23:00 0.17 0.01 0.55 1.60 0.16
 -------- 00:00 0.17 0.00 0.51 1.61 0.18
 -------- 01:00 0.23 0.00 0.49 1.73 0.22
 -------- 02:00 0.12 0.00 0.55 1.75 0.11
 -------- 03:00 0.12 0.00 0.53 1.67 0.09
 13.04.13 04:00 0.06 0.00 0.47 1.57 0.01
 -------- 05:00 0.07 0.00 0.49 1.60 0.04
 -------- 06:00 0.10 0.00 0.50 1.72 0.09
 -------- 07:00 0.16 0.00 0.43 1.93 0.22
