 Date Time CO SO2 NO2 CHX NO
 07.04.13 00:00 0.02 0.00 0.20 1.52 ----
 -------- 01:00 ---- 0.00 0.19 1.47 0.00
 -------- 02:00 ---- 0.00 0.16 1.51 ----
 -------- 03:00 ---- 0.00 0.13 1.53 ----
 -------- 04:00 ---- 0.00 0.12 1.50 ----
 07.04.13 05:00 ---- 0.00 0.16 1.56 ----
 -------- 06:00 ---- 0.00 0.15 1.54 ----
 -------- 07:00 0.03 0.00 0.16 1.54 ----
 -------- 08:00 0.04 0.00 0.18 1.67 ----
 -------- 09:00 0.03 0.00 0.15 1.58 ----
 07.04.13 10:00 0.02 0.00 0.13 1.53 ----
 -------- 11:00 0.02 0.00 0.16 1.63 0.00
 -------- 12:00 0.02 0.00 0.14 1.43 ----
 -------- 13:00 0.02 0.00 0.15 1.44 ----
 -------- 14:00 0.02 0.00 0.14 1.54 ----
 07.04.13 15:00 0.02 0.00 0.16 1.56 0.00
 -------- 16:00 0.02 0.00 0.16 1.42 ----
 -------- 17:00 0.02 0.00 0.15 1.37 ----
 -------- 18:00 0.02 0.00 0.16 1.43 ----
 -------- 19:00 0.04 0.00 0.13 1.37 ----
 07.04.13 20:00 0.04 0.00 0.17 1.47 ----
 -------- 21:00 0.05 0.00 0.16 1.40 ----
 -------- 22:00 0.04 0.00 0.15 1.39 ----
 -------- 23:00 0.04 0.00 0.18 1.40 ----
 -------- 00:00 0.04 0.00 0.23 1.40 ----
 08.04.13 01:00 0.04 0.00 0.19 1.41 ----
 -------- 02:00 0.05 0.01 0.19 1.42 ----
 -------- 03:00 0.06 0.00 0.29 1.46 0.00
 -------- 04:00 0.09 0.01 0.44 1.56 0.04
 -------- 05:00 0.09 0.00 0.44 1.60 0.06
 08.04.13 06:00 0.08 0.00 0.42 1.59 0.06
 -------- 07:00 0.13 0.00 0.38 1.61 0.12
 -------- 08:00 0.15 0.00 0.36 1.57 0.12
 -------- 09:00 0.10 0.00 0.28 1.47 0.07
 -------- 10:00 0.07 0.00 0.20 1.40 0.01
 08.04.13 11:00 0.06 0.00 0.19 1.40 0.02
 -------- 12:00 0.06 0.03 0.17 1.38 0.01
 -------- 13:00 0.05 0.03 0.15 1.35 0.01
 -------- 14:00 0.07 0.02 0.16 1.36 0.00
 -------- 15:00 0.06 0.00 0.12 1.34 ----
 08.04.13 16:00 0.06 0.00 0.11 1.33 ----
 -------- 17:00 0.07 0.01 0.12 1.33 ----
 -------- 18:00 0.06 0.02 0.09 1.32 ----
 -------- 19:00 0.04 0.00 0.11 1.34 ----
 -------- 20:00 0.04 0.00 0.13 1.34 ----
 08.04.13 21:00 0.05 0.00 0.23 1.41 ----
 -------- 22:00 0.08 0.00 0.38 1.44 0.07
 -------- 23:00 0.14 0.00 0.49 1.51 0.13
