 Date Time CO SO2 NO2 CHX NO
 06.03.13 00:00 0.14 0.01 0.51 1.59 0.14
 -------- 01:00 0.13 0.00 0.49 1.59 0.12
 -------- 02:00 0.11 0.00 0.47 1.57 0.06
 -------- 03:00 0.11 0.00 0.49 1.63 0.06
 -------- 04:00 0.09 0.00 0.46 1.55 0.02
 06.03.13 05:00 0.09 0.00 0.46 1.56 0.04
 -------- 06:00 0.07 0.00 0.42 1.52 0.02
 -------- 07:00 0.08 0.00 0.43 1.51 0.02
 -------- 08:00 0.10 0.00 0.43 1.53 0.03
 -------- 09:00 0.11 0.01 0.42 1.54 0.06
 06.03.13 10:00 0.11 0.01 0.40 1.54 0.08
 -------- 11:00 0.10 0.01 0.37 1.54 0.08
 -------- 12:00 0.10 0.01 0.35 1.54 0.06
 -------- 13:00 0.09 0.01 0.33 1.51 0.07
 -------- 14:00 0.07 0.01 0.28 1.49 0.03
 06.03.13 15:00 0.06 0.01 0.27 1.48 0.02
 -------- 16:00 0.05 0.01 0.20 1.43 0.01
 -------- 17:00 0.05 0.01 0.19 1.43 ----
 -------- 18:00 0.08 0.01 0.22 1.44 ----
 -------- 19:00 0.06 0.01 0.23 1.43 ----
 06.03.13 20:00 0.04 0.01 0.21 1.41 ----
 -------- 21:00 0.04 0.01 0.18 1.41 ----
 -------- 22:00 0.04 0.01 0.18 1.42 ----
 -------- 23:00 0.04 0.01 0.16 1.40 ----
 -------- 00:00 0.04 0.01 0.12 1.40 ----
 07.03.13 01:00 0.03 0.01 0.11 1.48 ----
 -------- 02:00 0.02 0.01 0.09 1.43 ----
 -------- 03:00 0.04 0.01 0.08 1.40 ----
 -------- 04:00 0.04 0.01 0.10 1.39 ----
 -------- 05:00 0.04 0.01 0.10 1.38 ----
 07.03.13 06:00 0.04 0.01 0.10 1.40 ----
 -------- 07:00 0.07 0.01 0.14 1.41 ----
 -------- 08:00 0.09 0.01 0.18 1.43 ----
 -------- 09:00 0.09 0.01 0.20 1.43 ----
 -------- 10:00 0.08 0.01 0.15 1.40 ----
 07.03.13 11:00 0.06 0.01 0.14 1.38 ----
 -------- 12:00 0.06 0.01 0.10 1.37 ----
 -------- 13:00 0.06 0.00 0.07 1.35 ----
 -------- 14:00 0.06 0.00 0.07 1.35 ----
 -------- 15:00 0.06 0.00 0.10 1.36 ----
 07.03.13 16:00 0.06 0.00 0.09 1.36 ----
 -------- 17:00 0.06 0.00 0.09 1.36 ----
 -------- 18:00 0.06 0.00 0.10 1.37 ----
 -------- 19:00 0.06 0.00 0.12 1.38 ----
 -------- 20:00 0.06 0.00 0.15 1.38 ----
 07.03.13 21:00 0.06 0.00 0.16 1.39 ----
 -------- 22:00 0.07 0.00 0.24 1.42 ----
 -------- 23:00 0.06 0.00 0.22 1.41 ----
