 Date Time CO SO2 NO2 CHX NO
 20.03.13 00:00 0.04 0.00 0.38 1.46 0.01
 -------- 01:00 0.03 0.00 0.37 1.47 ----
 -------- 02:00 0.02 0.00 0.28 1.45 ----
 -------- 03:00 0.02 0.01 0.32 1.48 ----
 -------- 04:00 0.02 0.01 0.37 1.52 ----
 20.03.13 05:00 0.02 0.00 0.37 1.54 ----
 -------- 06:00 0.03 0.01 0.39 1.53 ----
 -------- 07:00 0.07 0.01 0.43 1.59 0.03
 -------- 08:00 0.10 0.01 0.45 1.58 0.06
 -------- 09:00 0.10 0.01 0.41 1.58 0.07
 20.03.13 10:00 0.11 0.01 0.37 1.93 0.06
 -------- 11:00 0.08 0.01 0.30 2.84 0.04
 -------- 12:00 0.07 0.01 0.24 1.61 0.02
 -------- 13:00 0.06 0.00 0.21 1.58 0.02
 -------- 14:00 0.06 0.00 0.21 1.59 0.02
 20.03.13 15:00 0.06 0.01 0.25 1.50 0.02
 -------- 16:00 0.06 0.01 0.25 1.46 0.01
 -------- 17:00 0.06 0.00 0.23 1.44 0.01
 -------- 18:00 0.06 0.00 0.19 1.44 ----
 -------- 19:00 0.07 0.00 0.22 1.45 ----
 20.03.13 20:00 0.06 0.00 0.21 1.45 ----
 -------- 21:00 0.06 0.00 0.21 1.46 ----
 -------- 22:00 0.06 0.00 0.22 1.47 ----
 -------- 23:00 0.05 0.00 0.28 1.46 ----
 -------- 00:00 0.04 0.00 0.28 1.47 ----
 21.03.13 01:00 0.04 0.00 0.25 1.56 ----
 -------- 02:00 0.04 0.00 0.22 1.62 ----
 -------- 03:00 0.03 0.00 0.19 1.58 ----
 -------- 04:00 0.03 0.00 0.18 1.50 ----
 -------- 05:00 0.03 0.00 0.17 1.45 ----
 21.03.13 06:00 0.03 0.00 0.20 1.44 ----
 -------- 07:00 0.02 0.00 0.23 1.47 ----
 -------- 08:00 0.02 0.00 0.25 1.53 ----
 -------- 09:00 0.03 0.00 0.26 1.51 0.01
 -------- 10:00 0.02 0.00 0.24 1.49 0.02
 21.03.13 11:00 0.03 0.01 0.24 1.56 0.03
 -------- 12:00 0.03 0.01 0.22 1.51 0.03
 -------- 13:00 0.02 0.01 0.20 1.49 0.02
 -------- 14:00 0.02 0.01 0.19 1.47 0.02
 -------- 15:00 0.02 0.01 0.18 1.45 0.01
 21.03.13 16:00 0.02 0.00 0.16 1.44 0.00
 -------- 17:00 0.02 0.00 0.17 1.45 ----
 -------- 18:00 0.02 0.00 0.19 1.43 ----
 -------- 19:00 0.03 0.00 0.19 1.42 ----
 -------- 20:00 0.04 0.00 0.23 1.42 ----
 21.03.13 21:00 0.03 0.01 0.20 1.59 ----
 -------- 22:00 0.04 0.01 0.22 1.57 ----
 -------- 23:00 0.04 0.00 0.24 1.53 ----
