 Date Time CO SO2 NO2 CHX NO
 14.12.12 12:00 0.02 0.01 0.21 1.44 0.02
 -------- 13:00 0.02 0.00 0.21 1.42 0.02
 -------- 14:00 0.03 0.00 0.23 1.43 0.02
 -------- 15:00 0.02 0.00 0.25 1.44 0.02
 -------- 16:00 0.02 0.00 0.28 1.44 0.01
 14.12.12 17:00 0.02 0.00 0.26 1.43 0.00
 -------- 18:00 0.03 0.00 0.28 1.44 0.00
 -------- 19:00 0.04 0.00 0.28 1.43 0.01
 -------- 20:00 0.03 0.00 0.27 1.44 0.00
 -------- 21:00 0.03 0.00 0.29 1.44 0.01
 14.12.12 22:00 0.02 0.00 0.23 1.43 ----
 -------- 23:00 0.02 0.00 0.25 1.44 0.00
 -------- 00:00 0.02 0.00 0.24 1.44 ----
 -------- 01:00 0.02 0.00 0.23 1.44 ----
 -------- 02:00 ---- 0.00 0.22 1.44 ----
 15.12.12 03:00 0.02 0.00 0.20 1.45 ----
 -------- 04:00 ---- 0.00 0.19 1.45 ----
 -------- 05:00 ---- 0.01 0.21 1.46 ----
 -------- 06:00 0.02 0.01 0.21 1.47 ----
 -------- 07:00 ---- 0.01 0.21 1.48 0.00
 15.12.12 08:00 0.03 0.01 0.25 1.50 0.02
 -------- 09:00 0.02 0.01 0.26 1.51 0.03
 -------- 10:00 0.03 0.01 0.24 1.53 0.05
 -------- 11:00 0.03 0.01 0.23 1.55 0.06
 -------- 12:00 0.03 0.01 0.23 1.54 0.06
 15.12.12 13:00 0.03 0.01 0.23 1.59 0.06
 -------- 14:00 0.04 0.01 0.25 1.54 0.05
 -------- 15:00 0.03 0.01 0.27 1.54 0.06
 -------- 16:00 0.05 0.01 0.32 1.53 0.05
 -------- 17:00 0.04 0.01 0.32 1.53 0.04
 15.12.12 18:00 0.05 0.01 0.30 1.53 0.02
 -------- 19:00 0.05 0.01 0.29 1.54 0.02
 -------- 20:00 0.04 0.01 0.28 1.55 0.02
 -------- 21:00 0.03 0.01 0.27 1.55 0.01
 -------- 22:00 0.02 0.01 0.28 1.55 0.02
 15.12.12 23:00 0.02 0.01 0.26 1.54 0.01
 -------- 00:00 0.02 0.01 0.25 1.56 0.01
 -------- 01:00 0.02 0.01 0.23 1.56 ----
 -------- 02:00 0.02 0.01 0.21 1.56 ----
 -------- 03:00 0.02 0.01 0.23 1.56 ----
 16.12.12 04:00 0.02 0.01 0.23 1.57 0.01
 -------- 05:00 0.03 0.01 0.24 1.58 0.01
 -------- 06:00 0.06 0.01 0.25 1.58 0.02
 -------- 07:00 0.08 0.01 0.26 1.60 0.04
 -------- 08:00 0.09 0.01 0.26 1.61 0.05
 16.12.12 09:00 0.07 0.01 0.25 1.62 0.05
 -------- 10:00 0.06 0.01 0.24 1.61 0.05
