 Date Time CO SO2 NO2 CHX NO
 15.11.12 12:00 ---- ---- ---- 1.38 ----
 -------- 13:00 0.03 0.00 0.14 1.38 ----
 -------- 14:00 0.03 0.00 0.15 1.37 ----
 -------- 15:00 0.02 0.00 0.16 1.37 0.01
 -------- 16:00 0.02 0.00 0.15 1.36 ----
 15.11.12 17:00 0.02 0.00 0.15 1.36 ----
 -------- 18:00 0.02 0.00 0.14 1.35 ----
 -------- 19:00 0.02 0.00 0.13 1.35 ----
 -------- 20:00 0.03 0.00 0.13 1.46 ----
 -------- 21:00 0.02 0.00 0.13 1.50 ----
 15.11.12 22:00 0.02 0.00 0.12 1.51 ----
 -------- 23:00 0.02 0.00 0.09 1.50 ----
 -------- 00:00 0.02 0.00 0.08 1.50 ----
 -------- 01:00 0.02 0.00 0.06 1.50 ----
 -------- 02:00 0.02 0.00 0.06 1.49 ----
 16.11.12 03:00 0.02 0.00 0.06 1.49 ----
 -------- 04:00 0.02 0.00 0.06 1.49 ----
 -------- 05:00 ---- 0.00 0.06 1.47 ----
 -------- 06:00 ---- 0.00 0.06 1.46 ----
 -------- 07:00 0.03 0.00 0.08 1.46 ----
 16.11.12 08:00 0.06 0.00 0.12 1.49 ----
 -------- 09:00 0.06 0.00 0.13 1.49 ----
 -------- 10:00 0.06 0.00 0.15 1.50 ----
 -------- 11:00 0.06 0.00 0.16 1.51 ----
 -------- 12:00 0.05 0.00 0.14 1.50 ----
 16.11.12 13:00 0.04 0.00 0.11 1.48 ----
 -------- 14:00 0.05 0.00 0.12 1.47 ----
 -------- 15:00 0.05 0.00 0.11 1.47 ----
 -------- 16:00 0.05 0.00 0.12 1.47 ----
 -------- 17:00 0.06 0.00 0.14 1.48 ----
 16.11.12 18:00 0.06 0.00 0.17 1.54 ----
 -------- 19:00 0.06 0.00 0.17 1.55 ----
 -------- 20:00 0.06 0.00 0.15 1.53 ----
 -------- 21:00 0.06 0.00 0.15 1.51 ----
 -------- 22:00 0.06 0.00 0.15 1.51 ----
 16.11.12 23:00 0.05 0.00 0.15 1.55 ----
 -------- 00:00 0.04 0.00 0.15 1.56 0.00
 -------- 01:00 0.04 0.00 0.13 1.52 ----
 -------- 02:00 0.04 0.00 0.12 1.51 ----
 -------- 03:00 0.04 0.00 0.11 1.50 ----
 17.11.12 04:00 0.04 0.00 0.08 1.50 ----
 -------- 05:00 0.04 0.00 0.08 1.49 ----
 -------- 06:00 0.04 0.00 0.08 1.49 ----
 -------- 07:00 0.03 0.00 0.10 1.48 ----
 -------- 08:00 0.02 0.00 0.15 1.48 ----
 17.11.12 09:00 0.03 0.00 0.19 1.50 ----
 -------- 10:00 0.04 0.00 0.22 1.51 ----
 -------- 11:00 0.04 0.00 0.20 1.52 0.00
