 Date Time CO SO2 NO2 CHX NO
 11.12.12 12:00 0.08 0.00 0.19 1.41 ----
 -------- 13:00 0.07 0.00 0.16 1.39 0.00
 -------- 14:00 0.08 0.00 0.20 1.40 0.01
 -------- 15:00 0.08 0.00 0.27 1.41 0.01
 -------- 16:00 0.08 0.00 0.24 1.41 0.00
 11.12.12 17:00 0.08 0.00 0.21 1.40 ----
 -------- 18:00 0.06 0.00 0.22 1.41 0.00
 -------- 19:00 0.04 0.00 0.24 1.45 0.01
 -------- 20:00 0.03 0.00 0.24 1.45 0.01
 -------- 21:00 0.02 0.00 0.22 1.44 0.01
 11.12.12 22:00 0.02 0.00 0.24 1.43 0.00
 -------- 23:00 0.03 0.00 0.25 1.44 0.01
 -------- 00:00 0.02 0.00 0.24 1.44 ----
 -------- 01:00 0.02 0.00 0.24 1.44 ----
 -------- 02:00 0.02 0.00 0.24 1.43 ----
 12.12.12 03:00 0.02 0.00 0.22 1.42 0.00
 -------- 04:00 ---- 0.00 0.23 1.43 ----
 -------- 05:00 0.02 0.00 0.25 1.44 0.01
 -------- 06:00 ---- 0.00 0.26 1.44 0.01
 -------- 07:00 ---- 0.00 0.25 1.46 0.01
 12.12.12 08:00 0.02 0.00 0.26 1.50 0.03
 -------- 09:00 0.02 0.01 0.25 1.50 0.04
 -------- 10:00 ---- 0.01 0.23 1.50 0.05
 -------- 11:00 ---- 0.01 0.20 1.49 0.05
 -------- 12:00 0.02 0.01 0.20 1.50 0.06
 12.12.12 13:00 0.02 0.01 0.20 1.49 0.06
 -------- 14:00 0.02 0.01 0.23 1.51 0.06
 -------- 15:00 0.02 0.01 0.26 1.52 0.06
 -------- 16:00 ---- 0.00 0.26 1.48 0.03
 -------- 17:00 0.03 0.01 0.31 1.56 0.10
 12.12.12 18:00 0.08 0.01 0.25 1.49 0.02
 -------- 19:00 0.08 0.00 0.24 1.47 0.01
 -------- 20:00 0.08 0.00 0.20 1.46 0.01
 -------- 21:00 0.08 0.00 0.18 1.45 0.00
 -------- 22:00 0.07 0.00 0.17 1.44 ----
 12.12.12 23:00 0.06 0.00 0.16 1.43 ----
 -------- 00:00 0.06 0.00 0.13 1.43 ----
 -------- 01:00 0.06 0.00 0.11 1.42 ----
 -------- 02:00 0.06 0.00 0.11 1.42 ----
 -------- 03:00 0.06 0.00 0.12 1.41 ----
 13.12.12 04:00 0.06 0.00 0.13 1.40 ----
 -------- 05:00 0.06 0.01 0.15 1.40 ----
 -------- 06:00 0.05 0.00 0.19 1.40 ----
 -------- 07:00 ---- 0.00 0.17 1.40 ----
 -------- 08:00 ---- 0.00 0.19 1.40 ----
 13.12.12 09:00 ---- 0.00 0.21 1.40 ----
 -------- 10:00 ---- 0.00 0.21 1.41 0.00
