 Date Time CO SO2 NO2 CHX NO
 12.11.12 12:00 0.02 0.00 0.14 1.39 ----
 -------- 13:00 0.02 0.00 0.15 1.40 ----
 -------- 14:00 0.02 0.00 0.13 1.40 ----
 -------- 15:00 0.02 0.00 0.15 1.41 ----
 -------- 16:00 0.02 0.00 0.14 1.40 ----
 12.11.12 17:00 0.02 0.00 0.14 1.40 ----
 -------- 18:00 0.02 0.00 0.15 1.40 ----
 -------- 19:00 0.05 0.00 0.15 1.43 0.00
 -------- 20:00 0.06 0.00 0.15 1.51 ----
 -------- 21:00 0.05 0.00 0.14 1.46 ----
 12.11.12 22:00 0.04 0.00 0.15 1.44 0.00
 -------- 23:00 0.04 0.00 0.14 1.38 ----
 -------- 00:00 0.04 0.00 0.13 1.38 ----
 -------- 01:00 0.04 0.00 0.13 1.39 ----
 -------- 02:00 0.03 0.00 0.14 1.39 ----
 13.11.12 03:00 0.02 0.00 0.10 1.36 ----
 -------- 04:00 0.03 0.00 0.09 1.36 ----
 -------- 05:00 0.03 0.00 0.07 1.35 ----
 -------- 06:00 0.02 0.00 0.09 1.35 ----
 -------- 07:00 0.03 0.00 0.10 1.35 ----
 13.11.12 08:00 0.06 0.00 0.15 1.38 0.01
 -------- 09:00 0.06 0.00 0.16 1.37 ----
 -------- 10:00 0.06 0.00 0.19 1.37 ----
 -------- 11:00 0.06 0.00 0.18 1.37 ----
 -------- 12:00 0.06 0.00 0.19 1.39 0.01
 13.11.12 13:00 0.05 0.00 0.15 1.36 0.00
 -------- 14:00 0.05 0.00 0.13 1.35 ----
 -------- 15:00 0.06 0.00 0.15 1.36 ----
 -------- 16:00 0.06 0.00 0.13 1.34 ----
 -------- 17:00 0.06 0.00 0.14 1.35 ----
 13.11.12 18:00 0.06 0.00 0.17 1.37 ----
 -------- 19:00 0.07 0.00 0.19 1.37 ----
 -------- 20:00 0.06 0.00 0.19 1.35 ----
 -------- 21:00 0.06 0.00 0.18 1.35 ----
 -------- 22:00 0.04 0.00 0.16 1.35 ----
 13.11.12 23:00 0.04 0.00 0.09 1.33 ----
 -------- 00:00 0.03 0.00 0.08 1.34 ----
 -------- 01:00 0.02 0.00 0.06 1.33 ----
 -------- 02:00 0.02 0.00 0.06 1.33 ----
 -------- 03:00 0.02 0.00 0.06 1.33 ----
 14.11.12 04:00 0.03 0.00 0.05 1.33 ----
 -------- 05:00 0.02 0.00 0.05 1.33 ----
 -------- 06:00 0.02 0.00 0.05 1.32 ----
 -------- 07:00 0.02 0.00 0.07 1.32 ----
 -------- 08:00 0.03 0.00 0.13 1.36 ----
 14.11.12 09:00 0.03 0.00 0.15 1.36 ----
 -------- 10:00 0.03 0.00 0.15 1.36 ----
 -------- 11:00 0.04 0.00 0.17 1.36 ----
 -------- 12:00 0.02 0.00 0.15 1.36 ----
