 Date Time CO SO2 NO2 CHX NO
 27.03.13 00:00 0.04 0.01 ---- 1.45 ----
 -------- 01:00 0.04 0.01 ---- 1.45 ----
 -------- 02:00 0.04 0.01 ---- 1.44 ----
 -------- 03:00 0.05 0.00 ---- 1.47 ----
 -------- 04:00 0.04 0.00 ---- 1.44 ----
 27.03.13 05:00 0.05 0.00 ---- 1.43 ----
 -------- 06:00 0.05 0.00 ---- 1.45 ----
 -------- 07:00 0.12 0.00 ---- 1.48 ----
 -------- 08:00 0.15 0.00 ---- 1.52 ----
 -------- 09:00 0.14 0.01 ---- 1.52 ----
 27.03.13 10:00 0.13 0.01 ---- 1.49 ----
 -------- 11:00 0.11 0.01 ---- 1.45 ----
 -------- 12:00 0.09 0.01 ---- 1.42 ----
 -------- 13:00 0.08 0.01 ---- 1.39 ----
 -------- 14:00 0.08 0.00 ---- 1.38 ----
 27.03.13 15:00 0.08 0.00 ---- 1.38 ----
 -------- 16:00 0.08 0.00 ---- 1.38 ----
 -------- 17:00 0.07 0.00 ---- 1.38 ----
 -------- 18:00 0.08 0.00 ---- 1.39 ----
 -------- 19:00 0.05 0.00 ---- 1.40 ----
 27.03.13 20:00 0.04 0.00 ---- 1.41 ----
 -------- 21:00 0.09 0.01 ---- 1.52 ----
 -------- 22:00 0.07 0.00 ---- 1.45 ----
 -------- 23:00 0.06 0.01 ---- 1.44 ----
 -------- 00:00 0.07 0.00 ---- 1.48 ----
 28.03.13 01:00 0.07 0.01 ---- 1.50 ----
 -------- 02:00 0.06 0.00 ---- 1.49 ----
 -------- 03:00 0.04 0.01 ---- 1.47 ----
 -------- 04:00 0.04 0.00 ---- 1.45 ----
 -------- 05:00 0.04 0.00 ---- 1.46 ----
 28.03.13 06:00 0.05 0.01 ---- 1.44 ----
 -------- 07:00 0.07 0.00 ---- 1.48 ----
 -------- 08:00 0.11 0.01 ---- 1.52 ----
 -------- 09:00 0.12 0.01 ---- 1.53 ----
 -------- 10:00 0.11 0.01 ---- 1.50 ----
 28.03.13 11:00 0.09 0.01 ---- 1.51 ----
 -------- 12:00 0.06 0.00 ---- 1.43 ----
 -------- 13:00 0.05 0.00 ---- 1.38 ----
 -------- 14:00 0.04 0.00 ---- 1.37 ----
 -------- 15:00 0.04 0.00 ---- 1.37 ----
 28.03.13 16:00 0.04 0.01 ---- 1.38 ----
 -------- 17:00 0.04 0.01 ---- 1.38 ----
 -------- 18:00 0.05 0.00 ---- 1.39 ----
 -------- 19:00 0.05 0.00 ---- 1.40 ----
 -------- 20:00 0.05 0.01 ---- 1.43 ----
 28.03.13 21:00 0.08 0.00 ---- 1.47 ----
 -------- 22:00 0.07 0.01 ---- 1.46 ----
 -------- 23:00 0.06 0.01 ---- 1.45 ----
