 Date Time CO SO2 NO2 CHX NO
 07.01.13 12:00 0.06 0.00 0.15 1.52 0.01
 -------- 13:00 0.06 0.00 0.14 1.46 0.01
 -------- 14:00 0.06 0.00 0.13 1.44 0.00
 -------- 15:00 0.06 0.00 0.14 1.45 0.00
 -------- 16:00 0.06 0.00 0.15 1.48 0.00
 07.01.13 17:00 0.06 0.00 0.15 1.51 0.01
 -------- 18:00 0.06 0.00 0.15 1.50 0.01
 -------- 19:00 0.05 0.00 0.16 1.54 0.01
 -------- 20:00 0.05 0.00 0.15 1.48 0.00
 -------- 21:00 0.04 0.00 0.13 1.49 ----
 07.01.13 22:00 0.04 0.00 0.15 1.55 0.01
 -------- 23:00 0.05 0.00 0.16 1.49 0.00
 -------- 00:00 0.04 0.00 0.14 1.45 ----
 -------- 01:00 0.04 0.00 0.12 1.45 0.01
 -------- 02:00 0.04 0.00 0.13 1.45 ----
 08.01.13 03:00 0.05 0.00 0.15 1.49 ----
 -------- 04:00 0.04 0.00 0.15 1.55 ----
 -------- 05:00 0.04 0.00 0.12 1.52 ----
 -------- 06:00 0.04 0.00 0.16 1.58 ----
 -------- 07:00 0.03 0.00 0.17 1.58 ----
 08.01.13 08:00 0.04 0.00 0.21 1.61 0.00
 -------- 09:00 0.05 0.00 0.22 1.62 0.02
 -------- 10:00 0.06 0.00 0.22 1.60 0.03
 -------- 11:00 0.07 0.00 0.21 1.55 0.05
 -------- 12:00 0.08 0.00 0.21 1.58 0.07
 08.01.13 13:00 0.08 0.00 0.21 1.60 0.09
 -------- 14:00 0.09 0.00 0.23 1.61 0.08
 -------- 15:00 0.08 0.00 0.23 1.60 0.07
 -------- 16:00 0.05 0.00 0.18 1.55 0.01
 -------- 17:00 0.05 0.00 0.19 1.52 0.01
 08.01.13 18:00 0.06 0.00 0.19 1.53 ----
 -------- 19:00 0.06 0.00 0.22 1.56 0.01
 -------- 20:00 0.04 0.00 0.21 1.56 0.00
 -------- 21:00 0.05 0.00 0.24 1.59 0.01
 -------- 22:00 0.05 0.00 0.24 1.55 0.01
 08.01.13 23:00 0.05 0.00 0.24 1.56 0.01
 -------- 00:00 0.04 0.00 0.23 1.59 0.00
 -------- 01:00 0.04 0.00 0.24 1.55 0.01
 -------- 02:00 0.02 0.00 0.23 1.55 0.00
 -------- 03:00 0.02 0.00 0.22 1.56 ----
 09.01.13 04:00 0.02 0.00 0.20 1.54 ----
 -------- 05:00 0.02 0.00 0.20 1.51 ----
 -------- 06:00 0.02 0.00 0.20 1.52 ----
 -------- 07:00 0.06 0.00 0.20 1.52 ----
 -------- 08:00 0.08 0.00 0.23 1.53 0.00
 09.01.13 09:00 0.09 0.00 0.25 1.53 ----
 -------- 10:00 0.08 0.00 0.25 1.52 ----
 -------- 11:00 0.09 0.00 0.25 1.54 0.01
