 Date Time CO SO2 NO2 CHX NO
 17.03.13 12:00 0.06 0.01 0.12 1.39 ----
 -------- 13:00 0.06 0.00 0.11 1.39 ----
 -------- 14:00 0.06 0.00 0.11 1.38 ----
 -------- 15:00 0.06 0.01 0.11 1.38 ----
 -------- 16:00 0.06 0.00 0.12 1.39 ----
 17.03.13 17:00 0.06 0.01 0.17 1.39 ----
 -------- 18:00 0.06 0.00 0.19 1.40 ----
 -------- 19:00 0.05 0.00 0.23 1.41 ----
 -------- 20:00 0.05 0.00 0.25 1.44 ----
 -------- 21:00 0.04 0.00 0.18 1.42 ----
 17.03.13 22:00 0.04 0.00 0.23 1.44 ----
 -------- 23:00 0.04 0.00 0.25 1.43 ----
 -------- 00:00 0.04 0.00 0.20 1.41 0.00
 -------- 01:00 0.05 0.00 0.26 1.45 0.01
 -------- 02:00 0.06 0.00 0.26 1.45 0.00
 18.03.13 03:00 0.05 0.00 0.26 1.44 0.01
 -------- 04:00 0.06 0.00 0.31 1.46 ----
 -------- 05:00 0.07 0.00 0.32 1.47 0.02
 -------- 06:00 0.06 0.00 0.32 1.46 ----
 -------- 07:00 0.09 0.00 0.39 1.52 0.02
 18.03.13 08:00 0.12 0.00 0.42 1.62 0.07
 -------- 09:00 0.13 0.00 0.40 1.62 0.10
 -------- 10:00 0.11 0.01 0.36 1.57 0.09
 -------- 11:00 0.11 0.01 0.36 1.55 0.10
 -------- 12:00 0.09 0.00 0.34 1.53 0.08
 18.03.13 13:00 0.07 0.01 0.29 1.49 0.05
 -------- 14:00 0.06 0.00 0.26 1.45 0.03
 -------- 15:00 0.05 0.01 0.24 1.44 0.02
 -------- 16:00 0.05 0.00 0.22 1.45 0.01
 -------- 17:00 0.06 0.01 0.24 1.47 ----
 18.03.13 18:00 0.06 0.00 0.22 1.47 0.00
 -------- 19:00 0.05 0.00 0.20 1.45 ----
 -------- 20:00 0.07 0.00 0.22 1.44 ----
 -------- 21:00 0.06 0.00 0.22 1.44 ----
 -------- 22:00 0.05 0.01 0.20 1.43 ----
 18.03.13 23:00 0.05 0.00 0.19 1.43 ----
 -------- 00:00 0.05 0.01 0.21 1.43 ----
 -------- 01:00 0.04 0.00 0.21 1.44 0.01
 -------- 02:00 0.04 0.00 0.15 1.43 ----
 -------- 03:00 0.04 0.00 0.18 1.44 ----
 19.03.13 04:00 0.04 0.00 0.24 1.46 ----
 -------- 05:00 0.05 0.00 0.21 1.47 ----
 -------- 06:00 0.04 0.00 0.21 1.42 ----
 -------- 07:00 0.04 0.00 0.22 1.44 ----
 -------- 08:00 0.06 0.01 0.24 1.44 ----
 19.03.13 09:00 0.06 0.01 0.22 1.45 ----
 -------- 10:00 0.06 0.01 0.21 1.46 0.01
 -------- 11:00 0.05 0.01 0.19 1.44 0.01
