 Date Time CO SO2 NO2 CHX NO
 09.01.13 00:00 0.04 0.00 0.23 1.60 ----
 -------- 01:00 0.04 0.00 0.24 1.55 0.01
 -------- 02:00 0.02 0.00 0.23 1.55 0.00
 -------- 03:00 0.02 0.00 0.22 1.56 ----
 -------- 04:00 0.02 0.00 0.20 1.54 ----
 09.01.13 05:00 0.02 0.00 0.20 1.51 ----
 -------- 06:00 0.02 0.00 0.20 1.52 ----
 -------- 07:00 0.06 0.00 0.20 1.52 ----
 -------- 08:00 0.08 0.00 0.23 1.53 0.00
 -------- 09:00 0.09 0.00 0.25 1.53 ----
 09.01.13 10:00 0.08 0.00 0.25 1.52 ----
 -------- 11:00 0.09 0.00 0.25 1.54 0.01
 -------- 12:00 0.09 0.00 0.25 1.56 0.04
 -------- 13:00 0.11 0.00 0.26 1.59 0.06
 -------- 14:00 0.11 0.00 0.27 1.61 0.10
 09.01.13 15:00 0.09 0.00 0.24 1.54 0.04
 -------- 16:00 0.07 0.00 0.20 1.48 0.01
 -------- 17:00 0.08 0.00 0.19 1.47 ----
 -------- 18:00 0.08 0.00 0.21 1.48 ----
 -------- 19:00 0.09 0.00 0.20 1.46 0.00
 09.01.13 20:00 0.11 0.00 0.21 1.45 ----
 -------- 21:00 0.10 0.00 0.19 1.45 ----
 -------- 22:00 0.08 0.00 0.15 1.42 ----
 -------- 23:00 0.09 0.00 0.13 1.42 ----
 -------- 00:00 0.08 0.00 0.15 1.40 0.01
 10.01.13 01:00 0.07 0.00 0.10 1.42 ----
 -------- 02:00 0.08 0.00 0.06 1.42 0.01
 -------- 03:00 0.08 0.00 0.06 1.40 ----
 -------- 04:00 0.08 0.00 0.06 1.41 ----
 -------- 05:00 0.08 0.00 0.07 1.41 ----
 10.01.13 06:00 0.08 0.00 0.11 1.42 ----
 -------- 07:00 0.06 0.00 0.17 1.44 0.01
 -------- 08:00 0.06 0.00 0.21 1.45 0.01
 -------- 09:00 0.06 0.00 0.24 1.45 0.01
 -------- 10:00 0.06 0.00 0.22 1.46 0.01
 10.01.13 11:00 0.06 0.00 0.19 1.46 0.01
 -------- 12:00 0.06 0.00 0.18 1.45 0.01
 -------- 13:00 0.04 0.00 0.14 1.43 0.01
 -------- 14:00 0.04 0.00 0.14 1.43 0.00
 -------- 15:00 0.04 0.00 0.15 1.44 0.00
 10.01.13 16:00 0.04 0.00 0.15 1.42 0.00
 -------- 17:00 0.05 0.00 0.17 1.44 ----
 -------- 18:00 0.06 0.00 0.22 1.46 ----
 -------- 19:00 0.07 0.00 0.20 1.46 ----
 -------- 20:00 0.08 0.00 0.19 1.45 ----
 10.01.13 21:00 0.08 0.00 0.21 1.46 ----
 -------- 22:00 0.09 0.00 0.28 1.48 0.01
 -------- 23:00 0.08 0.00 0.25 1.47 0.00
