 Date Time CO SO2 NO2 CHX NO
 16.01.13 00:00 0.08 0.00 0.23 1.46 0.01
 -------- 01:00 0.07 0.00 0.25 1.44 0.01
 -------- 02:00 0.08 0.00 0.32 1.48 0.03
 -------- 03:00 0.07 0.00 0.33 1.50 0.02
 -------- 04:00 0.06 0.00 0.32 1.50 0.00
 16.01.13 05:00 0.06 0.00 0.32 1.46 ----
 -------- 06:00 0.06 0.00 0.29 1.48 ----
 -------- 07:00 0.07 0.00 0.32 1.47 0.01
 -------- 08:00 0.09 0.00 0.37 1.51 0.04
 -------- 09:00 0.10 0.00 0.38 1.55 0.06
 16.01.13 10:00 0.13 0.01 0.37 1.59 0.08
 -------- 11:00 0.13 0.01 0.37 1.59 0.11
 -------- 12:00 0.11 0.01 0.33 1.58 0.09
 -------- 13:00 0.11 0.00 0.32 1.58 0.08
 -------- 14:00 0.15 0.01 0.38 1.66 0.18
 16.01.13 15:00 0.15 0.01 0.38 1.71 0.19
 -------- 16:00 0.17 0.01 0.40 1.75 0.23
 -------- 17:00 0.17 0.01 0.39 1.78 0.20
 -------- 18:00 0.15 0.02 0.39 1.86 0.17
 -------- 19:00 0.11 0.08 0.38 1.84 0.15
 16.01.13 20:00 0.12 0.03 0.38 1.89 0.17
 -------- 21:00 0.07 0.02 0.34 1.80 0.10
 -------- 22:00 0.04 0.01 0.31 1.65 0.05
 -------- 23:00 0.03 0.02 0.30 1.68 0.02
 -------- 00:00 0.02 0.01 0.28 1.61 0.01
 17.01.13 01:00 0.02 0.01 0.28 1.75 0.01
 -------- 02:00 0.02 0.01 0.29 1.80 0.01
 -------- 03:00 0.02 0.01 0.28 1.75 0.03
 -------- 04:00 ---- 0.01 0.23 1.68 ----
 -------- 05:00 0.02 0.01 0.23 1.69 ----
 17.01.13 06:00 ---- 0.01 0.24 1.72 0.00
 -------- 07:00 0.06 0.01 0.23 1.67 0.00
 -------- 08:00 0.08 0.01 0.25 1.68 0.01
 -------- 09:00 0.08 0.01 0.26 1.65 0.01
 -------- 10:00 0.08 0.01 0.25 1.60 0.01
 17.01.13 11:00 0.08 0.01 0.24 1.65 0.02
 -------- 12:00 0.08 0.01 0.23 1.59 0.02
 -------- 13:00 0.06 0.01 0.21 1.58 0.01
 -------- 14:00 0.07 0.01 0.21 1.61 0.02
 -------- 15:00 0.07 0.01 0.25 1.54 0.03
 17.01.13 16:00 0.06 0.01 0.27 1.51 0.03
 -------- 17:00 0.06 0.01 0.28 1.52 0.02
 -------- 18:00 0.07 0.00 0.28 1.53 0.02
 -------- 19:00 0.05 0.00 0.26 1.52 0.01
 -------- 20:00 0.04 0.00 0.24 1.52 0.00
 17.01.13 21:00 0.04 0.00 0.24 1.53 0.00
 -------- 22:00 0.04 0.00 0.22 1.56 ----
 -------- 23:00 0.03 0.01 0.21 1.56 0.01
