 Date Time CO SO2 NO2 CHX NO
 25.01.13 00:00 0.04 0.00 0.11 1.40 ----
 -------- 01:00 0.04 0.00 0.13 1.41 ----
 -------- 02:00 0.05 0.00 0.21 1.42 0.00
 -------- 03:00 0.04 0.00 0.19 1.43 ----
 -------- 04:00 0.05 0.00 0.17 1.44 ----
 25.01.13 05:00 0.05 0.00 0.18 1.45 ----
 -------- 06:00 0.04 0.00 0.14 1.42 ----
 -------- 07:00 0.03 0.00 0.16 1.43 ----
 -------- 08:00 0.06 0.00 0.24 1.49 ----
 -------- 09:00 0.05 0.01 0.27 1.48 ----
 25.01.13 10:00 0.04 0.00 0.23 1.48 ----
 -------- 11:00 0.04 0.01 0.24 1.47 0.01
 -------- 12:00 0.05 0.00 0.23 1.50 0.02
 -------- 13:00 0.05 0.01 0.20 1.48 0.02
 -------- 14:00 0.06 0.01 0.23 1.48 0.03
 25.01.13 15:00 0.06 0.01 0.22 1.49 0.02
 -------- 16:00 0.06 0.01 0.25 1.53 0.02
 -------- 17:00 0.06 0.00 0.24 1.48 0.01
 -------- 18:00 0.07 0.00 0.26 1.50 ----
 -------- 19:00 0.05 0.00 0.26 1.51 ----
 25.01.13 20:00 0.06 0.00 0.28 1.53 ----
 -------- 21:00 0.05 0.00 0.23 1.49 ----
 -------- 22:00 0.04 0.00 0.19 1.48 ----
 -------- 23:00 0.04 0.00 0.20 1.47 ----
 -------- 00:00 0.04 0.00 0.22 1.50 ----
 26.01.13 01:00 0.04 0.00 0.25 1.52 ----
 -------- 02:00 0.04 0.00 0.28 1.54 ----
 -------- 03:00 0.04 0.00 0.28 1.54 ----
 -------- 04:00 0.04 0.00 0.26 1.51 ----
 -------- 05:00 0.04 0.00 0.16 1.46 ----
 26.01.13 06:00 0.03 0.00 0.14 1.45 ----
 -------- 07:00 0.03 0.00 0.15 1.48 ----
 -------- 08:00 0.07 0.00 0.25 1.58 ----
 -------- 09:00 0.07 0.00 0.31 1.51 0.01
 -------- 10:00 0.09 0.01 0.31 1.54 0.03
 26.01.13 11:00 0.10 0.00 0.29 1.55 0.05
 -------- 12:00 0.10 0.01 0.30 1.65 0.08
 -------- 13:00 0.10 0.01 0.29 1.59 0.07
 -------- 14:00 0.10 0.01 0.28 1.57 0.06
 -------- 15:00 0.09 0.01 0.28 1.53 0.05
 26.01.13 16:00 0.08 0.01 0.28 1.53 0.03
 -------- 17:00 0.07 0.01 0.28 1.50 0.01
 -------- 18:00 0.09 0.00 0.33 1.51 0.01
 -------- 19:00 0.08 0.00 0.33 1.49 0.01
 -------- 20:00 0.08 0.00 0.30 1.49 0.00
 26.01.13 21:00 0.08 0.01 0.33 1.50 0.02
 -------- 22:00 0.09 0.00 0.35 1.55 0.02
 -------- 23:00 0.08 0.00 0.30 1.55 0.01
