 Date Time CO SO2 NO2 CHX NO
 24.03.13 12:00 0.06 0.01 0.12 1.37 ----
 -------- 13:00 0.06 0.00 0.12 1.37 ----
 -------- 14:00 0.06 0.00 0.12 1.37 ----
 -------- 15:00 0.06 0.00 0.12 1.38 0.01
 -------- 16:00 0.06 0.00 0.13 1.37 ----
 24.03.13 17:00 0.06 0.00 0.13 1.37 ----
 -------- 18:00 0.06 0.00 0.14 1.37 ----
 -------- 19:00 0.05 0.01 0.14 1.36 ----
 -------- 20:00 0.06 0.00 0.14 1.38 ----
 -------- 21:00 0.06 0.00 0.14 1.37 ----
 24.03.13 22:00 0.06 0.00 0.14 1.36 ----
 -------- 23:00 0.05 0.00 0.13 1.37 0.02
 -------- 00:00 0.04 0.00 0.11 1.35 ----
 -------- 01:00 0.04 0.01 0.14 1.36 ----
 -------- 02:00 0.04 0.00 0.15 1.36 ----
 25.03.13 03:00 0.04 0.00 0.14 1.38 ----
 -------- 04:00 0.04 0.00 0.15 1.38 0.01
 -------- 05:00 0.05 0.01 0.13 1.38 ----
 -------- 06:00 0.05 0.00 0.14 1.38 ----
 -------- 07:00 0.03 0.00 0.17 1.42 ----
 25.03.13 08:00 0.03 0.01 0.21 1.46 0.01
 -------- 09:00 0.03 0.00 0.19 1.45 0.01
 -------- 10:00 0.02 0.00 0.17 1.43 0.00
 -------- 11:00 0.02 0.01 0.16 1.44 0.01
 -------- 12:00 0.02 0.01 0.19 1.49 0.02
 25.03.13 13:00 0.02 0.00 0.18 1.53 0.01
 -------- 14:00 0.03 0.00 0.21 1.58 0.02
 -------- 15:00 0.02 0.00 0.20 1.58 0.02
 -------- 16:00 0.02 0.00 0.18 1.42 0.00
 -------- 17:00 0.02 0.01 0.19 1.54 0.01
 25.03.13 18:00 0.03 0.01 0.22 1.61 0.00
 -------- 19:00 0.04 0.01 0.23 1.48 0.01
 -------- 20:00 0.04 0.01 0.26 1.49 ----
 -------- 21:00 0.03 0.00 0.25 1.56 ----
 -------- 22:00 0.03 0.00 0.23 1.49 0.00
 25.03.13 23:00 0.02 0.00 0.17 1.39 ----
 -------- 00:00 0.02 0.00 0.16 1.39 0.00
 -------- 01:00 0.02 0.00 0.14 1.38 ----
 -------- 02:00 0.02 0.00 0.13 1.37 ----
 -------- 03:00 0.02 0.00 0.14 1.37 ----
 26.03.13 04:00 0.02 0.00 0.14 1.38 ----
 -------- 05:00 0.02 0.00 0.22 1.41 ----
 -------- 06:00 0.02 0.00 0.22 1.40 ----
 -------- 07:00 0.05 0.00 0.18 1.41 ----
 -------- 08:00 0.08 0.01 0.26 1.42 0.00
 26.03.13 09:00 0.09 0.01 0.26 1.44 0.01
 -------- 10:00 0.08 0.01 0.23 1.43 0.02
 -------- 11:00 0.08 0.01 0.21 1.42 0.02
