 Date Time CO SO2 NO2 CHX NO
 17.01.13 15:00 0.07 0.01 0.26 1.51 0.03
 -------- 16:00 0.06 0.01 0.27 1.51 0.03
 -------- 17:00 0.06 0.01 0.28 1.52 0.02
 -------- 18:00 0.07 0.00 0.28 1.53 0.02
 -------- 19:00 0.05 0.00 0.26 1.52 0.01
 17.01.13 20:00 0.04 0.00 0.24 1.52 0.00
 -------- 21:00 0.04 0.00 0.24 1.53 0.00
 -------- 22:00 0.04 0.00 0.22 1.56 ----
 -------- 23:00 0.03 0.01 0.21 1.56 0.01
 -------- 00:00 0.02 0.01 0.20 1.57 ----
 18.01.13 01:00 0.02 0.01 0.20 1.57 ----
 -------- 02:00 0.02 0.01 0.20 1.57 ----
 -------- 03:00 0.02 0.01 0.19 1.54 ----
 -------- 04:00 0.02 0.01 0.24 1.55 0.02
 -------- 05:00 0.02 0.01 0.18 1.55 ----
 18.01.13 06:00 0.02 0.01 0.19 1.58 ----
 -------- 07:00 0.06 0.01 0.23 1.61 ----
 -------- 08:00 0.11 0.01 0.27 1.64 0.02
 -------- 09:00 0.11 0.01 0.29 1.64 0.02
 -------- 10:00 0.11 0.01 0.29 1.63 0.03
 18.01.13 11:00 0.10 0.01 0.26 1.61 0.03
 -------- 12:00 0.10 0.01 0.25 1.61 0.04
 -------- 13:00 0.10 0.01 0.24 1.60 0.04
 -------- 14:00 0.10 0.01 0.23 1.62 0.03
 -------- 15:00 0.10 0.01 0.24 1.62 0.03
 18.01.13 16:00 0.11 0.01 0.27 1.64 0.03
 -------- 17:00 0.12 0.01 0.31 1.66 0.05
 -------- 18:00 0.13 0.01 0.33 1.66 0.06
 -------- 19:00 0.13 0.01 0.32 1.62 0.04
 -------- 20:00 0.12 0.01 0.31 1.64 0.04
 18.01.13 21:00 0.13 0.01 0.31 1.65 0.05
 -------- 22:00 0.13 0.01 0.30 1.65 0.04
 -------- 23:00 0.14 0.01 0.31 1.65 0.07
 -------- 00:00 0.13 0.01 0.31 1.65 0.07
 -------- 01:00 0.14 0.01 0.31 1.65 0.09
 19.01.13 02:00 0.12 0.01 0.33 1.68 0.08
 -------- 03:00 0.13 0.01 0.32 1.64 0.11
 -------- 04:00 0.14 0.02 0.32 1.68 0.12
 -------- 05:00 0.15 0.02 0.33 1.75 0.16
 -------- 06:00 0.16 0.02 0.33 1.77 0.19
 19.01.13 07:00 0.13 0.02 0.34 1.74 0.20
 -------- 08:00 0.12 0.02 0.35 1.77 0.20
 -------- 09:00 0.13 0.02 0.37 1.78 0.21
 -------- 10:00 0.14 0.02 0.37 1.81 0.24
 -------- 11:00 0.14 0.02 0.37 1.83 0.23
 19.01.13 12:00 0.13 0.02 0.34 1.78 0.18
 -------- 13:00 0.13 0.02 0.34 1.79 0.17
 -------- 14:00 0.13 0.02 0.35 1.80 0.17
