 Date Time CO SO2 NO2 CHX NO
 23.11.12 00:00 ---- 0.00 0.13 1.40 ----
 -------- 01:00 ---- 0.00 0.12 1.40 ----
 -------- 02:00 ---- 0.00 0.10 1.40 ----
 -------- 03:00 ---- 0.00 0.10 1.40 0.01
 -------- 04:00 ---- 0.00 0.08 1.39 ----
 23.11.12 05:00 ---- 0.00 0.09 1.38 ----
 -------- 06:00 ---- 0.00 0.12 1.39 ----
 -------- 07:00 ---- 0.00 0.17 1.40 ----
 -------- 08:00 ---- 0.00 0.16 1.39 ----
 -------- 09:00 ---- 0.00 0.15 1.39 ----
 23.11.12 10:00 ---- 0.00 0.15 1.39 0.01
 -------- 11:00 ---- 0.00 0.13 1.40 0.00
 -------- 12:00 ---- 0.00 0.15 1.41 0.01
 -------- 13:00 0.17 0.00 0.15 1.41 0.01
 -------- 14:00 0.11 0.00 0.19 1.43 0.02
 23.11.12 15:00 0.12 0.02 0.23 1.46 0.02
 -------- 16:00 0.09 0.00 0.27 1.44 0.03
 -------- 17:00 0.12 0.00 0.31 1.53 0.07
 -------- 18:00 0.09 0.00 0.31 1.53 0.05
 -------- 19:00 0.06 0.00 0.28 1.48 0.03
 23.11.12 20:00 0.04 0.00 0.21 1.44 ----
 -------- 21:00 0.03 0.00 0.20 1.43 ----
 -------- 22:00 0.02 0.00 0.19 1.42 ----
 -------- 23:00 0.02 0.00 0.21 1.44 0.00
 -------- 00:00 0.02 0.00 0.19 1.46 0.00
 24.11.12 01:00 0.02 0.00 0.16 1.45 0.00
 -------- 02:00 0.02 0.00 0.14 1.46 0.00
 -------- 03:00 0.02 0.00 0.17 1.45 0.01
 -------- 04:00 0.02 0.00 0.17 1.47 0.00
 -------- 05:00 ---- 0.00 0.15 1.45 ----
 24.11.12 06:00 0.02 0.00 0.13 1.44 ----
 -------- 07:00 0.03 0.00 0.16 1.45 ----
 -------- 08:00 0.04 0.00 0.18 1.46 0.00
 -------- 09:00 0.04 0.00 0.19 1.48 0.01
 -------- 10:00 0.04 0.00 0.18 1.50 0.02
 24.11.12 11:00 0.04 0.00 0.19 1.50 0.04
 -------- 12:00 0.06 0.00 0.20 1.52 0.05
 -------- 13:00 0.05 0.00 0.20 1.52 0.03
 -------- 14:00 0.06 0.00 0.21 1.52 0.04
 -------- 15:00 0.06 0.00 0.22 1.53 0.05
 24.11.12 16:00 0.05 0.00 0.22 1.53 0.04
 -------- 17:00 0.04 0.00 0.21 1.52 0.02
 -------- 18:00 0.03 0.00 0.22 1.53 0.04
 -------- 19:00 0.02 0.00 0.23 1.53 0.04
 -------- 20:00 0.03 0.00 0.24 1.57 0.11
 24.11.12 21:00 0.05 0.00 0.26 1.60 0.15
 -------- 22:00 0.04 0.00 0.26 1.61 0.14
