 Date Time CO SO2 NO2 CHX NO
 10.02.13 12:00 ---- 0.00 0.15 1.46 ----
 -------- 13:00 0.02 0.00 0.17 1.46 0.00
 -------- 14:00 0.02 0.00 0.18 1.48 0.01
 -------- 15:00 0.02 0.00 0.19 1.50 0.02
 -------- 16:00 ---- 0.00 0.17 1.48 0.01
 10.02.13 17:00 0.02 0.00 0.21 1.49 0.01
 -------- 18:00 0.02 0.00 0.20 1.48 0.00
 -------- 19:00 0.05 0.00 0.21 1.48 0.00
 -------- 20:00 0.06 0.00 0.20 1.49 ----
 -------- 21:00 0.06 0.00 0.22 1.49 0.01
 10.02.13 22:00 0.06 0.00 0.22 1.50 0.01
 -------- 23:00 0.04 0.00 0.19 1.52 ----
 -------- 00:00 0.04 0.00 0.17 1.49 0.00
 -------- 01:00 0.04 0.00 0.13 1.46 ----
 -------- 02:00 0.04 0.00 0.09 1.45 ----
 11.02.13 03:00 0.04 0.00 0.10 1.45 ----
 -------- 04:00 0.04 0.00 0.11 1.45 ----
 -------- 05:00 0.04 0.00 0.14 1.46 ----
 -------- 06:00 0.04 0.00 0.15 1.46 ----
 -------- 07:00 0.07 0.00 0.23 1.50 0.02
 11.02.13 08:00 0.11 0.00 0.24 1.54 0.03
 -------- 09:00 0.13 0.00 0.28 1.57 0.09
 -------- 10:00 0.11 0.00 0.26 1.54 0.06
 -------- 11:00 0.13 0.01 0.26 1.59 0.12
 -------- 12:00 0.17 0.01 0.28 1.66 0.18
 11.02.13 13:00 0.11 0.00 0.25 1.56 0.07
 -------- 14:00 0.13 0.00 0.29 1.60 0.12
 -------- 15:00 0.13 0.00 0.30 1.61 0.11
 -------- 16:00 0.13 0.00 0.30 1.65 0.10
 -------- 17:00 0.12 0.00 0.28 1.58 0.10
 11.02.13 18:00 0.11 0.00 0.26 1.55 0.08
 -------- 19:00 0.09 0.00 0.25 1.57 0.08
 -------- 20:00 0.05 0.00 0.23 1.54 0.05
 -------- 21:00 0.06 0.00 0.23 1.54 0.03
 -------- 22:00 0.05 0.00 0.23 1.54 0.02
 11.02.13 23:00 0.04 0.00 0.25 1.52 0.01
 -------- 00:00 0.04 0.00 0.26 1.50 0.02
 -------- 01:00 0.06 0.00 0.20 1.46 0.02
 -------- 02:00 0.02 0.00 0.15 1.43 0.01
 -------- 03:00 0.02 0.00 0.18 1.47 ----
 12.02.13 04:00 0.03 0.00 0.25 1.56 ----
 -------- 05:00 0.02 0.00 0.23 1.67 ----
 -------- 06:00 0.02 0.00 0.24 1.88 ----
 -------- 07:00 0.05 0.00 0.21 1.63 0.00
 -------- 08:00 0.08 0.00 0.20 1.55 0.01
 12.02.13 09:00 0.08 0.00 0.21 1.53 0.01
 -------- 10:00 0.08 0.00 0.21 1.70 0.02
 -------- 11:00 0.08 0.00 0.23 1.61 0.02
