 Date Time CO SO2 NO2 CHX NO
 16.04.13 00:00 0.16 0.01 0.60 1.73 0.12
 -------- 01:00 0.04 0.00 0.27 1.49 0.11
 -------- 02:00 0.02 0.00 0.17 1.41 ----
 -------- 03:00 ---- 0.00 0.12 1.46 ----
 -------- 04:00 ---- 0.00 0.12 1.44 ----
 16.04.13 05:00 0.02 0.00 0.15 1.45 ----
 -------- 06:00 0.03 0.00 0.29 1.47 ----
 -------- 07:00 0.09 0.00 0.47 1.53 0.05
 -------- 08:00 0.10 0.01 0.40 1.56 0.02
 -------- 09:00 0.08 0.00 0.36 1.54 0.03
 16.04.13 10:00 0.09 0.01 0.38 1.55 0.02
 -------- 11:00 0.09 0.01 0.43 1.57 0.04
 -------- 12:00 0.06 0.01 0.33 1.49 0.02
 -------- 13:00 0.04 0.00 0.17 1.43 0.01
 -------- 14:00 0.03 0.00 0.11 1.42 ----
 16.04.13 15:00 0.02 0.01 0.08 1.40 ----
 -------- 16:00 0.02 0.00 0.11 1.39 0.01
 -------- 17:00 0.02 0.00 0.12 1.39 0.02
 -------- 18:00 0.02 0.00 0.10 1.40 ----
 -------- 19:00 0.07 0.00 0.12 1.43 ----
 16.04.13 20:00 0.10 0.00 0.20 1.46 0.00
 -------- 21:00 0.11 0.00 0.27 1.49 0.02
 -------- 22:00 0.13 0.00 0.33 1.50 ----
 -------- 23:00 0.21 0.00 0.48 1.63 0.09
 -------- 00:00 0.28 0.01 0.39 1.81 0.31
 17.04.13 01:00 0.21 0.00 0.46 1.65 0.15
 -------- 02:00 0.16 0.00 0.50 1.61 0.03
 -------- 03:00 0.11 ---- 0.35 1.53 ----
 -------- 04:00 0.11 0.00 0.28 1.52 ----
 -------- 05:00 0.11 0.00 0.36 1.54 0.02
 17.04.13 06:00 0.14 0.00 0.41 1.60 0.04
 -------- 07:00 0.17 0.00 0.41 1.74 0.12
 -------- 08:00 0.25 0.00 0.34 1.79 0.15
 -------- 09:00 0.13 0.00 0.35 1.59 0.09
 -------- 10:00 0.10 0.00 0.34 1.60 0.04
 17.04.13 11:00 0.07 0.00 0.26 1.53 0.02
 -------- 12:00 0.05 0.00 0.17 1.43 0.01
 -------- 13:00 0.03 0.00 0.12 1.40 ----
 -------- 14:00 0.02 0.00 0.09 1.40 ----
 -------- 15:00 0.02 0.00 0.09 1.41 ----
 17.04.13 16:00 0.02 0.00 0.11 1.40 0.01
 -------- 17:00 0.02 0.00 0.13 1.38 0.04
 -------- 18:00 0.02 0.00 0.10 1.38 ----
 -------- 19:00 0.02 0.00 0.12 1.38 ----
 -------- 20:00 0.03 0.00 0.26 1.45 ----
 17.04.13 21:00 0.08 0.00 0.49 1.61 0.02
 -------- 22:00 0.11 0.00 0.52 1.55 0.04
 -------- 23:00 0.04 0.00 0.32 1.44 0.01
