 Date Time CO SO2 NO2 CHX NO
 01.04.13 12:00 0.04 0.00 ---- 1.44 ----
 -------- 13:00 0.04 0.00 ---- 1.43 ----
 -------- 14:00 0.04 0.01 ---- 1.43 ----
 -------- 15:00 0.02 0.00 ---- 1.42 ----
 -------- 16:00 0.02 0.01 ---- 1.43 ----
 01.04.13 17:00 0.02 0.01 ---- 1.44 ----
 -------- 18:00 0.05 0.00 ---- 1.46 ----
 -------- 19:00 0.04 0.01 ---- 1.49 ----
 -------- 20:00 0.06 0.00 ---- 1.51 ----
 -------- 21:00 0.05 0.00 ---- 1.52 ----
 01.04.13 22:00 0.03 0.00 ---- 1.46 ----
 -------- 23:00 0.02 0.00 ---- 1.44 ----
 -------- 00:00 0.02 0.00 ---- 1.48 ----
 -------- 01:00 0.03 0.00 ---- 1.50 ----
 -------- 02:00 0.02 0.01 ---- 1.44 ----
 02.04.13 03:00 ---- 0.00 ---- 1.39 ----
 -------- 04:00 ---- 0.00 ---- 1.41 ----
 -------- 05:00 0.06 0.00 ---- 1.46 ----
 -------- 06:00 ---- 0.00 ---- 1.43 ----
 -------- 07:00 0.03 0.00 ---- 1.45 ----
 02.04.13 08:00 0.05 0.00 ---- 1.46 ----
 -------- 09:00 0.05 0.01 ---- 1.43 ----
 -------- 10:00 0.04 0.00 ---- 1.44 ----
 -------- 11:00 0.04 0.00 ---- 1.43 ----
 -------- 12:00 0.04 0.00 ---- 1.43 ----
 02.04.13 13:00 0.04 0.01 ---- 1.44 ----
 -------- 14:00 0.04 0.01 ---- 1.43 ----
 -------- 15:00 0.04 0.01 ---- 1.42 ----
 -------- 16:00 0.04 0.00 ---- 1.43 ----
 -------- 17:00 0.04 0.00 ---- 1.43 ----
 02.04.13 18:00 0.04 0.00 ---- 1.44 ----
 -------- 19:00 0.09 0.01 ---- 1.46 ----
 -------- 20:00 0.09 0.00 ---- 1.45 ----
 -------- 21:00 0.08 0.00 ---- 1.45 ----
 -------- 22:00 0.08 0.00 ---- 1.44 ----
 02.04.13 23:00 0.08 0.00 ---- 1.44 ----
 -------- 00:00 0.08 0.00 ---- 1.44 ----
 -------- 01:00 0.08 0.00 ---- 1.46 ----
 -------- 02:00 0.08 0.01 ---- 1.44 ----
 -------- 03:00 0.10 0.01 ---- 1.46 ----
 03.04.13 04:00 0.08 0.00 ---- 1.46 ----
 -------- 05:00 0.08 0.00 ---- 1.47 ----
 -------- 06:00 0.08 0.00 ---- 1.47 ----
 -------- 07:00 0.09 0.00 ---- 1.50 ----
 -------- 08:00 0.10 0.00 ---- 1.53 ----
 03.04.13 09:00 0.12 0.00 ---- 1.55 ----
 -------- 10:00 0.10 0.00 ---- 1.50 ----
 -------- 11:00 0.10 0.00 ---- 1.52 ----
