 Date Time CO SO2 NO2 CHX NO
 26.12.12 00:00 0.06 0.01 0.17 1.48 ----
 -------- 01:00 0.05 0.01 0.13 1.45 ----
 -------- 02:00 0.05 0.01 0.10 1.44 0.00
 -------- 03:00 0.04 0.01 0.10 1.44 0.00
 -------- 04:00 0.04 0.01 0.10 1.45 ----
 26.12.12 05:00 0.04 0.01 0.10 1.46 ----
 -------- 06:00 0.06 0.01 0.11 1.46 ----
 -------- 07:00 0.06 0.01 0.14 1.48 ----
 -------- 08:00 0.07 0.01 0.14 1.49 ----
 -------- 09:00 0.06 0.01 0.16 1.48 ----
 26.12.12 10:00 0.07 0.00 0.17 1.49 ----
 -------- 11:00 0.08 0.00 0.20 1.51 0.01
 -------- 12:00 0.08 0.00 0.17 1.57 0.01
 -------- 13:00 0.08 0.01 0.17 1.52 0.01
 -------- 14:00 0.08 0.00 0.16 1.51 ----
 26.12.12 15:00 0.09 0.00 0.18 1.53 0.00
 -------- 16:00 0.09 0.00 0.20 1.55 0.00
 -------- 17:00 0.09 0.00 0.21 1.53 0.01
 -------- 18:00 0.10 0.00 0.24 1.53 0.01
 -------- 19:00 0.06 0.00 0.22 1.50 0.00
 26.12.12 20:00 ---- 0.00 0.23 1.51 0.00
 -------- 21:00 ---- 0.00 0.19 1.49 ----
 -------- 22:00 ---- 0.00 0.16 1.47 ----
 -------- 23:00 ---- 0.00 0.15 1.47 ----
 -------- 00:00 ---- 0.00 0.13 1.44 ----
 27.12.12 01:00 ---- 0.00 0.11 1.42 ----
 -------- 02:00 ---- 0.00 0.11 1.42 ----
 -------- 03:00 ---- 0.00 0.12 1.42 ----
 -------- 04:00 ---- 0.00 0.15 1.46 ----
 -------- 05:00 ---- 0.00 0.15 1.43 ----
 27.12.12 06:00 ---- 0.00 0.16 1.44 ----
 -------- 07:00 0.05 0.00 0.17 1.43 ----
 -------- 08:00 0.06 0.00 0.16 1.43 ----
 -------- 09:00 0.06 0.00 0.19 1.45 0.00
 -------- 10:00 0.07 0.00 0.21 1.46 0.00
 27.12.12 11:00 0.08 0.00 0.23 1.46 0.01
 -------- 12:00 0.07 0.00 0.22 1.45 0.01
 -------- 13:00 0.08 0.00 0.25 1.24 0.03
 -------- 14:00 0.06 0.00 0.27 ---- 0.04
 -------- 15:00 0.07 0.00 0.28 ---- 0.06
 27.12.12 16:00 0.12 0.00 0.30 ---- 0.10
 -------- 17:00 0.18 0.00 0.31 ---- 0.18
 -------- 18:00 0.24 0.01 0.32 ---- 0.27
 -------- 19:00 0.18 0.00 0.30 ---- 0.15
 -------- 20:00 0.16 0.00 0.29 ---- 0.10
 27.12.12 21:00 0.13 0.00 0.26 ---- 0.06
 -------- 22:00 0.11 0.00 0.24 ---- 0.03
 -------- 23:00 0.09 0.00 0.23 ---- 0.01
