 Date Time CO SO2 NO2 CHX NO
 28.03.13 12:00 0.06 0.00 ---- 1.41 ----
 -------- 13:00 0.05 0.00 ---- 1.38 ----
 -------- 14:00 0.04 0.00 ---- 1.37 ----
 -------- 15:00 0.04 0.00 ---- 1.37 ----
 -------- 16:00 0.04 0.01 ---- 1.38 ----
 28.03.13 17:00 0.04 0.01 ---- 1.38 ----
 -------- 18:00 0.05 0.00 ---- 1.39 ----
 -------- 19:00 0.05 0.00 ---- 1.40 ----
 -------- 20:00 0.05 0.01 ---- 1.43 ----
 -------- 21:00 0.08 0.00 ---- 1.47 ----
 28.03.13 22:00 0.07 0.01 ---- 1.46 ----
 -------- 23:00 0.06 0.01 ---- 1.45 ----
 -------- 00:00 0.06 0.00 ---- 1.44 ----
 -------- 01:00 0.05 0.00 ---- 1.44 ----
 -------- 02:00 0.05 0.00 ---- 1.45 ----
 29.03.13 03:00 0.05 0.00 ---- 1.46 ----
 -------- 04:00 0.04 0.00 ---- 1.46 ----
 -------- 05:00 0.05 0.00 ---- 1.47 ----
 -------- 06:00 0.05 0.00 ---- 1.46 ----
 -------- 07:00 0.07 0.00 ---- 1.50 ----
 29.03.13 08:00 0.09 0.01 ---- 1.52 ----
 -------- 09:00 0.12 0.01 ---- 1.54 ----
 -------- 10:00 0.11 0.01 ---- 1.61 ----
 -------- 11:00 0.09 0.01 ---- 1.59 ----
 -------- 12:00 0.05 0.00 ---- 1.40 ----
 29.03.13 13:00 0.03 0.00 ---- 1.38 ----
 -------- 14:00 0.03 0.00 ---- 1.38 ----
 -------- 15:00 0.02 0.00 ---- 1.36 ----
 -------- 16:00 0.02 0.00 ---- 1.36 ----
 -------- 17:00 0.03 0.00 ---- 1.37 ----
 29.03.13 18:00 0.04 0.00 ---- 1.38 ----
 -------- 19:00 0.02 0.00 ---- 1.39 ----
 -------- 20:00 0.07 0.00 ---- 1.48 ----
 -------- 21:00 0.25 0.02 ---- 1.73 ----
 -------- 22:00 0.36 0.02 ---- 1.85 ----
 29.03.13 23:00 0.45 0.02 ---- 1.96 ----
 -------- 00:00 0.67 0.02 ---- 2.23 ----
 -------- 01:00 0.55 0.01 ---- 2.44 ----
 -------- 02:00 0.27 0.00 ---- 1.96 ----
 -------- 03:00 0.17 0.00 ---- 1.82 ----
 30.03.13 04:00 0.11 ---- ---- 1.74 ----
 -------- 05:00 0.05 0.00 ---- 1.51 ----
 -------- 06:00 0.05 0.00 ---- 1.52 ----
 -------- 07:00 0.04 0.00 ---- 1.57 ----
 -------- 08:00 0.05 0.00 ---- 1.49 ----
 30.03.13 09:00 0.06 0.00 ---- 1.54 ----
 -------- 10:00 0.07 0.01 ---- 1.52 ----
 -------- 11:00 0.06 0.01 ---- 1.47 ----
