 Date Time CO SO2 NO2 CHX NO
 26.02.13 12:00 0.10 0.00 ---- 1.54 ----
 -------- 13:00 0.09 0.00 ---- 1.50 ----
 -------- 14:00 0.09 0.00 ---- 1.49 ----
 -------- 15:00 0.06 0.00 ---- 1.44 ----
 -------- 16:00 0.07 0.00 ---- 1.43 ----
 26.02.13 17:00 0.07 0.00 ---- 1.43 ----
 -------- 18:00 0.08 0.01 ---- 1.43 ----
 -------- 19:00 0.08 0.00 ---- 1.41 ----
 -------- 20:00 0.07 0.00 ---- 1.41 ----
 -------- 21:00 0.07 0.00 ---- 1.41 ----
 26.02.13 22:00 0.06 0.00 ---- 1.40 ----
 -------- 23:00 0.06 0.00 ---- 1.41 ----
 -------- 00:00 0.06 0.00 ---- 1.42 ----
 -------- 01:00 0.06 0.00 ---- 1.41 ----
 -------- 02:00 0.05 0.01 ---- 1.42 ----
 27.02.13 03:00 0.05 0.01 ---- 1.42 ----
 -------- 04:00 0.05 0.01 ---- 1.42 ----
 -------- 05:00 0.05 0.01 ---- 1.41 ----
 -------- 06:00 0.05 0.01 ---- 1.41 ----
 -------- 07:00 0.07 0.00 ---- 1.43 ----
 27.02.13 08:00 0.08 0.00 ---- 1.43 ----
 -------- 09:00 0.08 0.00 ---- 1.43 ----
 -------- 10:00 0.08 0.00 ---- 1.44 ----
 -------- 11:00 0.08 0.01 ---- 1.44 ----
 -------- 12:00 0.08 0.01 ---- 1.45 ----
 27.02.13 13:00 0.08 0.00 ---- 1.45 ----
 -------- 14:00 0.08 0.00 ---- 1.43 ----
 -------- 15:00 0.07 0.00 ---- 1.42 ----
 -------- 16:00 0.08 0.00 ---- 1.43 ----
 -------- 17:00 0.08 0.00 ---- 1.46 ----
 27.02.13 18:00 0.07 0.01 ---- 1.44 ----
 -------- 19:00 0.05 0.00 ---- 1.42 ----
 -------- 20:00 0.07 0.00 ---- 1.49 ----
 -------- 21:00 0.10 0.00 ---- 1.51 ----
 -------- 22:00 0.11 0.00 ---- 1.54 ----
 27.02.13 23:00 0.10 0.00 ---- 1.55 ----
 -------- 00:00 0.09 0.01 ---- 1.57 ----
 -------- 01:00 0.05 0.01 ---- 1.49 ----
 -------- 02:00 0.04 0.00 ---- 1.45 ----
 -------- 03:00 0.03 0.00 ---- 1.49 ----
 28.02.13 04:00 0.02 0.00 ---- 1.40 ----
 -------- 05:00 0.02 0.00 ---- 1.38 ----
 -------- 06:00 0.02 0.00 ---- 1.38 ----
 -------- 07:00 0.02 0.00 ---- 1.41 ----
 -------- 08:00 0.04 0.00 ---- 1.42 ----
 28.02.13 09:00 0.03 0.00 ---- 1.41 ----
 -------- 10:00 0.03 0.01 ---- 1.40 ----
 -------- 11:00 0.03 0.00 ---- 1.40 ----
