 Date Time SO2 OZ NO2 CHX NO
 24.01.13 00:00 0.00 0.08 0.30 1.52 0.10
 -------- 01:00 0.00 0.15 0.27 1.43 0.05
 -------- 02:00 0.00 0.15 0.24 1.43 0.05
 -------- 03:00 0.00 0.12 0.28 1.52 0.05
 -------- 04:00 0.00 0.07 0.30 1.53 0.07
 24.01.13 05:00 0.00 0.03 0.35 1.59 0.18
 -------- 06:00 0.01 0.13 0.30 ---- 0.09
 -------- 07:00 0.00 0.18 0.27 ---- 0.06
 -------- 08:00 0.00 0.13 0.31 ---- 0.13
 -------- 09:00 0.00 0.17 0.29 ---- 0.10
 24.01.13 10:00 0.01 0.14 0.31 ---- 0.14
 -------- 11:00 0.01 0.15 0.32 ---- 0.13
 -------- 12:00 0.01 0.14 0.31 ---- 0.14
 -------- 13:00 0.01 0.18 0.31 ---- 0.11
 -------- 14:00 0.01 0.24 0.29 ---- 0.10
 24.01.13 15:00 0.00 0.26 0.27 ---- 0.08
 -------- 16:00 0.00 0.28 0.26 ---- 0.07
 -------- 17:00 0.00 0.27 0.27 ---- 0.08
 -------- 18:00 0.00 0.25 0.28 ---- 0.10
 -------- 19:00 0.00 0.23 0.29 ---- 0.09
 24.01.13 20:00 0.00 0.21 0.29 ---- 0.10
 -------- 21:00 0.00 0.12 0.32 ---- 0.13
 -------- 22:00 0.00 0.24 0.23 ---- 0.06
 -------- 23:00 0.00 0.30 0.22 ---- 0.05
 -------- 00:00 0.00 0.37 0.18 ---- 0.03
 25.01.13 01:00 0.00 0.36 0.17 ---- 0.02
 -------- 02:00 0.00 0.38 0.15 ---- 0.02
 -------- 03:00 0.00 0.43 0.12 ---- 0.01
 -------- 04:00 0.00 0.39 0.14 ---- 0.01
 -------- 05:00 0.00 0.39 0.15 ---- 0.02
 25.01.13 06:00 0.00 0.31 0.19 ---- 0.03
 -------- 07:00 0.00 0.25 0.23 ---- 0.07
 -------- 08:00 0.00 0.16 0.28 ---- 0.11
 -------- 09:00 0.00 0.16 0.28 ---- 0.10
 -------- 10:00 0.00 0.14 0.28 ---- 0.10
 25.01.13 11:00 0.00 0.19 0.26 ---- 0.09
 -------- 12:00 0.00 0.22 0.25 ---- 0.09
 -------- 13:00 0.00 0.29 0.21 ---- 0.06
 -------- 14:00 0.00 0.17 0.22 1.58 0.10
 -------- 15:00 0.00 0.19 0.22 1.57 0.09
 25.01.13 16:00 0.01 0.20 0.25 1.61 0.13
 -------- 17:00 0.00 0.18 0.28 1.55 0.12
 -------- 18:00 0.00 0.16 0.29 1.53 0.10
 -------- 19:00 0.00 0.14 0.30 1.63 0.14
 -------- 20:00 0.00 0.12 0.29 1.60 0.13
 25.01.13 21:00 0.00 0.20 0.24 1.55 0.07
 -------- 22:00 0.01 0.12 0.30 1.64 0.14
 -------- 23:00 0.00 0.10 0.28 1.71 0.16
 -------- 00:00 0.00 0.11 0.28 1.58 0.10
