 Date Time SO2 OZ NO2 CHX NO
 27.12.12 00:00 0.00 0.24 0.19 1.52 0.05
 -------- 01:00 0.00 0.26 0.19 1.49 0.04
 -------- 02:00 0.00 0.31 0.18 1.48 0.03
 -------- 03:00 0.00 0.33 0.15 1.44 0.02
 -------- 04:00 0.00 0.30 0.17 1.46 0.02
 27.12.12 05:00 0.00 0.29 0.15 1.45 0.02
 -------- 06:00 0.00 0.24 0.16 1.50 0.03
 -------- 07:00 0.00 0.19 0.19 1.49 0.03
 -------- 08:00 0.00 0.16 0.22 1.57 0.05
 -------- 09:00 0.00 0.17 0.21 1.47 0.04
 27.12.12 10:00 0.00 0.15 0.21 1.50 0.04
 -------- 11:00 0.00 0.13 0.21 1.48 0.04
 -------- 12:00 0.00 0.09 0.24 1.53 0.06
 -------- 13:00 0.00 0.07 0.25 1.56 0.06
 -------- 14:00 0.00 0.06 0.26 1.58 0.09
 27.12.12 15:00 0.00 0.04 0.26 1.56 0.10
 -------- 16:00 0.00 0.04 0.25 1.52 0.06
 -------- 17:00 0.00 0.02 0.27 1.57 0.09
 -------- 18:00 0.00 0.01 0.27 1.62 0.13
 -------- 19:00 0.01 0.01 0.28 1.64 0.17
 27.12.12 20:00 0.01 0.01 0.26 1.70 0.17
 -------- 21:00 0.01 0.01 0.25 1.66 0.16
 -------- 22:00 0.00 0.07 0.23 1.57 0.10
 -------- 23:00 0.00 0.06 0.24 1.60 0.12
 -------- 00:00 0.00 0.09 0.20 1.55 0.07
 28.12.12 01:00 0.00 0.12 0.19 1.51 0.04
 -------- 02:00 0.00 0.16 0.18 1.49 0.03
 -------- 03:00 0.00 0.24 0.15 1.44 0.02
 -------- 04:00 0.00 0.31 0.13 1.43 0.01
 -------- 05:00 0.00 0.28 0.12 1.45 0.02
 28.12.12 06:00 0.00 0.25 0.13 1.43 0.02
 -------- 07:00 0.00 0.21 0.16 1.45 0.03
 -------- 08:00 0.00 0.15 0.19 1.51 0.05
 -------- 09:00 0.00 0.14 0.21 1.53 0.05
 -------- 10:00 0.00 0.17 0.18 1.48 0.03
 28.12.12 11:00 0.00 0.21 0.17 1.43 0.02
 -------- 12:00 0.00 0.20 0.17 1.49 0.03
 -------- 13:00 0.00 0.21 0.16 1.46 0.04
 -------- 14:00 0.00 0.20 0.18 1.48 0.04
 -------- 15:00 0.00 0.21 0.18 1.46 0.04
 28.12.12 16:00 0.00 0.21 0.19 1.48 0.04
 -------- 17:00 0.00 0.21 0.18 1.50 0.04
 -------- 18:00 0.00 0.26 0.17 1.45 0.03
 -------- 19:00 0.00 0.28 0.14 1.47 0.02
 -------- 20:00 0.00 0.26 0.14 1.44 0.03
 28.12.12 21:00 0.00 0.30 0.14 1.43 0.04
 -------- 22:00 0.00 0.36 0.16 1.43 0.05
 -------- 23:00 0.00 0.36 0.17 1.43 0.05
