 Date Time SO2 OZ NO2 CHX NO
 13.12.12 10:00 0.00 0.15 0.22 1.49 0.08
 -------- 11:00 0.00 0.18 0.21 1.49 0.06
 -------- 12:00 0.00 0.24 0.19 1.47 0.07
 -------- 13:00 0.00 0.24 0.18 1.47 0.07
 -------- 14:00 0.00 0.21 0.19 1.45 0.07
 13.12.12 15:00 0.01 0.17 0.21 1.45 0.08
 -------- 16:00 0.01 0.17 0.23 1.46 0.08
 -------- 17:00 0.01 0.14 0.25 1.47 0.08
 -------- 18:00 0.01 0.15 0.25 1.45 0.09
 -------- 19:00 0.01 0.14 0.24 1.47 0.09
 13.12.12 20:00 0.01 0.15 0.23 1.45 0.07
 -------- 21:00 0.01 0.14 0.23 1.44 0.07
 -------- 22:00 0.00 0.15 0.21 1.44 0.06
 -------- 23:00 0.00 0.19 0.19 1.42 0.04
 -------- 00:00 0.00 0.19 0.18 1.42 0.03
 14.12.12 01:00 0.00 0.19 0.17 1.41 0.02
 -------- 02:00 0.00 0.20 0.16 1.41 0.01
 -------- 03:00 0.00 0.19 0.14 1.41 0.01
 -------- 04:00 0.00 0.19 0.14 1.40 0.01
 -------- 05:00 0.00 0.21 0.14 1.41 0.01
 14.12.12 06:00 0.00 0.19 0.16 1.47 0.03
 -------- 07:00 0.00 0.14 0.20 1.44 0.08
 -------- 08:00 0.00 0.09 0.22 1.46 0.12
 -------- 09:00 0.00 0.07 0.22 1.47 0.11
 -------- 10:00 0.00 0.04 0.25 1.50 0.11
 14.12.12 11:00 0.00 0.05 0.24 1.48 0.11
 -------- 12:00 0.00 0.08 0.24 1.47 0.11
 -------- 13:00 0.01 0.09 0.25 1.46 0.13
 -------- 14:00 0.01 0.07 0.26 1.51 0.18
 -------- 15:00 0.01 0.05 0.27 1.51 0.19
 14.12.12 16:00 0.01 0.06 0.26 1.46 0.13
 -------- 17:00 0.01 0.07 0.27 1.46 0.12
 -------- 18:00 0.01 0.07 0.28 1.46 0.11
 -------- 19:00 0.01 0.08 0.27 1.49 0.12
 -------- 20:00 0.01 0.05 0.28 1.48 0.11
 14.12.12 21:00 0.01 0.07 0.27 1.49 0.09
 -------- 22:00 0.01 0.04 0.29 1.50 0.10
 -------- 23:00 0.01 0.03 0.28 1.48 0.07
 -------- 00:00 0.01 0.01 0.28 1.49 0.08
 -------- 01:00 0.01 0.01 0.27 1.47 0.06
 15.12.12 02:00 0.01 ---- 0.26 1.47 0.05
 -------- 03:00 0.01 ---- 0.26 1.49 0.05
 -------- 04:00 0.01 ---- 0.26 1.49 0.04
 -------- 05:00 0.01 ---- 0.25 1.49 0.04
 -------- 06:00 0.01 ---- 0.26 1.50 0.06
 15.12.12 07:00 0.01 ---- 0.25 1.54 0.10
 -------- 08:00 0.01 ---- 0.26 1.57 0.12
 -------- 09:00 0.01 0.01 0.26 1.61 0.18
