 Date Time SO2 OZ NO2 CHX NO
 20.09.12 12:00 0.01 0.30 0.16 1.54 0.12
 -------- 13:00 0.01 0.41 0.15 1.51 0.08
 -------- 14:00 0.01 0.50 0.14 1.48 0.05
 -------- 15:00 0.00 0.58 0.14 1.46 0.03
 -------- 16:00 0.00 0.63 0.14 1.48 0.02
 20.09.12 17:00 0.01 0.52 0.17 1.51 0.04
 -------- 18:00 0.01 0.45 0.19 1.51 0.05
 -------- 19:00 0.01 0.33 0.21 1.55 0.09
 -------- 20:00 0.01 0.22 0.25 1.59 0.13
 -------- 21:00 0.01 0.12 0.25 1.65 0.19
 20.09.12 22:00 0.01 0.12 0.23 1.62 0.17
 -------- 23:00 0.00 0.16 0.19 1.58 0.13
 -------- 00:00 0.01 0.16 0.19 1.57 0.12
 -------- 01:00 0.00 0.21 0.16 1.72 0.11
 -------- 02:00 0.00 0.28 0.13 1.53 0.09
 21.09.12 03:00 0.00 0.28 0.13 1.50 0.09
 -------- 04:00 0.00 0.23 0.13 1.54 0.09
 -------- 05:00 0.00 0.16 0.13 1.51 0.09
 -------- 06:00 0.00 0.13 0.14 1.57 0.12
 -------- 07:00 0.01 0.05 0.17 1.74 0.20
 21.09.12 08:00 0.01 0.03 0.18 1.73 0.23
 -------- 09:00 0.01 0.07 0.16 1.62 0.19
 -------- 10:00 0.01 0.17 0.14 1.52 0.13
 -------- 11:00 0.01 0.29 0.13 1.49 0.10
 -------- 12:00 0.01 0.20 0.17 1.56 0.14
 21.09.12 13:00 0.01 0.23 0.17 1.55 0.13
 -------- 14:00 0.01 0.32 0.18 1.52 0.10
 -------- 15:00 0.01 0.50 0.16 1.48 0.06
 -------- 16:00 0.01 0.36 0.20 1.54 0.08
 -------- 17:00 0.01 0.14 0.15 1.51 0.10
 21.09.12 18:00 0.01 0.13 0.15 1.58 0.13
 -------- 19:00 0.01 0.12 0.13 1.56 0.12
 -------- 20:00 0.00 0.20 0.12 1.48 0.09
 -------- 21:00 0.00 0.30 0.08 1.44 0.06
 -------- 22:00 0.00 0.30 0.08 1.46 0.05
 21.09.12 23:00 0.00 0.30 0.08 1.43 0.04
 -------- 00:00 0.00 0.29 0.08 1.43 0.04
 -------- 01:00 0.00 0.29 0.08 1.43 0.04
 -------- 02:00 0.00 0.31 0.07 1.43 0.04
 -------- 03:00 0.00 0.31 0.07 1.57 0.04
 22.09.12 04:00 0.00 0.29 0.07 1.54 0.04
 -------- 05:00 0.00 0.32 0.07 1.43 0.04
 -------- 06:00 0.00 0.33 0.07 1.42 0.04
 -------- 07:00 0.00 0.27 0.07 1.43 0.05
 -------- 08:00 0.00 0.25 0.08 1.42 0.05
 22.09.12 09:00 0.00 0.22 0.08 1.44 0.05
 -------- 10:00 0.00 0.17 0.10 1.46 0.08
 -------- 11:00 0.00 0.17 0.10 1.47 0.09
